"X","Variable","Importance","Participant","NLP"
"K23101.54","Compound",-0.00037704,"K23101","LIWC"
"K23101.55","PA VADER",0.000308184,"K23101","Vader"
"K23101.56","Neutral VADER",-1.25e-09,"K23101","LIWC"
"K23101.57","NA VADER",-0.000339332,"K23101","Vader"
"K23101.58","ThoughtLength",0.00126562,"K23101","LIWC"
"K23101.59","StressLength",0.082856517,"K23101","Text leangth"
"K23101.60","EnjoyLength",0.002099682,"K23101","Text leangth"
"K23101.61","Topic_t1",-1.64e-06,"K23101","LDA"
"K23101.62","Topic_t2",-1.7e-05,"K23101","LDA"
"K23101.63","Topic_t3",-1.03e-06,"K23101","LDA"
"K23101.64","Topic_t4",-1.17e-05,"K23101","LDA"
"K23101.65","Topic_t5",-1.35e-05,"K23101","LDA"
"K23101.66","Topic_t6",8.88473313677769e-08,"K23101","LDA"
"K23101.67","Happy GPT",-0.001005775,"K23101","GPT"
"K23101.68","Sad GPT",0.000271916,"K23101","GPT"
"K23101.69","Nervous GPT",0.001438412,"K23101","GPT"
"K23101.70","Interested GPT",0.000792402,"K23101","GPT"
"K23101.71","Angry GPT",-9.61e-09,"K23101","GPT"
"K23101.72","Excited GPT",0.001992167,"K23101","GPT"
"K23101.73","Bored GPT",0.000419852,"K23101","GPT"
"K23101.74","NA GPT",0.000473777,"K23101","GPT"
"K23101.75","PA GPT",0,"K23101","GPT"
"K23104.1","Time",0.00495269,"K23104","Time"
"K23104.2","Word Count",0.001981509,"K23104","Text leangth"
"K23104.3","Analytic",-0.005161943,"K23104","LIWC"
"K23104.4","Clout",0.000527063,"K23104","LIWC"
"K23104.5","Authentic",-0.020653623,"K23104","LIWC"
"K23104.6","WordPerSentence",-7.91e-05,"K23104","Text leangth"
"K23104.7","BigWords",0.000910339,"K23104","LIWC"
"K23104.8","Dictionary",-3.3e-05,"K23104","LIWC"
"K23104.9","Linguistic",0.010833621,"K23104","LIWC"
"K23104.10","Function",-0.018259856,"K23104","LIWC"
"K23104.11","Pronoun",0,"K23104","LIWC"
"K23104.12","Personal pronouns",0.003845704,"K23104","LIWC"
"K23104.13","i",-0.000883136,"K23104","LIWC"
"K23104.14","Impersonal pronouns",-0.013466876,"K23104","LIWC"
"K23104.15","Determiners",-2.46e-05,"K23104","LIWC"
"K23104.16","Article",-0.001434416,"K23104","LIWC"
"K23104.17","Preposition  ",0.002998535,"K23104","LIWC"
"K23104.18","Negations",-0.000486283,"K23104","LIWC"
"K23104.19","Verb",-0.007882323,"K23104","LIWC"
"K23104.20","Quantity",-0.027332571,"K23104","LIWC"
"K23104.21","Drives",0.009590514,"K23104","LIWC"
"K23104.22","Achieve",-0.000920807,"K23104","LIWC"
"K23104.23","Cognition",0.00610063,"K23104","LIWC"
"K23104.24","Allnone",-0.001481592,"K23104","LIWC"
"K23104.25","Culture",0.000109005,"K23104","LIWC"
"K23104.26","Tech",-2.2e-05,"K23104","LIWC"
"K23104.27","Lifestyle",-0.001295613,"K23104","LIWC"
"K23104.28","Leisure",0.009280513,"K23104","LIWC"
"K23104.29","Work",-0.007974619,"K23104","LIWC"
"K23104.30","Physical",0.001703986,"K23104","LIWC"
"K23104.31","Food",-0.001030491,"K23104","LIWC"
"K23104.32","Allure",-0.000426786,"K23104","LIWC"
"K23104.33","Perception",-0.015138025,"K23104","LIWC"
"K23104.34","Motion",0.007128073,"K23104","LIWC"
"K23104.35","Space",-0.004264519,"K23104","LIWC"
"K23104.36","FocusFuture",0.002905253,"K23104","LIWC"
"K23104.37","ThoughtLength",0.000970141,"K23104","LIWC"
"K23104.38","StressLength",0.002408156,"K23104","Text leangth"
"K23104.39","EnjoyLength",0.006632291,"K23104","Text leangth"
"K23104.40","Topic_t1",6.18072858563652e-07,"K23104","LDA"
"K23104.41","Topic_t2",0,"K23104","LDA"
"K23104.42","Topic_t3",1.28531453777396e-06,"K23104","LDA"
"K23104.43","Topic_t4",-1.41e-05,"K23104","LDA"
"K23104.44","Topic_t5",1.15234660739177e-06,"K23104","LDA"
"K23104.45","Topic_t6",-1.87e-05,"K23104","LDA"
"K23104.46","Happy GPT",-2.21e-20,"K23104","GPT"
"K23104.47","Sad GPT",5.05903739487224e-06,"K23104","GPT"
"K23104.48","Nervous GPT",-6.35e-05,"K23104","GPT"
"K23104.49","Interested GPT",7.76727432076108e-05,"K23104","GPT"
"K23104.50","Angry GPT",-7.14e-06,"K23104","GPT"
"K23104.51","Excited GPT",0.000153975,"K23104","GPT"
"K23104.52","Bored GPT",-8.18e-06,"K23104","GPT"
"K23104.53","NA GPT",-4.12e-05,"K23104","GPT"
"K23104.54","PA GPT",0,"K23104","GPT"
"K23106.1","Time",0.006848331,"K23106","Time"
"K23106.2","Word Count",0.000242784,"K23106","Text leangth"
"K23106.3","Analytic",-9.63e-05,"K23106","LIWC"
"K23106.4","Clout",-0.000278074,"K23106","LIWC"
"K23106.5","Authentic",0,"K23106","LIWC"
"K23106.6","WordPerSentence",-6.36e-05,"K23106","Text leangth"
"K23106.7","BigWords",0.003165549,"K23106","LIWC"
"K23106.8","Dictionary",0.000311792,"K23106","LIWC"
"K23106.9","Linguistic",0.000229685,"K23106","LIWC"
"K23106.10","Function",-0.002529065,"K23106","LIWC"
"K23106.11","Pronoun",-0.002301944,"K23106","LIWC"
"K23106.12","Personal pronouns",0,"K23106","LIWC"
"K23106.13","i",0,"K23106","LIWC"
"K23106.14","Impersonal pronouns",7.92141276596229e-06,"K23106","LIWC"
"K23106.15","Determiners",0,"K23106","LIWC"
"K23106.16","Article",-7.45e-05,"K23106","LIWC"
"K23106.17","Preposition  ",1.73272755143826e-05,"K23106","LIWC"
"K23106.18","Auxiliary verbs",0.000469294,"K23106","LIWC"
"K23106.19","Adverbs",3.90214001675704e-05,"K23106","LIWC"
"K23106.20","Negations",0.000741895,"K23106","LIWC"
"K23106.21","Verb",-0.000142297,"K23106","LIWC"
"K23106.22","Adjectives",-2.72e-08,"K23106","LIWC"
"K23106.23","Quantity",0.007760714,"K23106","LIWC"
"K23106.24","Drives",0,"K23106","LIWC"
"K23106.25","Affiliation",0,"K23106","LIWC"
"K23106.26","Achieve",0,"K23106","LIWC"
"K23106.27","Cognition",0.001421785,"K23106","LIWC"
"K23106.28","Allnone",0,"K23106","LIWC"
"K23106.29","Cognitive processes",-0.001894982,"K23106","LIWC"
"K23106.30","Insight",-0.000288576,"K23106","LIWC"
"K23106.31","Cause",0,"K23106","LIWC"
"K23106.32","Tentative",0.000931753,"K23106","LIWC"
"K23106.33","Differentiation",1.93032462998688e-05,"K23106","LIWC"
"K23106.34","Affect",5.88300462533205e-05,"K23106","LIWC"
"K23106.35","Positive tone",-5.1e-06,"K23106","LIWC"
"K23106.36","Negative tone",-0.001204989,"K23106","LIWC"
"K23106.37","Social",0,"K23106","LIWC"
"K23106.38","Socbehav",0,"K23106","LIWC"
"K23106.39","Communication",-0.003843106,"K23106","LIWC"
"K23106.40","Social referents",0,"K23106","LIWC"
"K23106.41","Friend",0,"K23106","LIWC"
"K23106.42","Culture",-0.000343301,"K23106","LIWC"
"K23106.43","Lifestyle",0.004005265,"K23106","LIWC"
"K23106.44","Leisure",2.75249360046321e-06,"K23106","LIWC"
"K23106.45","Work",-0.000216051,"K23106","LIWC"
"K23106.46","Physical",0.002480574,"K23106","LIWC"
"K23106.47","Food",1.2706489650634e-06,"K23106","LIWC"
"K23106.48","Acquire",0,"K23106","LIWC"
"K23106.49","Allure",-0.002427795,"K23106","LIWC"
"K23106.50","Perception",0,"K23106","LIWC"
"K23106.51","Motion",-0.000848679,"K23106","LIWC"
"K23106.52","Space",2.89679578582252e-07,"K23106","LIWC"
"K23106.53","Visual",0.000171121,"K23106","LIWC"
"K23106.54","Time LIWC",0,"K23106","LIWC"
"K23106.55","FocusPast",2.34469867172323e-07,"K23106","LIWC"
"K23106.56","FocusPresent",9.02221869622114e-05,"K23106","LIWC"
"K23106.57","Compound",-1.97e-06,"K23106","LIWC"
"K23106.58","PA VADER",-1.02e-05,"K23106","Vader"
"K23106.59","Neutral VADER",-3.14e-07,"K23106","LIWC"
"K23106.60","NA VADER",4.90355363993614e-09,"K23106","Vader"
"K23106.61","ThoughtLength",0.000816872,"K23106","LIWC"
"K23106.62","StressLength",0.001097636,"K23106","Text leangth"
"K23106.63","EnjoyLength",0.004459746,"K23106","Text leangth"
"K23106.64","Topic_t1",2.66381669637824e-05,"K23106","LDA"
"K23106.65","Topic_t2",2.96325715824635e-05,"K23106","LDA"
"K23106.66","Topic_t3",3.61487814557781e-06,"K23106","LDA"
"K23106.67","Topic_t4",5.83044588674376e-07,"K23106","LDA"
"K23106.68","Topic_t5",-2.62e-05,"K23106","LDA"
"K23106.69","Topic_t6",0,"K23106","LDA"
"K23106.70","Happy GPT",-0.000178542,"K23106","GPT"
"K23106.71","Sad GPT",0.000123778,"K23106","GPT"
"K23106.72","Nervous GPT",6.49137970274067e-05,"K23106","GPT"
"K23106.73","Interested GPT",0.000332502,"K23106","GPT"
"K23106.74","Angry GPT",0.001381955,"K23106","GPT"
"K23106.75","Excited GPT",0.000224245,"K23106","GPT"
"K23106.76","Bored GPT",-5.15e-05,"K23106","GPT"
"K23106.77","NA GPT",0,"K23106","GPT"
"K23106.78","PA GPT",0,"K23106","GPT"
"K23107.1","Time",0.002248947,"K23107","Time"
"K23107.2","Word Count",0.000316987,"K23107","Text leangth"
"K23107.3","Analytic",0.003824945,"K23107","LIWC"
"K23107.4","Authentic",0.000642896,"K23107","LIWC"
"K23107.5","WordPerSentence",0.001551095,"K23107","Text leangth"
"K23107.6","BigWords",0.000897986,"K23107","LIWC"
"K23107.7","Dictionary",-0.005432525,"K23107","LIWC"
"K23107.8","Linguistic",-0.013342022,"K23107","LIWC"
"K23107.9","Function",-0.003437895,"K23107","LIWC"
"K23107.10","Pronoun",-0.000460385,"K23107","LIWC"
"K23107.11","Personal pronouns",7.10789084898397e-06,"K23107","LIWC"
"K23107.12","i",2.72905277291829e-06,"K23107","LIWC"
"K23107.13","Determiners",-0.00049666,"K23107","LIWC"
"K23107.14","Article",0.00014151,"K23107","LIWC"
"K23107.15","Preposition  ",0.000666038,"K23107","LIWC"
"K23107.16","Auxiliary verbs",0.009203778,"K23107","LIWC"
"K23107.17","Verb",-0.000299527,"K23107","LIWC"
"K23107.18","Adjectives",-0.006450555,"K23107","LIWC"
"K23107.19","Drives",1.39661034912795e-05,"K23107","LIWC"
"K23107.20","Achieve",-0.003564149,"K23107","LIWC"
"K23107.21","Cognition",0,"K23107","LIWC"
"K23107.22","Cognitive processes",-0.00013272,"K23107","LIWC"
"K23107.23","Affect",0,"K23107","LIWC"
"K23107.24","Positive tone",-0.004862141,"K23107","LIWC"
"K23107.25","Negative tone",0.001024656,"K23107","LIWC"
"K23107.26","Social",-0.004374184,"K23107","LIWC"
"K23107.27","Culture",-0.000556688,"K23107","LIWC"
"K23107.28","Tech",4.4678044197624e-05,"K23107","LIWC"
"K23107.29","Lifestyle",0.000223707,"K23107","LIWC"
"K23107.30","Leisure",-0.000643903,"K23107","LIWC"
"K23107.31","Work",0.00016839,"K23107","LIWC"
"K23107.33","Physical",-1.31e-06,"K23107","LIWC"
"K23107.34","Food",0.000567977,"K23107","LIWC"
"K23107.35","Acquire",-0.005277199,"K23107","LIWC"
"K23107.36","Allure",-0.002207508,"K23107","LIWC"
"K23107.37","Perception",0.002679086,"K23107","LIWC"
"K23107.38","Motion",0.001140897,"K23107","LIWC"
"K23107.39","Space",-0.008162827,"K23107","LIWC"
"K23107.40","Visual",-0.00083691,"K23107","LIWC"
"K23107.41","Time LIWC",0.000188771,"K23107","LIWC"
"K23107.42","FocusPast",0.019432104,"K23107","LIWC"
"K23107.43","Compound",1.40145059051576e-05,"K23107","LIWC"
"K23107.44","PA VADER",4.30858155721902e-06,"K23107","Vader"
"K23107.45","Neutral VADER",-1.16e-05,"K23107","LIWC"
"K23107.46","NA VADER",-5.61e-06,"K23107","Vader"
"K23107.47","ThoughtLength",-0.00071227,"K23107","LIWC"
"K23107.48","StressLength",-0.008463945,"K23107","Text leangth"
"K23107.49","EnjoyLength",0.000559754,"K23107","Text leangth"
"K23107.50","Topic_t1",2.17646771019847e-06,"K23107","LDA"
"K23107.51","Topic_t2",-1.11e-06,"K23107","LDA"
"K23107.52","Topic_t3",-8.03e-06,"K23107","LDA"
"K23107.53","Topic_t4",7.29750949364859e-07,"K23107","LDA"
"K23107.54","Topic_t5",-4.79e-05,"K23107","LDA"
"K23107.55","Topic_t6",2.32181463118462e-06,"K23107","LDA"
"K23107.56","Happy GPT",-6.65e-05,"K23107","GPT"
"K23107.57","Sad GPT",-0.00027454,"K23107","GPT"
"K23107.58","Nervous GPT",0.000247794,"K23107","GPT"
"K23107.59","Interested GPT",-7.86e-08,"K23107","GPT"
"K23107.60","Angry GPT",-6.7e-05,"K23107","GPT"
"K23107.61","Excited GPT",-0.001117063,"K23107","GPT"
"K23107.62","Bored GPT",-0.000135673,"K23107","GPT"
"K23107.63","NA GPT",3.79268713228153e-05,"K23107","GPT"
"K23107.64","PA GPT",0,"K23107","GPT"
"K23109.1","Time",0.002905757,"K23109","Time"
"K23109.2","Word Count",0.034438955,"K23109","Text leangth"
"K23109.3","Analytic",0.001403289,"K23109","LIWC"
"K23109.4","Clout",0.01077855,"K23109","LIWC"
"K23109.5","Authentic",-0.000602478,"K23109","LIWC"
"K23109.6","WordPerSentence",0.000473022,"K23109","Text leangth"
"K23109.7","BigWords",0.03377575,"K23109","LIWC"
"K23109.8","Dictionary",-0.004845879,"K23109","LIWC"
"K23109.9","Linguistic",-0.004695812,"K23109","LIWC"
"K23109.10","Function",1.13046625262408e-05,"K23109","LIWC"
"K23109.11","Pronoun",0.019981555,"K23109","LIWC"
"K23109.12","Personal pronouns",-0.05339338,"K23109","LIWC"
"K23109.13","i",-0.047755043,"K23109","LIWC"
"K23109.14","Determiners",0.008443277,"K23109","LIWC"
"K23109.15","Article",-0.000839427,"K23109","LIWC"
"K23109.16","Preposition  ",0.00446327,"K23109","LIWC"
"K23109.17","Auxiliary verbs",0.000344511,"K23109","LIWC"
"K23109.18","Adverbs",0.014546301,"K23109","LIWC"
"K23109.19","Verb",-0.004896223,"K23109","LIWC"
"K23109.20","Adjectives",2.93662957188176e-05,"K23109","LIWC"
"K23109.21","Drives",-0.002277912,"K23109","LIWC"
"K23109.22","Affiliation",0.002032279,"K23109","LIWC"
"K23109.23","Cognition",-0.006659394,"K23109","LIWC"
"K23109.24","Affect",0.009992932,"K23109","LIWC"
"K23109.25","Negative tone",0.003999806,"K23109","LIWC"
"K23109.26","Emotion",-0.00720776,"K23109","LIWC"
"K23109.27","NA LIWC",0.004030274,"K23109","LIWC"
"K23109.28","Social",0.001776668,"K23109","LIWC"
"K23109.29","Social referents",0.000936571,"K23109","LIWC"
"K23109.30","Lifestyle",-0.001685072,"K23109","LIWC"
"K23109.31","Leisure",0.007442966,"K23109","LIWC"
"K23109.32","Work",-0.009784363,"K23109","LIWC"
"K23109.33","Physical",0.001469019,"K23109","LIWC"
"K23109.34","Food",0.000640514,"K23109","LIWC"
"K23109.35","Acquire",-0.000685768,"K23109","LIWC"
"K23109.36","Allure",-0.005528298,"K23109","LIWC"
"K23109.37","Perception",0.003190127,"K23109","LIWC"
"K23109.38","Motion",0.000281881,"K23109","LIWC"
"K23109.39","Space",0.00020999,"K23109","LIWC"
"K23109.40","Feeling",-0.000207871,"K23109","LIWC"
"K23109.41","FocusPast",-0.003666887,"K23109","LIWC"
"K23109.42","Compound",0.000135504,"K23109","LIWC"
"K23109.43","PA VADER",-2.04e-06,"K23109","Vader"
"K23109.44","Neutral VADER",5.59185015959202e-05,"K23109","LIWC"
"K23109.45","NA VADER",-0.000800363,"K23109","Vader"
"K23109.46","ThoughtLength",-0.002573692,"K23109","LIWC"
"K23109.47","StressLength",-0.160802455,"K23109","Text leangth"
"K23109.48","EnjoyLength",0.015936408,"K23109","Text leangth"
"K23109.49","Topic_t1",8.55524095963451e-07,"K23109","LDA"
"K23109.50","Topic_t2",5.68648955180542e-06,"K23109","LDA"
"K23109.51","Topic_t3",-1.58e-05,"K23109","LDA"
"K23109.52","Topic_t4",-1.32e-05,"K23109","LDA"
"K23109.53","Topic_t5",1.02378878158282e-07,"K23109","LDA"
"K23109.54","Topic_t6",-4.14e-06,"K23109","LDA"
"K23109.55","Happy GPT",-0.000348065,"K23109","GPT"
"K23109.56","Sad GPT",0.000302553,"K23109","GPT"
"K23109.57","Nervous GPT",0,"K23109","GPT"
"K23109.58","Interested GPT",-0.000393652,"K23109","GPT"
"K23109.59","Angry GPT",0.000324142,"K23109","GPT"
"K23109.60","Excited GPT",-5.92e-05,"K23109","GPT"
"K23109.61","Bored GPT",-0.001412413,"K23109","GPT"
"K23109.62","NA GPT",0.000464158,"K23109","GPT"
"K23109.63","PA GPT",3.896716633929e-06,"K23109","GPT"
"K23114.1","Time",-0.007175317,"K23114","Time"
"K23114.2","Word Count",0.000548262,"K23114","Text leangth"
"K23114.3","Analytic",0.084133797,"K23114","LIWC"
"K23114.4","Clout",0.010223438,"K23114","LIWC"
"K23114.5","Authentic",0.024478068,"K23114","LIWC"
"K23114.6","WordPerSentence",0.002826279,"K23114","Text leangth"
"K23114.7","BigWords",-5.59e-06,"K23114","LIWC"
"K23114.8","Dictionary",0.011431127,"K23114","LIWC"
"K23114.9","Linguistic",0.007569122,"K23114","LIWC"
"K23114.10","Function",-0.01033763,"K23114","LIWC"
"K23114.11","Pronoun",0,"K23114","LIWC"
"K23114.12","Personal pronouns",-0.001116871,"K23114","LIWC"
"K23114.13","i",6.38989236279796e-05,"K23114","LIWC"
"K23114.14","Impersonal pronouns",0,"K23114","LIWC"
"K23114.15","Determiners",-0.006267083,"K23114","LIWC"
"K23114.16","Article",0.000750317,"K23114","LIWC"
"K23114.17","Preposition  ",-0.002276523,"K23114","LIWC"
"K23114.18","Auxiliary verbs",0,"K23114","LIWC"
"K23114.19","Negations",0.011136103,"K23114","LIWC"
"K23114.20","Verb",0,"K23114","LIWC"
"K23114.21","Adjectives",-0.001973447,"K23114","LIWC"
"K23114.22","Quantity",0,"K23114","LIWC"
"K23114.23","Drives",-0.011035209,"K23114","LIWC"
"K23114.24","Affiliation",0,"K23114","LIWC"
"K23114.25","Cognition",-0.023706855,"K23114","LIWC"
"K23114.26","Allnone",-0.017359287,"K23114","LIWC"
"K23114.27","Affect",0.001892754,"K23114","LIWC"
"K23114.28","Positive tone",0.003750408,"K23114","LIWC"
"K23114.29","Social",-0.0174357,"K23114","LIWC"
"K23114.30","Social referents",-1.35e-05,"K23114","LIWC"
"K23114.31","Lifestyle",-0.002963458,"K23114","LIWC"
"K23114.32","Leisure",0,"K23114","LIWC"
"K23114.33","Home",0.004786307,"K23114","LIWC"
"K23114.34","Work",-6.77e-05,"K23114","LIWC"
"K23114.35","Physical",0.000171154,"K23114","LIWC"
"K23114.36","Perception",-0.034444173,"K23114","LIWC"
"K23114.37","Time LIWC",0,"K23114","LIWC"
"K23114.38","Compound",0.000108405,"K23114","LIWC"
"K23114.39","Neutral VADER",0,"K23114","LIWC"
"K23114.40","ThoughtLength",0.00113183,"K23114","LIWC"
"K23114.41","StressLength",0.016106179,"K23114","Text leangth"
"K23114.42","EnjoyLength",0,"K23114","Text leangth"
"K23114.43","Topic_t1",-3.13e-08,"K23114","LDA"
"K23114.44","Topic_t2",4.24689176984393e-05,"K23114","LDA"
"K23114.45","Topic_t3",0,"K23114","LDA"
"K23114.46","Topic_t4",-5.12e-05,"K23114","LDA"
"K23114.47","Topic_t5",-4.83e-06,"K23114","LDA"
"K23114.48","Topic_t6",-7.52e-06,"K23114","LDA"
"K23114.49","Happy GPT",-0.000192906,"K23114","GPT"
"K23114.50","Sad GPT",-7.31e-05,"K23114","GPT"
"K23114.51","Nervous GPT",3.13543369293055e-05,"K23114","GPT"
"K23114.52","Interested GPT",6.12370286580681e-05,"K23114","GPT"
"K23114.53","Angry GPT",0,"K23114","GPT"
"K23114.54","Excited GPT",0,"K23114","GPT"
"K23114.55","Bored GPT",-0.000500272,"K23114","GPT"
"K23114.56","NA GPT",-5.38e-05,"K23114","GPT"
"K23114.57","PA GPT",-0.000499416,"K23114","GPT"
"K23115.1","Time",0.000561268,"K23115","Time"
"K23115.2","Word Count",0,"K23115","Text leangth"
"K23115.3","Analytic",0,"K23115","LIWC"
"K23115.4","Clout",-0.000950712,"K23115","LIWC"
"K23115.5","Authentic",0.022907135,"K23115","LIWC"
"K23115.6","WordPerSentence",-0.001599251,"K23115","Text leangth"
"K23115.7","BigWords",-0.004553773,"K23115","LIWC"
"K23115.8","Dictionary",-0.006422511,"K23115","LIWC"
"K23115.9","Linguistic",-4.41e-06,"K23115","LIWC"
"K23115.10","Function",8.36837273586126e-05,"K23115","LIWC"
"K23115.11","Pronoun",0.003841097,"K23115","LIWC"
"K23115.12","Personal pronouns",2.13713820027029e-05,"K23115","LIWC"
"K23115.13","i",-0.000129118,"K23115","LIWC"
"K23115.14","Determiners",0.000528779,"K23115","LIWC"
"K23115.15","Article",-0.000294812,"K23115","LIWC"
"K23115.16","Preposition  ",-0.000985707,"K23115","LIWC"
"K23115.17","Auxiliary verbs",-0.00324295,"K23115","LIWC"
"K23115.18","Adverbs",-0.022500799,"K23115","LIWC"
"K23115.19","Conjunctions",-0.001059305,"K23115","LIWC"
"K23115.20","Verb",-0.000299457,"K23115","LIWC"
"K23115.21","Adjectives",0.000376331,"K23115","LIWC"
"K23115.22","Quantity",0.002511516,"K23115","LIWC"
"K23115.23","Drives",0,"K23115","LIWC"
"K23115.24","Affiliation",0.001564424,"K23115","LIWC"
"K23115.25","Achieve",0.001353138,"K23115","LIWC"
"K23115.26","Cognition",-0.001127655,"K23115","LIWC"
"K23115.27","Cognitive processes",0.001107738,"K23115","LIWC"
"K23115.28","Insight",0.002048838,"K23115","LIWC"
"K23115.29","Affect",0,"K23115","LIWC"
"K23115.30","Positive tone",0.004232977,"K23115","LIWC"
"K23115.31","Negative tone",0.001205475,"K23115","LIWC"
"K23115.32","Emotion",0,"K23115","LIWC"
"K23115.33","Social",-0.001246491,"K23115","LIWC"
"K23115.34","Socbehav",0,"K23115","LIWC"
"K23115.35","Social referents",-0.00462296,"K23115","LIWC"
"K23115.36","Culture",-0.002013829,"K23115","LIWC"
"K23115.37","Lifestyle",-0.000298634,"K23115","LIWC"
"K23115.38","Leisure",-0.003865595,"K23115","LIWC"
"K23115.39","Home",-0.004635937,"K23115","LIWC"
"K23115.40","Work",0.00161662,"K23115","LIWC"
"K23115.41","Physical",0.001368956,"K23115","LIWC"
"K23115.42","Food",0,"K23115","LIWC"
"K23115.43","Acquire",0.00262726,"K23115","LIWC"
"K23115.44","Allure",-0.001656661,"K23115","LIWC"
"K23115.45","Perception",0.001023959,"K23115","LIWC"
"K23115.46","Attention",0.000162386,"K23115","LIWC"
"K23115.47","Motion",0.001898992,"K23115","LIWC"
"K23115.48","Space",1.7525400786068e-06,"K23115","LIWC"
"K23115.49","Visual",-0.014589028,"K23115","LIWC"
"K23115.50","Time LIWC",0,"K23115","LIWC"
"K23115.51","FocusPast",5.28157436988907e-05,"K23115","LIWC"
"K23115.52","FocusFuture",-0.002355879,"K23115","LIWC"
"K23115.53","AllPunc",-0.002175777,"K23115","LIWC"
"K23115.54","Period",0,"K23115","LIWC"
"K23115.55","Compound",-1.27e-06,"K23115","LIWC"
"K23115.56","PA VADER",1.83198300127447e-05,"K23115","Vader"
"K23115.57","Neutral VADER",4.33775692212248e-06,"K23115","LIWC"
"K23115.58","NA VADER",3.39460381383142e-05,"K23115","Vader"
"K23115.59","ThoughtLength",0.000685296,"K23115","LIWC"
"K23115.60","StressLength",0.010370463,"K23115","Text leangth"
"K23115.61","EnjoyLength",-0.001392925,"K23115","Text leangth"
"K23115.62","Topic_t1",-1.74e-05,"K23115","LDA"
"K23115.63","Topic_t2",-9.08e-06,"K23115","LDA"
"K23115.64","Topic_t3",-3.58e-06,"K23115","LDA"
"K23115.65","Topic_t4",7.55669419476995e-06,"K23115","LDA"
"K23115.66","Topic_t5",-4.54e-07,"K23115","LDA"
"K23115.67","Topic_t6",-6.58e-05,"K23115","LDA"
"K23115.68","Happy GPT",0.002157158,"K23115","GPT"
"K23115.69","Sad GPT",-7.35e-05,"K23115","GPT"
"K23115.70","Nervous GPT",0.000150484,"K23115","GPT"
"K23115.71","Interested GPT",0.000123855,"K23115","GPT"
"K23115.72","Angry GPT",-0.001186295,"K23115","GPT"
"K23115.73","Excited GPT",0.007978065,"K23115","GPT"
