"X","Variable","Importance","Participant"
"K23101.73","Bored GPT",-1.41709401709406e-05,"K23101"
"K23101.74","NA GPT",0.000153133903133903,"K23101"
"K23101.75","PA GPT",3.02564102564085e-06,"K23101"
"K23104.1","Time",-1.91111111111115e-05,"K23104"
"K23104.2","Word Count",-3.85185185185191e-06,"K23104"
"K23104.3","Analytic",-2.96296296296255e-07,"K23104"
"K23104.4","Clout",-4.32592592592595e-06,"K23104"
"K23104.5","Authentic",1.48148148148134e-07,"K23104"
"K23104.6","WordPerSentence",1.2970370370371e-05,"K23104"
"K23104.7","BigWords",-1.62962962962964e-06,"K23104"
"K23104.8","Dictionary",-8.8888888888889e-07,"K23104"
"K23104.9","Linguistic",-0.000124506172839507,"K23104"
"K23104.10","Function",8.74074074074073e-06,"K23104"
"K23104.11","Pronoun",-4.14814814814814e-06,"K23104"
"K23104.12","Personal pronouns",-1.77777777777777e-06,"K23104"
"K23104.13","i",-2.66666666666663e-06,"K23104"
"K23104.14","Impersonal pronouns",2.96296296296303e-07,"K23104"
"K23104.15","Determiners",-2.96296296296356e-07,"K23104"
"K23104.16","Article",-7.40740740740746e-07,"K23104"
"K23104.17","Prepositionsositions",-1.48148148148147e-07,"K23104"
"K23104.18","Negations",-3.99999999999997e-06,"K23104"
"K23104.19","Verb",-2.07407407407404e-06,"K23104"
"K23104.20","Quantity",3.40740740740739e-06,"K23104"
"K23104.21","Drives",4.44444444444432e-07,"K23104"
"K23104.22","Achieve",-3.11111111111114e-06,"K23104"
"K23104.23","Cognition",4.88888888888893e-06,"K23104"
"K23104.24","Allnone",3.11111111111111e-06,"K23104"
"K23104.25","Culture",1.18518518518519e-06,"K23104"
"K23104.26","Tech",-1.03703703703704e-06,"K23104"
"K23104.27","Lifestyle",-4.29629629629628e-06,"K23104"
"K23104.28","Leisure",1.48148148148137e-07,"K23104"
"K23104.29","Work",2.37037037037037e-06,"K23104"
"K23104.30","Physical",-8.59259259259255e-06,"K23104"
"K23104.31","Food",-1.62962962962963e-05,"K23104"
"K23104.32","Allure",-8.8888888888891e-07,"K23104"
"K23104.33","Perception",-5.92592592592617e-07,"K23104"
"K23104.34","Motion",3.85185185185182e-06,"K23104"
"K23104.35","Space",-9.03501810404587e-22,"K23104"
"K23104.36","FocusFuture",-7.40740740740741e-07,"K23104"
"K23104.37","ThoughtLength",7.40740740740759e-07,"K23104"
"K23104.38","StressLength",2.70123456790117e-05,"K23104"
"K23104.39","EnjoyLength",-8.93827160493819e-06,"K23104"
"K23104.40","Topic_t1",-2.9629629629631e-07,"K23104"
"K23104.41","Topic_t2",-3.85185185185182e-06,"K23104"
"K23104.42","Topic_t3",1.50123456790124e-05,"K23104"
"K23104.43","Topic_t4",-2.20320987654313e-05,"K23104"
"K23104.44","Topic_t5",0.000175454320987655,"K23104"
"K23104.45","Topic_t6",-0.00031848148148148,"K23104"
"K23104.46","Happy GPT",7.40740740740742e-07,"K23104"
"K23104.47","Sad GPT",-1.48148148148148e-07,"K23104"
"K23104.48","Nervous GPT",4.59259259259267e-06,"K23104"
"K23104.49","Interested GPT",-1.03703703703704e-06,"K23104"
"K23104.50","Angry GPT",-5.92592592592604e-07,"K23104"
"K23104.51","Excited GPT",1.48148148148148e-06,"K23104"
"K23104.52","Bored GPT",-8.8888888888889e-07,"K23104"
"K23104.53","NA GPT",-2.96296296296288e-07,"K23104"
"K23104.54","PA GPT",1.33333333333333e-06,"K23104"
"K23106.1","Time",9.36452991452994e-05,"K23106"
"K23106.2","Word Count",-0.000221269230769232,"K23106"
"K23106.3","Analytic",-6.50170940170941e-05,"K23106"
"K23106.4","Clout",0.000173384615384616,"K23106"
"K23106.5","Authentic",2.84615384615381e-05,"K23106"
"K23106.6","WordPerSentence",-4.1235042735042e-05,"K23106"
"K23106.7","BigWords",0.000192269230769229,"K23106"
"K23106.8","Dictionary",3.09230769230775e-05,"K23106"
"K23106.9","Linguistic",3.04273504273541e-06,"K23106"
"K23106.10","Function",6.54145299145293e-05,"K23106"
"K23106.11","Pronoun",1.3935897435898e-05,"K23106"
"K23106.12","Personal pronouns",-1.84615384615381e-05,"K23106"
"K23106.13","i",1.2794871794872e-05,"K23106"
"K23106.14","Impersonal pronouns",9.61538461538409e-06,"K23106"
"K23106.15","Determiners",3.92564102564104e-05,"K23106"
"K23106.16","Article",-0.000327470085470083,"K23106"
"K23106.17","Prepositionsositions",-8.35042735042682e-06,"K23106"
"K23106.18","Auxiliary verbs",-1.0897435897436e-05,"K23106"
"K23106.19","Adverbs",4.80427350427354e-05,"K23106"
"K23106.20","Negations",-9.20512820512782e-06,"K23106"
"K23106.21","Verb",-1.39743589743585e-05,"K23106"
"K23106.22","Adjectives",3.38589743589744e-05,"K23106"
"K23106.23","Quantity",-0.000369452991452988,"K23106"
"K23106.24","Drives",1.76923076923076e-05,"K23106"
"K23106.25","Affiliation",1.35897435897438e-05,"K23106"
"K23106.26","Achieve",3.22649572649596e-06,"K23106"
"K23106.27","Cognition",3.5623931623931e-05,"K23106"
"K23106.28","Allnone",3.5897435897447e-06,"K23106"
"K23106.29","Cognitive processes",-1.39743589743598e-05,"K23106"
"K23106.30","Insight",-0.000127529914529916,"K23106"
"K23106.31","Cause",-0.00173906837606838,"K23106"
"K23106.32","Tentative",-1.79487179487172e-06,"K23106"
"K23106.33","Differentiation",-0.0001695,"K23106"
"K23106.34","Affect",3.64102564102558e-05,"K23106"
"K23106.35","Positive tone",-4.48717948717973e-07,"K23106"
"K23106.36","Negative tone",-3.79487179487192e-06,"K23106"
"K23106.37","Social",-1.43589743589739e-05,"K23106"
"K23106.38","Socbehav",-4.32478632478636e-05,"K23106"
"K23106.39","Communication",5.0064102564103e-05,"K23106"
"K23106.40","Social referents",0.000179158119658119,"K23106"
"K23106.41","Friend",-1.02564102564104e-06,"K23106"
"K23106.42","Culture",0.00249922222222222,"K23106"
"K23106.43","Lifestyle",1.55128205128208e-06,"K23106"
"K23106.44","Leisure",3.71794871794871e-06,"K23106"
"K23106.45","Work",-9.74358974359027e-06,"K23106"
"K23106.46","Physical",-9.09401709401733e-06,"K23106"
"K23106.47","Food",1.79487179487179e-06,"K23106"
"K23106.48","Acquire",2.39743589743576e-06,"K23106"
"K23106.49","Allure",2.13888888888883e-05,"K23106"
"K23106.50","Perception",-3.10940170940166e-05,"K23106"
"K23106.51","Motion",0.000196294871794871,"K23106"
"K23106.52","Space",1.40170940170917e-06,"K23106"
"K23106.53","Visual",8.33076923076932e-05,"K23106"
"K23106.54","Time LIWC",1.8974358974349e-06,"K23106"
"K23106.55","FocusPast",0.000365952991452991,"K23106"
"K23106.56","FocusPresent",2.29487179487211e-06,"K23106"
"K23106.57","Compound",0.000165252136752138,"K23106"
"K23106.58","PA VADER",-7.56923076923092e-05,"K23106"
"K23106.59","Neutral VADER",3.02564102564075e-06,"K23106"
"K23106.60","NA VADER",-9.48717948717953e-06,"K23106"
"K23106.61","ThoughtLength",-0.00125043589743589,"K23106"
"K23106.62","StressLength",-8.11495726495711e-05,"K23106"
"K23106.63","EnjoyLength",8.96880341880338e-05,"K23106"
"K23106.64","Topic_t1",7.37606837606831e-06,"K23106"
"K23106.65","Topic_t2",-5.58717948717957e-05,"K23106"
"K23106.66","Topic_t3",-8.76923076923075e-06,"K23106"
"K23106.67","Topic_t4",0.000494717948717948,"K23106"
"K23106.68","Topic_t5",-0.00123867948717949,"K23106"
"K23106.69","Topic_t6",-0.000206153846153845,"K23106"
"K23106.70","Happy GPT",0.000106876068376067,"K23106"
"K23106.71","Sad GPT",0.000109089743589745,"K23106"
"K23106.72","Nervous GPT",-0.000505320512820513,"K23106"
"K23106.73","Interested GPT",-9.91452991452997e-06,"K23106"
"K23106.74","Angry GPT",2.7025641025641e-05,"K23106"
"K23106.75","Excited GPT",-2.56068376068381e-05,"K23106"
"K23106.76","Bored GPT",1.28547008547e-05,"K23106"
"K23106.77","NA GPT",-0.000219700854700853,"K23106"
"K23106.78","PA GPT",-0.000908837606837598,"K23106"
"K23107.1","Time",0.000144911877394635,"K23107"
"K23107.2","Word Count",-8.69118773946365e-05,"K23107"
"K23107.3","Analytic",6.87356321839e-06,"K23107"
"K23107.4","Authentic",6.24521072796688e-07,"K23107"
"K23107.5","WordPerSentence",-5.92720306513347e-06,"K23107"
"K23107.6","BigWords",-5.498084291187e-06,"K23107"
"K23107.7","Dictionary",1.58122605363993e-05,"K23107"
"K23107.8","Linguistic",2.71379310344825e-05,"K23107"
"K23107.9","Function",-1.14482758620692e-05,"K23107"
"K23107.10","Pronoun",-5.73831417624515e-05,"K23107"
"K23107.11","Personal pronouns",6.65249042145588e-05,"K23107"
"K23107.12","i",5.83908045977006e-05,"K23107"
"K23107.13","Determiners",0.00113271647509578,"K23107"
"K23107.14","Article",7.24750957854393e-05,"K23107"
"K23107.15","Prepositionsositions",-1.91724137931031e-05,"K23107"
"K23107.16","Auxiliary verbs",-4.66283524904223e-05,"K23107"
"K23107.17","Verb",-1.37701149425297e-05,"K23107"
"K23107.18","Adjectives",6.89655172413766e-06,"K23107"
"K23107.19","Drives",-0.000410015325670494,"K23107"
"K23107.20","Achieve",4.26053639846744e-06,"K23107"
"K23107.21","Cognition",1.09770114942538e-05,"K23107"
"K23107.22","Cognitive processes",-9.48275862068987e-06,"K23107"
"K23107.23","Affect",1.20689655172444e-06,"K23107"
"K23107.24","Positive tone",6.43678160919294e-07,"K23107"
"K23107.25","Negative tone",-1.4988505747126e-05,"K23107"
"K23107.26","Social",5.32298850574713e-05,"K23107"
"K23107.27","Culture",1.83908045976891e-07,"K23107"
"K23107.28","Tech",1.81609195402302e-05,"K23107"
"K23107.29","Lifestyle",0.000243249042145594,"K23107"
"K23107.30","Leisure",4.15517241379306e-05,"K23107"
"K23107.31","Work",-9.54022988505725e-06,"K23107"
"K23107.33","Physical",0.00038667432950191,"K23107"
"K23107.34","Food",-5.60957854406136e-05,"K23107"
"K23107.35","Acquire",-2.60344827586214e-05,"K23107"
"K23107.36","Allure",6.93486590037697e-07,"K23107"
"K23107.37","Perception",-1.35632183908047e-05,"K23107"
"K23107.38","Motion",8.02835249042137e-05,"K23107"
"K23107.39","Space",3.07471264367807e-05,"K23107"
"K23107.40","Visual",-2.14176245210686e-06,"K23107"
"K23107.41","Time LIWC",-2.95402298850574e-05,"K23107"
"K23107.42","FocusPast",-2.816858237548e-05,"K23107"
"K23107.43","Compound",5.74712643678236e-06,"K23107"
"K23107.44","PA VADER",5.39463601532517e-06,"K23107"
"K23107.45","Neutral VADER",2.17624521072832e-06,"K23107"
"K23107.46","NA VADER",-7.10344827586203e-05,"K23107"
"K23107.47","ThoughtLength",0.000140980842911878,"K23107"
"K23107.48","StressLength",0.000244743295019154,"K23107"
"K23107.49","EnjoyLength",1.0114942528735e-05,"K23107"
"K23107.50","Topic_t1",-7.90613026819939e-05,"K23107"
"K23107.51","Topic_t2",2.60076628352493e-05,"K23107"
"K23107.52","Topic_t3",-2.59616858237547e-05,"K23107"
"K23107.53","Topic_t4",1.11417624521083e-05,"K23107"
"K23107.54","Topic_t5",-2.8321839080462e-05,"K23107"
"K23107.55","Topic_t6",2.42030651341003e-05,"K23107"
"K23107.56","Happy GPT",1.5229885057472e-05,"K23107"
"K23107.57","Sad GPT",-4.39080459770081e-06,"K23107"
"K23107.58","Nervous GPT",-4.25287356321753e-06,"K23107"
"K23107.59","Interested GPT",-9.77011494252611e-07,"K23107"
"K23107.60","Angry GPT",-0.000498766283524908,"K23107"
"K23107.61","Excited GPT",-5.17624521072809e-06,"K23107"
"K23107.62","Bored GPT",-6.58927203065132e-05,"K23107"
"K23107.63","NA GPT",-0.000240111111111106,"K23107"
"K23107.64","PA GPT",1.99080459770117e-05,"K23107"
"K23109.1","Time",0.00076893086419754,"K23109"
"K23109.2","Word Count",-8.59382716049408e-05,"K23109"
"K23109.3","Analytic",1.98567901234562e-05,"K23109"
"K23109.4","Clout",0.000123283950617287,"K23109"
"K23109.5","Authentic",1.0975308641972e-05,"K23109"
"K23109.6","WordPerSentence",-7.2740740740737e-06,"K23109"
"K23109.7","BigWords",4.00444444444453e-05,"K23109"
"K23109.8","Dictionary",-8.0054320987655e-05,"K23109"
"K23109.9","Linguistic",-1.34641975308621e-05,"K23109"
"K23109.10","Function",-9.66493827160506e-05,"K23109"
"K23109.11","Pronoun",-9.86864197530867e-05,"K23109"
"K23109.12","Personal pronouns",0.000247456790123458,"K23109"
"K23109.13","i",4.44197530864266e-06,"K23109"
"K23109.14","Determiners",-8.93728395061713e-05,"K23109"
"K23109.15","Article",0.000662750617283947,"K23109"
"K23109.16","Prepositionsositions",5.95753086419743e-05,"K23109"
"K23109.17","Auxiliary verbs",8.2607407407408e-05,"K23109"
"K23109.18","Adverbs",-3.69407407407404e-05,"K23109"
"K23109.19","Verb",3.28493827160481e-05,"K23109"
"K23109.20","Adjectives",-3.75950617283954e-05,"K23109"
"K23109.21","Drives",3.16024691358023e-05,"K23109"
"K23109.22","Affiliation",7.01333333333322e-05,"K23109"
"K23109.23","Cognition",-3.27827160493832e-05,"K23109"
"K23109.24","Affect",6.68469135802491e-05,"K23109"
"K23109.25","Negative tone",3.40370370370379e-05,"K23109"
"K23109.26","Emotion",2.81481481481687e-06,"K23109"
"K23109.27","NA LIWC",2.25259259259263e-05,"K23109"
"K23109.28","Social",4.37876543209874e-05,"K23109"
"K23109.29","Social referents",-0.000138671604938272,"K23109"
"K23109.30","Lifestyle",-1.33629629629615e-05,"K23109"
"K23109.31","Leisure",3.13333333333324e-05,"K23109"
"K23109.32","Work",-2.11209876543217e-05,"K23109"
"K23109.33","Physical",-2.55481481481477e-05,"K23109"
"K23109.34","Food",-1.97654320987661e-05,"K23109"
"K23109.35","Acquire",0.00019058518518518,"K23109"
"K23109.36","Allure",2.14567901234737e-06,"K23109"
"K23109.37","Perception",-4.52469135802479e-05,"K23109"
"K23109.38","Motion",4.90345679012354e-05,"K23109"
"K23109.39","Space",2.34716049382722e-05,"K23109"
"K23109.40","Feeling",-1.15555555555563e-05,"K23109"
"K23109.41","FocusPast",8.63950617284258e-06,"K23109"
"K23109.42","Compound",-4.6375308641975e-05,"K23109"
"K23109.43","PA VADER",-5.0864197530864e-05,"K23109"
"K23109.44","Neutral VADER",-1.83703703703568e-06,"K23109"
"K23109.45","NA VADER",-4.55506172839501e-05,"K23109"
"K23109.46","ThoughtLength",2.87530864197529e-05,"K23109"
"K23109.47","StressLength",-0.000438414814814813,"K23109"
"K23109.48","EnjoyLength",0.00016575802469136,"K23109"
"K23109.49","Topic_t1",-0.000203748148148151,"K23109"
"K23109.50","Topic_t2",-4.8204938271608e-05,"K23109"
"K23109.51","Topic_t3",-0.000191234567901233,"K23109"
"K23109.52","Topic_t4",-5.7982716049381e-05,"K23109"
"K23109.53","Topic_t5",0.000478644444444441,"K23109"
"K23109.54","Topic_t6",-0.000920688888888879,"K23109"
"K23109.55","Happy GPT",-5.4098765432096e-06,"K23109"
"K23109.56","Sad GPT",-0.000103061728395064,"K23109"
"K23109.57","Nervous GPT",8.30864197530915e-06,"K23109"
"K23109.58","Interested GPT",8.86419753086412e-06,"K23109"
"K23109.59","Angry GPT",-8.12123456790127e-05,"K23109"
"K23109.60","Excited GPT",7.16049382716081e-06,"K23109"
"K23109.61","Bored GPT",-2.02888888888906e-05,"K23109"
"K23109.62","NA GPT",-0.000522367901234575,"K23109"
"K23109.63","PA GPT",-2.97037037037036e-05,"K23109"
"K23114.1","Time",-0.000591814957814962,"K23114"
"K23114.2","Word Count",0.00152308437008435,"K23114"
"K23114.3","Analytic",-0.00170357786957789,"K23114"
"K23114.4","Clout",-0.000131308880308885,"K23114"
"K23114.5","Authentic",-0.00101259693759694,"K23114"
"K23114.6","WordPerSentence",-0.00157030264030267,"K23114"
"K23114.7","BigWords",-4.07002457002434e-05,"K23114"
"K23114.8","Dictionary",0.000277802087802086,"K23114"
"K23114.9","Linguistic",0.00110030661830662,"K23114"
"K23114.10","Function",-0.00024052509652509,"K23114"
"K23114.11","Pronoun",-0.000503760708760691,"K23114"
"K23114.12","Personal pronouns",-5.80497640497712e-05,"K23114"
"K23114.13","i",0.000114006864006858,"K23114"
"K23114.14","Impersonal pronouns",-0.00016657720057719,"K23114"
"K23114.15","Determiners",-0.000220840073840095,"K23114"
"K23114.16","Article",0.000253436917436917,"K23114"
"K23114.17","Prepositionsositions",0.000692462267462257,"K23114"
"K23114.18","Auxiliary verbs",-2.42359502359601e-05,"K23114"
"K23114.19","Negations",1.44611634611674e-05,"K23114"
"K23114.20","Verb",-9.95764335764326e-05,"K23114"
"K23114.21","Adjectives",-2.05542685542744e-05,"K23114"
"K23114.22","Quantity",-0.000265134745134749,"K23114"
"K23114.23","Drives",-0.000122868296868295,"K23114"
"K23114.24","Affiliation",-3.48448448448466e-05,"K23114"
"K23114.25","Cognition",-0.000776823251823237,"K23114"
"K23114.26","Allnone",-0.000299943800943798,"K23114"
"K23114.27","Affect",0.000242803088803081,"K23114"
"K23114.28","Positive tone",0.000438516516516526,"K23114"
"K23114.29","Social",0.000114266760266763,"K23114"
"K23114.30","Social referents",2.3195195195195e-05,"K23114"
"K23114.31","Lifestyle",-0.000381150571150577,"K23114"
"K23114.32","Leisure",7.48359788359642e-05,"K23114"
"K23114.33","Home",2.97209937209923e-05,"K23114"
"K23114.34","Work",0.000143154492154495,"K23114"
"K23114.35","Physical",-1.00960960960915e-05,"K23114"
"K23114.36","Perception",-0.00119825053625055,"K23114"
"K23114.37","Time LIWC",-0.0002536567996568,"K23114"
"K23114.38","Compound",-4.22702702702682e-05,"K23114"
"K23114.39","Neutral VADER",-2.05105105105039e-05,"K23114"
"K23114.40","ThoughtLength",0.000287881595881606,"K23114"
"K23114.41","StressLength",0.00123543321243319,"K23114"
"K23114.42","EnjoyLength",-0.000548714142714124,"K23114"
"K23114.43","Topic_t1",-0.0001290132990133,"K23114"
"K23114.44","Topic_t2",0.000273271843271852,"K23114"
"K23114.45","Topic_t3",0.000363790881790891,"K23114"
"K23114.46","Topic_t4",-0.00010281781781781,"K23114"
"K23114.47","Topic_t5",2.87696267696307e-05,"K23114"
"K23114.48","Topic_t6",-0.000170733707733726,"K23114"
"K23114.49","Happy GPT",-0.000863692185692193,"K23114"
"K23114.50","Sad GPT",0.000527324896324892,"K23114"
"K23114.51","Nervous GPT",-0.00011101158301158,"K23114"
"K23114.52","Interested GPT",-0.000590878956878944,"K23114"
"K23114.53","Angry GPT",6.32638352638348e-05,"K23114"
"K23114.54","Excited GPT",0.00019665494065495,"K23114"
"K23114.55","Bored GPT",8.87486057486063e-05,"K23114"
"K23114.56","NA GPT",0.000896078611078593,"K23114"
"K23114.57","PA GPT",-0.000884093137093127,"K23114"
"K23115.1","Time",0.000197386401326692,"K23115"
"K23115.2","Word Count",-6.59132906894032e-06,"K23115"
"K23115.3","Analytic",-9.2180999763088e-05,"K23115"
"K23115.4","Clout",0.000220361525704802,"K23115"
"K23115.5","Authentic",9.67842837096575e-05,"K23115"
"K23115.6","WordPerSentence",2.02985074626892e-05,"K23115"
"K23115.7","BigWords",0.000129701729447996,"K23115"
"K23115.8","Dictionary",-0.000165081260364841,"K23115"
"K23115.9","Linguistic",0.000458820184790334,"K23115"
"K23115.10","Function",0.000328063018242121,"K23115"
"K23115.11","Pronoun",0.000243681828950482,"K23115"
"K23115.12","Personal pronouns",0.000294141198768061,"K23115"
"K23115.13","i",0.000237292584695572,"K23115"
"K23115.14","Determiners",-7.46932006633714e-06,"K23115"
"K23115.15","Article",7.49121061359846e-05,"K23115"
"K23115.16","Prepositionsositions",-1.77536128879412e-05,"K23115"
"K23115.17","Auxiliary verbs",-0.000143175076995974,"K23115"
"K23115.18","Adverbs",-0.000307295427623778,"K23115"
"K23115.19","Conjunctions",7.77114427860578e-06,"K23115"
"K23115.20","Verb",0.000204427860696513,"K23115"
"K23115.21","Adjectives",2.36736950169778e-06,"K23115"
"K23115.22","Quantity",0.000212930111348026,"K23115"
"K23115.23","Drives",-0.000725058043117744,"K23115"
"K23115.24","Affiliation",-0.000115790097133381,"K23115"
"K23115.25","Achieve",-5.71348386273788e-05,"K23115"
"K23115.26","Cognition",3.13172234067757e-05,"K23115"
"K23115.27","Cognitive processes",8.27263681592053e-05,"K23115"
"K23115.28","Insight",-3.14375618853224e-05,"K23115"
"K23115.29","Affect",-0.000290208955223879,"K23115"
"K23115.30","Positive tone",-0.000191746821448317,"K23115"
"K23115.31","Negative tone",-5.12935323383081e-05,"K23115"
"K23115.32","Emotion",-7.95953565505819e-05,"K23115"
"K23115.33","Social",5.64892205638499e-05,"K23115"
"K23115.34","Socbehav",-7.17910447761203e-05,"K23115"
"K23115.35","Social referents",-7.28803601042413e-05,"K23115"
"K23115.36","Culture",-2.80336413172242e-05,"K23115"
"K23115.37","Lifestyle",0.000143340677564558,"K23115"
"K23115.38","Leisure",4.56564795072265e-05,"K23115"
"K23115.39","Home",-2.90215588723049e-05,"K23115"
"K23115.40","Work",0.000221898286346045,"K23115"
"K23115.41","Physical",0.000419111111111108,"K23115"
"K23115.42","Food",0.000197535970938958,"K23115"
"K23115.43","Acquire",2.22222222222224e-05,"K23115"
"K23115.44","Allure",-0.000115264155413406,"K23115"
"K23115.45","Perception",-0.000117179183447838,"K23115"
"K23115.46","Attention",4.25970149253747e-05,"K23115"
"K23115.47","Motion",-0.00012985074626866,"K23115"
"K23115.48","Space",-0.000127386401326705,"K23115"
"K23115.49","Visual",-4.41127694861584e-07,"K23115"
"K23115.50","Time LIWC",-0.000124344468135518,"K23115"
"K23115.51","FocusPast",7.45794835345709e-07,"K23115"
"K23115.52","FocusFuture",-5.96749585406295e-05,"K23115"
"K23115.53","AllPunc",8.68858272738849e-05,"K23115"
"K23115.54","Period",0.000149765932243547,"K23115"
"K23115.55","Compound",0.000171960672826343,"K23115"
"K23115.56","PA VADER",-7.36877517176008e-05,"K23115"
"K23115.57","Neutral VADER",-5.61658374792671e-05,"K23115"
"K23115.58","NA VADER",8.1694859038145e-05,"K23115"
"K23115.59","ThoughtLength",-0.000133047619047621,"K23115"
"K23115.60","StressLength",-0.000295731343283583,"K23115"
"K23115.61","EnjoyLength",8.90182421227199e-05,"K23115"
"K23115.62","Topic_t1",-3.00829187396403e-06,"K23115"
"K23115.63","Topic_t2",0.000399873963515759,"K23115"
"K23115.64","Topic_t3",0.000209147595356558,"K23115"
"K23115.65","Topic_t4",0.000343687119955773,"K23115"
"K23115.66","Topic_t5",0.000360372028745164,"K23115"
"K23115.67","Topic_t6",4.40265339966818e-05,"K23115"
"K23115.68","Happy GPT",2.02719734660064e-05,"K23115"
"K23115.69","Sad GPT",-8.30755380606125e-05,"K23115"
"K23115.70","Nervous GPT",-1.31376451077936e-05,"K23115"
"K23115.71","Interested GPT",-4.65945729229298e-05,"K23115"
"K23115.72","Angry GPT",0.000206932006633497,"K23115"
"K23115.73","Excited GPT",-9.32148779910178e-06,"K23115"
"K23115.74","Bored GPT",-5.14759535655071e-05,"K23115"
"K23115.75","NA GPT",2.44629234778469e-05,"K23115"
"K23115.76","PA GPT",-1.51780778646383e-06,"K23115"
"K23117.1","Time",0.0008984197530864,"K23117"
"K23117.2","Word Count",-9.87950617283964e-05,"K23117"
"K23117.3","Analytic",-0.000267911111111106,"K23117"
"K23117.4","Clout",0.000475876543209879,"K23117"
"K23117.5","Authentic",-0.000245037037037041,"K23117"
"K23117.6","WordPerSentence",-0.000142340740740741,"K23117"
