"X","Variable","Importance","Participant","NLP"
"KTGF142.54","Acquire",0.00463181,"KTGF142","LIWC"
"KTGF143.55","Acquire",0.000456758,"KTGF143","LIWC"
"KTGF147.40","Acquire",-0.006598904,"KTGF147","LIWC"
"KTGF156.49","Acquire",0.00047095,"KTGF156","LIWC"
"KTGF158.49","Acquire",0.001399638,"KTGF158","LIWC"
"KTGF527.58","Acquire",-0.000704511,"KTGF527","LIWC"
"KTGF528.56","Acquire",-0.016916493,"KTGF528","LIWC"
"KTGF533.48","Acquire",8.98992239073866e-05,"KTGF533","LIWC"
"KTGF540.46","Acquire",-0.011167099,"KTGF540","LIWC"
"KTGF544.60","Acquire",-0.00032626,"KTGF544","LIWC"
"KTGF545.40","Acquire",-0.005917235,"KTGF545","LIWC"
"KTGF549.62","Acquire",0,"KTGF549","LIWC"
"KTGF550.40","Acquire",-0.011948607,"KTGF550","LIWC"
"KTGF556.55","Acquire",1.43730840039134e-05,"KTGF556","LIWC"
"KTGF557.44","Acquire",0.010892643,"KTGF557","LIWC"
"KTGF561.46","Acquire",6.82880257490717e-05,"KTGF561","LIWC"
"KTGF562.38","Acquire",0.007219504,"KTGF562","LIWC"
"KTGF565.55","Acquire",0,"KTGF565","LIWC"
"KTGF570.34","Acquire",0.01309683,"KTGF570","LIWC"
"K23101.21","Adjectives",0.000790071,"K23101","LIWC"
"K23106.22","Adjectives",-0.002445153,"K23106","LIWC"
"K23107.18","Adjectives",7.67251260450548e-05,"K23107","LIWC"
"K23109.20","Adjectives",0.014119535,"K23109","LIWC"
"K23114.21","Adjectives",-0.005763829,"K23114","LIWC"
"K23115.21","Adjectives",0.00035621,"K23115","LIWC"
"K23117.20","Adjectives",0.01779677,"K23117","LIWC"
"K23121.22","Adjectives",0.000378349,"K23121","LIWC"
"K23122.20","Adjectives",0.000159348,"K23122","LIWC"
"K23125.23","Adjectives",-5.69e-05,"K23125","LIWC"
"K23126.21","Adjectives",-0.051792611,"K23126","LIWC"
"K23128.24","Adjectives",-0.000133432,"K23128","LIWC"
"K23130.21","Adjectives",-0.000172015,"K23130","LIWC"
"K23131.18","Adjectives",-0.001179487,"K23131","LIWC"
"K23133.25","Adjectives",5.78758275776034e-05,"K23133","LIWC"
"K23134.25","Adjectives",3.3402788409593e-06,"K23134","LIWC"
"K23136.24","Adjectives",-0.007581879,"K23136","LIWC"
"K23139.20","Adjectives",4.72538111201583e-05,"K23139","LIWC"
"K23143.19","Adjectives",0.000839659,"K23143","LIWC"
"K23144.22","Adjectives",-0.000880888,"K23144","LIWC"
"K23145.23","Adjectives",0.000499502,"K23145","LIWC"
"K23148.22","Adjectives",-0.008993109,"K23148","LIWC"
"K23150.20","Adjectives",0.005512374,"K23150","LIWC"
"K23153.23","Adjectives",0.043620551,"K23153","LIWC"
"K23156.17","Adjectives",-0.000443059,"K23156","LIWC"
"K23502.20","Adjectives",0.002162904,"K23502","LIWC"
"K23503.22","Adjectives",0.013408075,"K23503","LIWC"
"K23507.21","Adjectives",-0.000644551,"K23507","LIWC"
"K23508.19","Adjectives",-0.00327929,"K23508","LIWC"
"K23509.22","Adjectives",0.007895517,"K23509","LIWC"
"K23510.23","Adjectives",0.007939773,"K23510","LIWC"
"K23517.23","Adjectives",-0.003057907,"K23517","LIWC"
"K23521.22","Adjectives",0,"K23521","LIWC"
"K23526.21","Adjectives",0.012117071,"K23526","LIWC"
"K23529.23","Adjectives",0,"K23529","LIWC"
"K23531.21","Adjectives",0.000125064,"K23531","LIWC"
"K23532.25","Adjectives",0,"K23532","LIWC"
"K23533.22","Adjectives",0.004845678,"K23533","LIWC"
"K23536.21","Adjectives",0.001017723,"K23536","LIWC"
"K23537.23","Adjectives",-0.001128509,"K23537","LIWC"
"K23540.23","Adjectives",-0.000871306,"K23540","LIWC"
"K23541.22","Adjectives",5.06058350848816e-05,"K23541","LIWC"
"K23548.23","Adjectives",0.000444259,"K23548","LIWC"
"K23552.23","Adjectives",-0.005120091,"K23552","LIWC"
"K23555.23","Adjectives",-0.003023839,"K23555","LIWC"
"K23556.22","Adjectives",0.001484998,"K23556","LIWC"
"K23557.23","Adjectives",-0.000937119,"K23557","LIWC"
"K23559.19","Adjectives",0.00677117,"K23559","LIWC"
"K23563.23","Adjectives",0.000577156,"K23563","LIWC"
"K23565.23","Adjectives",0,"K23565","LIWC"
"KTFG534.22","Adjectives",0.000365397,"KTFG534","LIWC"
"KTGF118.23","Adjectives",0.000335335,"KTGF118","LIWC"
"KTGF120.23","Adjectives",-2.47e-05,"KTGF120","LIWC"
"KTGF122.22","Adjectives",-0.005291277,"KTGF122","LIWC"
"KTGF124.23","Adjectives",-0.010588651,"KTGF124","LIWC"
"KTGF125.23","Adjectives",0.000920614,"KTGF125","LIWC"
"KTGF126.18","Adjectives",-0.000259684,"KTGF126","LIWC"
"KTGF130.21","Adjectives",0.009501699,"KTGF130","LIWC"
"KTGF138.20","Adjectives",-0.000645068,"KTGF138","LIWC"
"KTGF142.24","Adjectives",0.00032416,"KTGF142","LIWC"
"KTGF143.23","Adjectives",0.000463172,"KTGF143","LIWC"
"KTGF146.21","Adjectives",-0.001048016,"KTGF146","LIWC"
"KTGF147.22","Adjectives",0.007012216,"KTGF147","LIWC"
"KTGF148.23","Adjectives",0.002440158,"KTGF148","LIWC"
"KTGF154.21","Adjectives",-0.002666445,"KTGF154","LIWC"
"KTGF156.23","Adjectives",6.1425667073797e-06,"KTGF156","LIWC"
"KTGF157.20","Adjectives",0.000433575,"KTGF157","LIWC"
"KTGF158.24","Adjectives",0,"KTGF158","LIWC"
"KTGF527.26","Adjectives",0.007459722,"KTGF527","LIWC"
"KTGF528.23","Adjectives",0,"KTGF528","LIWC"
"KTGF533.22","Adjectives",-1.74e-05,"KTGF533","LIWC"
"KTGF540.23","Adjectives",0,"KTGF540","LIWC"
"KTGF544.24","Adjectives",0.000969749,"KTGF544","LIWC"
"KTGF545.23","Adjectives",0.002446066,"KTGF545","LIWC"
"KTGF549.26","Adjectives",-1.22e-05,"KTGF549","LIWC"
"KTGF550.20","Adjectives",0.019018217,"KTGF550","LIWC"
"KTGF553.21","Adjectives",-0.000442138,"KTGF553","LIWC"
"KTGF556.23","Adjectives",0,"KTGF556","LIWC"
"KTGF557.22","Adjectives",0.002445126,"KTGF557","LIWC"
"KTGF561.22","Adjectives",-0.000794802,"KTGF561","LIWC"
"KTGF562.19","Adjectives",-0.004353412,"KTGF562","LIWC"
"KTGF565.23","Adjectives",-0.001754848,"KTGF565","LIWC"
"KTGF570.19","Adjectives",0.001996915,"KTGF570","LIWC"
"KTGF572.20","Adjectives",0.003569281,"KTGF572","LIWC"
"K23101.18","Adverbs",-0.000361395,"K23101","LIWC"
"K23106.19","Adverbs",0.009968134,"K23106","LIWC"
"K23109.18","Adverbs",-0.010230784,"K23109","LIWC"
"K23115.18","Adverbs",-0.003514073,"K23115","LIWC"
"K23117.18","Adverbs",-0.015494056,"K23117","LIWC"
"K23120.18","Adverbs",-6.37e-05,"K23120","LIWC"
"K23121.19","Adverbs",0,"K23121","LIWC"
"K23125.19","Adverbs",-0.003651018,"K23125","LIWC"
"K23126.17","Adverbs",-0.002482975,"K23126","LIWC"
"K23128.20","Adverbs",0.00475556,"K23128","LIWC"
"K23130.19","Adverbs",-0.000652219,"K23130","LIWC"
"K23133.21","Adverbs",0.001688318,"K23133","LIWC"
"K23134.21","Adverbs",-6.65e-05,"K23134","LIWC"
"K23136.20","Adverbs",0.000226377,"K23136","LIWC"
"K23144.19","Adverbs",-0.001949919,"K23144","LIWC"
"K23145.19","Adverbs",0.001254171,"K23145","LIWC"
"K23148.19","Adverbs",-0.000930624,"K23148","LIWC"
"K23150.18","Adverbs",-0.003685109,"K23150","LIWC"
"K23153.19","Adverbs",0,"K23153","LIWC"
"K23503.19","Adverbs",-0.006608272,"K23503","LIWC"
"K23509.18","Adverbs",-0.00655307,"K23509","LIWC"
"K23510.19","Adverbs",0.001141654,"K23510","LIWC"
"K23517.19","Adverbs",0.035020365,"K23517","LIWC"
"K23521.18","Adverbs",0,"K23521","LIWC"
"K23526.18","Adverbs",0.00014397,"K23526","LIWC"
"K23529.19","Adverbs",4.66902116675856e-05,"K23529","LIWC"
"K23531.18","Adverbs",0.000371389,"K23531","LIWC"
"K23532.21","Adverbs",0,"K23532","LIWC"
"K23533.19","Adverbs",0.00015472,"K23533","LIWC"
"K23536.18","Adverbs",0.00210823,"K23536","LIWC"
"K23537.19","Adverbs",0.003486205,"K23537","LIWC"
"K23540.19","Adverbs",-0.000364961,"K23540","LIWC"
"K23541.19","Adverbs",-0.021901332,"K23541","LIWC"
"K23548.19","Adverbs",-0.00429811,"K23548","LIWC"
"K23551.16","Adverbs",-1.74e-05,"K23551","LIWC"
"K23552.19","Adverbs",0,"K23552","LIWC"
"K23555.19","Adverbs",0,"K23555","LIWC"
"K23556.19","Adverbs",6.84998936256881e-05,"K23556","LIWC"
"K23557.19","Adverbs",-0.000215776,"K23557","LIWC"
"K23559.16","Adverbs",-0.00852304,"K23559","LIWC"
"K23563.19","Adverbs",0.002160299,"K23563","LIWC"
"K23565.19","Adverbs",-0.006830332,"K23565","LIWC"
"KTFG534.18","Adverbs",0.004035434,"KTFG534","LIWC"
"KTGF118.19","Adverbs",0.000206497,"KTGF118","LIWC"
"KTGF120.19","Adverbs",0.001233128,"KTGF120","LIWC"
"KTGF122.19","Adverbs",0.009597285,"KTGF122","LIWC"
"KTGF124.19","Adverbs",0.000271775,"KTGF124","LIWC"
"KTGF125.19","Adverbs",-0.000203115,"KTGF125","LIWC"
"KTGF127.17","Adverbs",0.001568647,"KTGF127","LIWC"
"KTGF130.18","Adverbs",-0.005080193,"KTGF130","LIWC"
"KTGF142.20","Adverbs",0,"KTGF142","LIWC"
"KTGF143.19","Adverbs",0,"KTGF143","LIWC"
"KTGF146.17","Adverbs",-0.001170846,"KTGF146","LIWC"
"KTGF147.18","Adverbs",0.009352816,"KTGF147","LIWC"
"KTGF148.19","Adverbs",0.000991094,"KTGF148","LIWC"
"KTGF153.19","Adverbs",-0.000614771,"KTGF153","LIWC"
"KTGF154.18","Adverbs",0.000572375,"KTGF154","LIWC"
"KTGF156.19","Adverbs",0.001277669,"KTGF156","LIWC"
"KTGF157.18","Adverbs",0.056622658,"KTGF157","LIWC"
"KTGF158.20","Adverbs",0,"KTGF158","LIWC"
"KTGF527.22","Adverbs",-5.3e-05,"KTGF527","LIWC"
"KTGF528.19","Adverbs",0,"KTGF528","LIWC"
"KTGF533.19","Adverbs",3.77186994769277e-05,"KTGF533","LIWC"
"KTGF540.20","Adverbs",0.001674313,"KTGF540","LIWC"
"KTGF544.20","Adverbs",-0.002264442,"KTGF544","LIWC"
"KTGF545.19","Adverbs",0.007879914,"KTGF545","LIWC"
"KTGF549.22","Adverbs",0,"KTGF549","LIWC"
"KTGF550.18","Adverbs",0.001630322,"KTGF550","LIWC"
"KTGF553.17","Adverbs",0.000228341,"KTGF553","LIWC"
"KTGF556.19","Adverbs",0.000265314,"KTGF556","LIWC"
"KTGF557.19","Adverbs",0.002354542,"KTGF557","LIWC"
"KTGF561.18","Adverbs",0.001287299,"KTGF561","LIWC"
"KTGF562.16","Adverbs",-0.018499974,"KTGF562","LIWC"
"KTGF565.19","Adverbs",-7.63e-05,"KTGF565","LIWC"
"K23101.30","Affect",-8.69e-05,"K23101","LIWC"
"K23106.34","Affect",0,"K23106","LIWC"
"K23107.23","Affect",-0.002109386,"K23107","LIWC"
"K23109.24","Affect",-0.004063346,"K23109","LIWC"
"K23114.27","Affect",0.004476797,"K23114","LIWC"
"K23115.29","Affect",0.00021187,"K23115","LIWC"
"K23117.27","Affect",0.009844887,"K23117","LIWC"
"K23121.32","Affect",8.1809684543148e-05,"K23121","LIWC"
"K23122.27","Affect",-0.001737964,"K23122","LIWC"
"K23125.36","Affect",0.00061491,"K23125","LIWC"
"K23126.28","Affect",-0.007483406,"K23126","LIWC"
"K23128.34","Affect",-0.000346969,"K23128","LIWC"
"K23130.31","Affect",0.003499452,"K23130","LIWC"
"K23131.24","Affect",0.001329605,"K23131","LIWC"
"K23133.38","Affect",-0.00123098,"K23133","LIWC"
"K23134.39","Affect",0,"K23134","LIWC"
"K23136.35","Affect",0.0001156,"K23136","LIWC"
"K23143.23","Affect",0.024488572,"K23143","LIWC"
"K23144.29","Affect",0.001084499,"K23144","LIWC"
"K23145.32","Affect",-7.99e-05,"K23145","LIWC"
"K23148.33","Affect",0,"K23148","LIWC"
"K23150.26","Affect",-1.19e-08,"K23150","LIWC"
"K23153.33","Affect",0,"K23153","LIWC"
"K23156.20","Affect",0,"K23156","LIWC"
"K23502.26","Affect",-1.04e-05,"K23502","LIWC"
"K23503.33","Affect",0.002877225,"K23503","LIWC"
"K23507.25","Affect",0.0295312,"K23507","LIWC"
"K23508.26","Affect",-0.006239591,"K23508","LIWC"
"K23509.34","Affect",0.006434764,"K23509","LIWC"
"K23510.35","Affect",0.000420076,"K23510","LIWC"
"K23517.31","Affect",0.044482454,"K23517","LIWC"
"K23521.33","Affect",-0.025483229,"K23521","LIWC"
"K23526.28","Affect",-0.000864633,"K23526","LIWC"
"K23529.33","Affect",0.004058144,"K23529","LIWC"
"K23531.30","Affect",0,"K23531","LIWC"
"K23532.36","Affect",-0.000656221,"K23532","LIWC"
"K23533.27","Affect",0.000629639,"K23533","LIWC"
"K23536.29","Affect",-0.000402792,"K23536","LIWC"
"K23537.36","Affect",0.034706631,"K23537","LIWC"
"K23540.31","Affect",-0.00673236,"K23540","LIWC"
"K23541.29","Affect",-0.001361024,"K23541","LIWC"
"K23548.35","Affect",-0.000835907,"K23548","LIWC"
"K23551.26","Affect",-0.01344226,"K23551","LIWC"
"K23552.34","Affect",0.007512697,"K23552","LIWC"
"K23555.33","Affect",-8.47e-05,"K23555","LIWC"
"K23556.30","Affect",0,"K23556","LIWC"
"K23557.36","Affect",0,"K23557","LIWC"
"K23559.26","Affect",-0.00168587,"K23559","LIWC"
"K23563.30","Affect",0,"K23563","LIWC"
"K23565.34","Affect",0,"K23565","LIWC"
"KTFG534.34","Affect",0.001370117,"KTFG534","LIWC"
"KTGF118.34","Affect",0,"KTGF118","LIWC"
"KTGF120.35","Affect",0,"KTGF120","LIWC"
"KTGF122.29","Affect",0.000878144,"KTGF122","LIWC"
"KTGF124.33","Affect",-0.000166737,"KTGF124","LIWC"
"KTGF125.35","Affect",0,"KTGF125","LIWC"
"KTGF127.26","Affect",0,"KTGF127","LIWC"
"KTGF130.28","Affect",-0.064348904,"KTGF130","LIWC"
"KTGF136.22","Affect",0,"KTGF136","LIWC"
"KTGF138.28","Affect",0,"KTGF138","LIWC"
"KTGF142.37","Affect",0,"KTGF142","LIWC"
"KTGF143.35","Affect",7.06554336510803e-05,"KTGF143","LIWC"
"KTGF146.27","Affect",0,"KTGF146","LIWC"
"KTGF147.28","Affect",-0.004114104,"KTGF147","LIWC"
"KTGF148.34","Affect",-0.013139128,"KTGF148","LIWC"
"KTGF153.29","Affect",0.002879378,"KTGF153","LIWC"
"KTGF154.28","Affect",-0.002482953,"KTGF154","LIWC"
"KTGF156.34","Affect",0.01071166,"KTGF156","LIWC"
"KTGF157.25","Affect",-0.00452344,"KTGF157","LIWC"
"KTGF158.33","Affect",0.002597699,"KTGF158","LIWC"
"KTGF527.40","Affect",-6.7e-05,"KTGF527","LIWC"
"KTGF528.34","Affect",0,"KTGF528","LIWC"
"KTGF533.30","Affect",-0.000472569,"KTGF533","LIWC"
"KTGF540.32","Affect",0,"KTGF540","LIWC"
"KTGF544.36","Affect",0.000947056,"KTGF544","LIWC"
"KTGF545.31","Affect",-0.002801856,"KTGF545","LIWC"
"KTGF549.39","Affect",0,"KTGF549","LIWC"
"KTGF550.26","Affect",0,"KTGF550","LIWC"
"KTGF553.27","Affect",-0.015699808,"KTGF553","LIWC"
"KTGF556.35","Affect",-0.000274148,"KTGF556","LIWC"
"KTGF557.31","Affect",-0.003313323,"KTGF557","LIWC"
"KTGF561.33","Affect",-0.015403233,"KTGF561","LIWC"
"KTGF562.25","Affect",0.017215325,"KTGF562","LIWC"
"KTGF565.35","Affect",0.002838187,"KTGF565","LIWC"
"KTGF570.25","Affect",-0.000405362,"KTGF570","LIWC"
"KTGF572.25","Affect",-0.000126405,"KTGF572","LIWC"
"K23101.24","Affiliation",0.004606362,"K23101","LIWC"
"K23106.25","Affiliation",0.000112568,"K23106","LIWC"
"K23109.22","Affiliation",0.027987961,"K23109","LIWC"
"K23114.24","Affiliation",0.000617569,"K23114","LIWC"
"K23115.24","Affiliation",0,"K23115","LIWC"
"K23117.22","Affiliation",8.0280832595647e-05,"K23117","LIWC"
"K23120.21","Affiliation",0.006050046,"K23120","LIWC"
"K23121.25","Affiliation",0,"K23121","LIWC"
"K23122.23","Affiliation",0,"K23122","LIWC"
"K23125.26","Affiliation",9.47846779182585e-06,"K23125","LIWC"
"K23126.24","Affiliation",0.003803417,"K23126","LIWC"
"K23128.27","Affiliation",0,"K23128","LIWC"
"K23130.24","Affiliation",0,"K23130","LIWC"
"K23133.28","Affiliation",0,"K23133","LIWC"
"K23134.28","Affiliation",0,"K23134","LIWC"
"K23136.27","Affiliation",0,"K23136","LIWC"
"K23142.19","Affiliation",-0.00019269,"K23142","LIWC"
"K23144.25","Affiliation",0.005314365,"K23144","LIWC"
"K23145.26","Affiliation",-0.000157073,"K23145","LIWC"
"K23148.25","Affiliation",-0.00012364,"K23148","LIWC"
"K23150.22","Affiliation",-0.000142354,"K23150","LIWC"
"K23153.25","Affiliation",0,"K23153","LIWC"
"K23503.25","Affiliation",0.000899431,"K23503","LIWC"
"K23508.21","Affiliation",0.003875938,"K23508","LIWC"
"K23509.25","Affiliation",-0.003042368,"K23509","LIWC"
"K23510.26","Affiliation",0.000415712,"K23510","LIWC"
"K23517.26","Affiliation",0.019229171,"K23517","LIWC"
"K23521.25","Affiliation",0,"K23521","LIWC"
"K23526.23","Affiliation",0.000151573,"K23526","LIWC"
"K23529.26","Affiliation",0,"K23529","LIWC"
"K23531.23","Affiliation",0,"K23531","LIWC"
"K23532.28","Affiliation",0,"K23532","LIWC"
"K23533.24","Affiliation",0.000347403,"K23533","LIWC"
"K23536.23","Affiliation",6.74591682963987e-06,"K23536","LIWC"
"K23537.26","Affiliation",-0.005388889,"K23537","LIWC"
"K23540.26","Affiliation",-0.088023799,"K23540","LIWC"
"K23541.24","Affiliation",0.000472386,"K23541","LIWC"
"K23548.26","Affiliation",-0.000209537,"K23548","LIWC"
"K23551.21","Affiliation",-0.000824871,"K23551","LIWC"
"K23552.26","Affiliation",0,"K23552","LIWC"
"K23555.26","Affiliation",0,"K23555","LIWC"
"K23556.25","Affiliation",-2.72e-06,"K23556","LIWC"
"K23557.26","Affiliation",0.001066888,"K23557","LIWC"
"K23559.21","Affiliation",-0.002937563,"K23559","LIWC"
"K23563.26","Affiliation",-6.02e-05,"K23563","LIWC"
"K23565.26","Affiliation",0.002653961,"K23565","LIWC"
"KTFG534.25","Affiliation",0.014193629,"KTFG534","LIWC"
"KTGF118.26","Affiliation",0,"KTGF118","LIWC"
"KTGF120.26","Affiliation",-0.000221213,"KTGF120","LIWC"
"KTGF122.25","Affiliation",-0.00304797,"KTGF122","LIWC"
"KTGF124.26","Affiliation",0.002859347,"KTGF124","LIWC"
"KTGF125.26","Affiliation",6.53736048632725e-05,"KTGF125","LIWC"
"KTGF127.22","Affiliation",0.00114773,"KTGF127","LIWC"
"KTGF136.19","Affiliation",0,"KTGF136","LIWC"
"KTGF138.23","Affiliation",0,"KTGF138","LIWC"
"KTGF142.27","Affiliation",0,"KTGF142","LIWC"
"KTGF143.26","Affiliation",-0.000145755,"KTGF143","LIWC"
"KTGF146.23","Affiliation",-4.1e-05,"KTGF146","LIWC"
"KTGF147.24","Affiliation",0.002042674,"KTGF147","LIWC"
"KTGF148.26","Affiliation",0.000357491,"KTGF148","LIWC"
"KTGF153.24","Affiliation",-0.000935175,"KTGF153","LIWC"
"KTGF154.24","Affiliation",0.004402221,"KTGF154","LIWC"
"KTGF156.26","Affiliation",-0.001369399,"KTGF156","LIWC"
"KTGF158.27","Affiliation",0,"KTGF158","LIWC"
"KTGF527.29","Affiliation",0,"KTGF527","LIWC"
"KTGF528.26","Affiliation",0,"KTGF528","LIWC"
"KTGF533.25","Affiliation",-0.001437537,"KTGF533","LIWC"
"KTGF540.26","Affiliation",0,"KTGF540","LIWC"
"KTGF544.27","Affiliation",-0.002426567,"KTGF544","LIWC"
"KTGF549.29","Affiliation",0,"KTGF549","LIWC"
"KTGF550.22","Affiliation",-0.010989162,"KTGF550","LIWC"
"KTGF556.26","Affiliation",0.000148115,"KTGF556","LIWC"
"KTGF557.25","Affiliation",0.000197228,"KTGF557","LIWC"
"KTGF561.25","Affiliation",-0.19795068,"KTGF561","LIWC"
"KTGF562.21","Affiliation",-0.017812898,"KTGF562","LIWC"
"KTGF565.26","Affiliation",0,"KTGF565","LIWC"
"KTGF572.22","Affiliation",-0.011774277,"KTGF572","LIWC"
"K23106.28","Allnone",0.0006545,"K23106","LIWC"
"K23114.26","Allnone",0,"K23114","LIWC"
"K23122.26","Allnone",0,"K23122","LIWC"
"K23125.29","Allnone",0.00060509,"K23125","LIWC"
