"X","Variable","Importance","Participant","NLP"
"KTGF549.30","Achieve",-0.00111283,"KTGF549","LIWC"
"KTGF550.23","Achieve",0.009514842,"KTGF550","LIWC"
"KTGF556.27","Achieve",0.000468367,"KTGF556","LIWC"
"KTGF557.26","Achieve",-0.000486772,"KTGF557","LIWC"
"KTGF561.26","Achieve",4.07257594774985e-05,"KTGF561","LIWC"
"KTGF565.27","Achieve",3.08001683876746e-05,"KTGF565","LIWC"
"KTGF570.21","Achieve",1.38099550808008e-07,"KTGF570","LIWC"
"K23101.43","Acquire",-5.53e-05,"K23101","LIWC"
"K23106.48","Acquire",0.001966551,"K23106","LIWC"
"K23107.35","Acquire",-0.001345403,"K23107","LIWC"
"K23109.35","Acquire",0.002309101,"K23109","LIWC"
"K23115.43","Acquire",-0.001771196,"K23115","LIWC"
"K23117.39","Acquire",0.000540408,"K23117","LIWC"
"K23120.29","Acquire",-0.00069885,"K23120","LIWC"
"K23122.35","Acquire",0,"K23122","LIWC"
"K23125.55","Acquire",0,"K23125","LIWC"
"K23126.39","Acquire",-0.006533703,"K23126","LIWC"
"K23128.52","Acquire",0.006974624,"K23128","LIWC"
"K23129.41","Acquire",-0.000262631,"K23129","LIWC"
"K23130.49","Acquire",0.00015573,"K23130","LIWC"
"K23131.37","Acquire",7.46677282521719e-05,"K23131","LIWC"
"K23133.58","Acquire",-6.24e-07,"K23133","LIWC"
"K23134.63","Acquire",0.00052283,"K23134","LIWC"
"K23136.58","Acquire",-8.58e-05,"K23136","LIWC"
"K23143.33","Acquire",-0.000209305,"K23143","LIWC"
"K23145.47","Acquire",-0.000426713,"K23145","LIWC"
"K23147.60","Acquire",-0.001298225,"K23147","LIWC"
"K23148.49","Acquire",-0.000849942,"K23148","LIWC"
"K23150.42","Acquire",-0.000829255,"K23150","LIWC"
"K23153.50","Acquire",-0.002191872,"K23153","LIWC"
"K23156.29","Acquire",-0.004129977,"K23156","LIWC"
"K23503.53","Acquire",-0.002236359,"K23503","LIWC"
"K23507.36","Acquire",0.002650506,"K23507","LIWC"
"K23508.41","Acquire",-0.000289431,"K23508","LIWC"
"K23526.45","Acquire",0.002538222,"K23526","LIWC"
"K23529.54","Acquire",0.00053199,"K23529","LIWC"
"K23531.48","Acquire",0,"K23531","LIWC"
"K23532.56","Acquire",0,"K23532","LIWC"
"K23533.39","Acquire",0.000201439,"K23533","LIWC"
"K23536.48","Acquire",0.004842254,"K23536","LIWC"
"K23537.53","Acquire",-6.54e-05,"K23537","LIWC"
"K23548.54","Acquire",1.44103618047475e-06,"K23548","LIWC"
"K23552.51","Acquire",-0.000739114,"K23552","LIWC"
"K23555.47","Acquire",0.000256445,"K23555","LIWC"
"K23556.45","Acquire",0.000736582,"K23556","LIWC"
"K23565.49","Acquire",0.000433984,"K23565","LIWC"
"KTGF118.54","Acquire",0.001149786,"KTGF118","LIWC"
"KTGF120.52","Acquire",0.000246779,"KTGF120","LIWC"
"KTGF122.44","Acquire",-0.000643964,"KTGF122","LIWC"
"KTGF124.46","Acquire",-9.71e-06,"KTGF124","LIWC"
"KTGF125.51","Acquire",-0.002303063,"KTGF125","LIWC"
"KTGF129.30","Acquire",0.001385653,"KTGF129","LIWC"
"KTGF130.38","Acquire",-0.016580264,"KTGF130","LIWC"
"KTGF142.54","Acquire",0.003415158,"KTGF142","LIWC"
"KTGF143.55","Acquire",0.000253605,"KTGF143","LIWC"
"KTGF147.40","Acquire",-0.000883724,"KTGF147","LIWC"
"KTGF156.49","Acquire",0.000373842,"KTGF156","LIWC"
"KTGF158.49","Acquire",5.98100870975053e-05,"KTGF158","LIWC"
"KTGF527.58","Acquire",-4.37e-08,"KTGF527","LIWC"
"KTGF528.56","Acquire",-0.005568473,"KTGF528","LIWC"
"KTGF533.48","Acquire",1.61188513281749e-05,"KTGF533","LIWC"
"KTGF540.46","Acquire",-0.007642814,"KTGF540","LIWC"
"KTGF544.60","Acquire",0.000563236,"KTGF544","LIWC"
"KTGF545.40","Acquire",0.001722283,"KTGF545","LIWC"
"KTGF549.62","Acquire",0,"KTGF549","LIWC"
"KTGF550.40","Acquire",0.002676873,"KTGF550","LIWC"
"KTGF556.55","Acquire",0.000164814,"KTGF556","LIWC"
"KTGF557.44","Acquire",-0.001498787,"KTGF557","LIWC"
"KTGF561.46","Acquire",-0.001773348,"KTGF561","LIWC"
"KTGF562.38","Acquire",-0.00981662,"KTGF562","LIWC"
"KTGF565.55","Acquire",-0.000829684,"KTGF565","LIWC"
"KTGF570.34","Acquire",0.009245807,"KTGF570","LIWC"
"K23101.21","Adjectives",-2.26e-05,"K23101","LIWC"
"K23106.22","Adjectives",0.004546131,"K23106","LIWC"
"K23107.18","Adjectives",0,"K23107","LIWC"
"K23109.20","Adjectives",-0.007700308,"K23109","LIWC"
"K23114.21","Adjectives",-0.002122648,"K23114","LIWC"
"K23115.21","Adjectives",0.005188659,"K23115","LIWC"
"K23117.20","Adjectives",0.009062235,"K23117","LIWC"
"K23121.22","Adjectives",0.002494109,"K23121","LIWC"
"K23122.20","Adjectives",0.000903778,"K23122","LIWC"
"K23125.23","Adjectives",-0.000107064,"K23125","LIWC"
"K23126.21","Adjectives",-0.015143681,"K23126","LIWC"
"K23128.24","Adjectives",-0.00248687,"K23128","LIWC"
"K23129.22","Adjectives",-0.00318834,"K23129","LIWC"
"K23130.21","Adjectives",0,"K23130","LIWC"
"K23131.18","Adjectives",-0.004675043,"K23131","LIWC"
"K23133.25","Adjectives",0.005961585,"K23133","LIWC"
"K23134.25","Adjectives",0.00214154,"K23134","LIWC"
"K23136.24","Adjectives",-0.001285125,"K23136","LIWC"
"K23139.20","Adjectives",-5.4e-05,"K23139","LIWC"
"K23143.19","Adjectives",-0.000138205,"K23143","LIWC"
"K23144.22","Adjectives",0.002317345,"K23144","LIWC"
"K23145.23","Adjectives",0.000865633,"K23145","LIWC"
"K23147.26","Adjectives",-0.000777231,"K23147","LIWC"
"K23148.22","Adjectives",-0.004361519,"K23148","LIWC"
"K23150.20","Adjectives",4.4861956432173e-05,"K23150","LIWC"
"K23153.23","Adjectives",0.038336898,"K23153","LIWC"
"K23156.17","Adjectives",7.02318884555706e-05,"K23156","LIWC"
"K23502.20","Adjectives",0.002712733,"K23502","LIWC"
"K23503.22","Adjectives",0.000239774,"K23503","LIWC"
"K23507.21","Adjectives",0.000343383,"K23507","LIWC"
"K23508.19","Adjectives",-0.001901718,"K23508","LIWC"
"K23509.22","Adjectives",-0.002668851,"K23509","LIWC"
"K23510.23","Adjectives",-0.000138385,"K23510","LIWC"
"K23517.23","Adjectives",-0.007961059,"K23517","LIWC"
"K23521.22","Adjectives",0,"K23521","LIWC"
"K23526.21","Adjectives",-0.007932109,"K23526","LIWC"
"K23529.23","Adjectives",-0.000240077,"K23529","LIWC"
"K23531.21","Adjectives",0.007543311,"K23531","LIWC"
"K23532.25","Adjectives",-1.65e-10,"K23532","LIWC"
"K23533.22","Adjectives",0.001267204,"K23533","LIWC"
"K23536.21","Adjectives",0.001209768,"K23536","LIWC"
"K23537.23","Adjectives",-0.002335688,"K23537","LIWC"
"K23540.23","Adjectives",-0.00030136,"K23540","LIWC"
"K23541.22","Adjectives",-0.000658231,"K23541","LIWC"
"K23548.23","Adjectives",-0.000864105,"K23548","LIWC"
"K23552.23","Adjectives",0,"K23552","LIWC"
"K23555.23","Adjectives",-0.000543118,"K23555","LIWC"
"K23556.22","Adjectives",-0.003071306,"K23556","LIWC"
"K23557.23","Adjectives",0,"K23557","LIWC"
"K23559.19","Adjectives",-0.000336015,"K23559","LIWC"
"K23563.23","Adjectives",2.50394746380979e-05,"K23563","LIWC"
"K23565.23","Adjectives",0.003594225,"K23565","LIWC"
"KTFG534.22","Adjectives",-0.00051563,"KTFG534","LIWC"
"KTGF118.23","Adjectives",-5.39e-05,"KTGF118","LIWC"
"KTGF120.23","Adjectives",-0.000887353,"KTGF120","LIWC"
"KTGF122.22","Adjectives",0.003851777,"KTGF122","LIWC"
"KTGF124.23","Adjectives",-0.005866493,"KTGF124","LIWC"
"KTGF125.23","Adjectives",7.53433741057599e-05,"KTGF125","LIWC"
"KTGF126.18","Adjectives",-0.000247748,"KTGF126","LIWC"
"KTGF130.21","Adjectives",-0.007218576,"KTGF130","LIWC"
"KTGF138.20","Adjectives",-0.00017135,"KTGF138","LIWC"
"KTGF142.24","Adjectives",0,"KTGF142","LIWC"
"KTGF143.23","Adjectives",0.000394543,"KTGF143","LIWC"
"KTGF146.21","Adjectives",0.000134096,"KTGF146","LIWC"
"KTGF147.22","Adjectives",-0.000619462,"KTGF147","LIWC"
"KTGF148.23","Adjectives",0.003324737,"KTGF148","LIWC"
"KTGF154.21","Adjectives",-0.001135071,"KTGF154","LIWC"
"KTGF156.23","Adjectives",2.30364620964945e-05,"KTGF156","LIWC"
"KTGF157.20","Adjectives",0.001414476,"KTGF157","LIWC"
"KTGF158.24","Adjectives",0.001253556,"KTGF158","LIWC"
"KTGF527.26","Adjectives",-6.94e-05,"KTGF527","LIWC"
"KTGF528.23","Adjectives",0.000187517,"KTGF528","LIWC"
"KTGF533.22","Adjectives",0,"KTGF533","LIWC"
"KTGF540.23","Adjectives",-0.001032885,"KTGF540","LIWC"
"KTGF544.24","Adjectives",-0.014711567,"KTGF544","LIWC"
"KTGF545.23","Adjectives",0.002482297,"KTGF545","LIWC"
"KTGF549.26","Adjectives",0,"KTGF549","LIWC"
"KTGF550.20","Adjectives",0.009651794,"KTGF550","LIWC"
"KTGF553.21","Adjectives",-0.014462513,"KTGF553","LIWC"
"KTGF556.23","Adjectives",-0.008942914,"KTGF556","LIWC"
"KTGF557.22","Adjectives",0.031939613,"KTGF557","LIWC"
"KTGF561.22","Adjectives",-0.000578204,"KTGF561","LIWC"
"KTGF562.19","Adjectives",0.005931679,"KTGF562","LIWC"
"KTGF565.23","Adjectives",-0.001384647,"KTGF565","LIWC"
"KTGF570.19","Adjectives",0.003667789,"KTGF570","LIWC"
"KTGF572.20","Adjectives",-0.000189354,"KTGF572","LIWC"
"K23101.18","Adverbs",0.000290307,"K23101","LIWC"
"K23106.19","Adverbs",-0.00795257,"K23106","LIWC"
"K23109.18","Adverbs",0.000294739,"K23109","LIWC"
"K23115.18","Adverbs",-0.014382811,"K23115","LIWC"
"K23117.18","Adverbs",-0.00641271,"K23117","LIWC"
"K23120.18","Adverbs",-6.74e-05,"K23120","LIWC"
"K23121.19","Adverbs",0,"K23121","LIWC"
"K23125.19","Adverbs",0.005252957,"K23125","LIWC"
"K23126.17","Adverbs",-0.000457817,"K23126","LIWC"
"K23128.20","Adverbs",0.003964864,"K23128","LIWC"
"K23129.19","Adverbs",0.000626599,"K23129","LIWC"
"K23130.19","Adverbs",-1.63e-07,"K23130","LIWC"
"K23133.21","Adverbs",2.76115033977363e-05,"K23133","LIWC"
"K23134.21","Adverbs",-0.000163182,"K23134","LIWC"
"K23136.20","Adverbs",0,"K23136","LIWC"
"K23144.19","Adverbs",-0.002844133,"K23144","LIWC"
"K23145.19","Adverbs",2.05164298479644e-06,"K23145","LIWC"
"K23147.22","Adverbs",-0.000567316,"K23147","LIWC"
"K23148.19","Adverbs",0,"K23148","LIWC"
"K23150.18","Adverbs",0.000330892,"K23150","LIWC"
"K23153.19","Adverbs",0.000818264,"K23153","LIWC"
"K23503.19","Adverbs",-0.00090097,"K23503","LIWC"
"K23509.18","Adverbs",0.000167917,"K23509","LIWC"
"K23510.19","Adverbs",0.016571211,"K23510","LIWC"
"K23517.19","Adverbs",0.056572931,"K23517","LIWC"
"K23521.18","Adverbs",0.003676384,"K23521","LIWC"
"K23526.18","Adverbs",-0.00939478,"K23526","LIWC"
"K23529.19","Adverbs",0.000512663,"K23529","LIWC"
"K23531.18","Adverbs",-0.000941144,"K23531","LIWC"
"K23532.21","Adverbs",0,"K23532","LIWC"
"K23533.19","Adverbs",8.36999164151541e-06,"K23533","LIWC"
"K23536.18","Adverbs",0.001881971,"K23536","LIWC"
"K23537.19","Adverbs",0.007880779,"K23537","LIWC"
"K23540.19","Adverbs",-3.82e-05,"K23540","LIWC"
"K23541.19","Adverbs",0.002146618,"K23541","LIWC"
"K23548.19","Adverbs",0.00035387,"K23548","LIWC"
"K23551.16","Adverbs",-0.001102439,"K23551","LIWC"
"K23552.19","Adverbs",0.009458423,"K23552","LIWC"
"K23555.19","Adverbs",0.001075428,"K23555","LIWC"
"K23556.19","Adverbs",1.4778378731832e-08,"K23556","LIWC"
"K23557.19","Adverbs",0,"K23557","LIWC"
"K23559.16","Adverbs",0.001049985,"K23559","LIWC"
"K23563.19","Adverbs",0.001155307,"K23563","LIWC"
"K23565.19","Adverbs",-8.96e-06,"K23565","LIWC"
"KTFG534.18","Adverbs",0.003192146,"KTFG534","LIWC"
"KTGF118.19","Adverbs",-0.000460234,"KTGF118","LIWC"
"KTGF120.19","Adverbs",-0.001030469,"KTGF120","LIWC"
"KTGF122.19","Adverbs",0.005461364,"KTGF122","LIWC"
"KTGF124.19","Adverbs",0.000128128,"KTGF124","LIWC"
"KTGF125.19","Adverbs",0.00026031,"KTGF125","LIWC"
"KTGF127.17","Adverbs",0.000745685,"KTGF127","LIWC"
"KTGF130.18","Adverbs",-0.000964219,"KTGF130","LIWC"
"KTGF142.20","Adverbs",0,"KTGF142","LIWC"
"KTGF143.19","Adverbs",2.65143461037497e-06,"KTGF143","LIWC"
"KTGF146.17","Adverbs",-0.000251486,"KTGF146","LIWC"
"KTGF147.18","Adverbs",-0.005285266,"KTGF147","LIWC"
"KTGF148.19","Adverbs",0.000921983,"KTGF148","LIWC"
"KTGF153.19","Adverbs",4.11330951771199e-05,"KTGF153","LIWC"
"KTGF154.18","Adverbs",-0.000610769,"KTGF154","LIWC"
"KTGF156.19","Adverbs",0.000932835,"KTGF156","LIWC"
"KTGF157.18","Adverbs",-0.00378952,"KTGF157","LIWC"
"KTGF158.20","Adverbs",4.48181490537646e-05,"KTGF158","LIWC"
"KTGF527.22","Adverbs",0.001208252,"KTGF527","LIWC"
"KTGF528.19","Adverbs",-0.000614094,"KTGF528","LIWC"
"KTGF533.19","Adverbs",-0.000194803,"KTGF533","LIWC"
"KTGF540.20","Adverbs",0.005663983,"KTGF540","LIWC"
"KTGF544.20","Adverbs",-0.008449758,"KTGF544","LIWC"
"KTGF545.19","Adverbs",0.001790378,"KTGF545","LIWC"
"KTGF549.22","Adverbs",0,"KTGF549","LIWC"
"KTGF550.18","Adverbs",-0.000769348,"KTGF550","LIWC"
"KTGF553.17","Adverbs",-0.00430776,"KTGF553","LIWC"
"KTGF556.19","Adverbs",-0.00239424,"KTGF556","LIWC"
"KTGF557.19","Adverbs",0.009873551,"KTGF557","LIWC"
"KTGF561.18","Adverbs",0.000561089,"KTGF561","LIWC"
"KTGF562.16","Adverbs",-0.001983712,"KTGF562","LIWC"
"KTGF565.19","Adverbs",-0.003783571,"KTGF565","LIWC"
"K23101.30","Affect",8.86797295877859e-05,"K23101","LIWC"
"K23106.34","Affect",-4.5e-05,"K23106","LIWC"
"K23107.23","Affect",0.000248836,"K23107","LIWC"
"K23109.24","Affect",-0.009783967,"K23109","LIWC"
"K23114.27","Affect",-0.002237463,"K23114","LIWC"
"K23115.29","Affect",-0.000247484,"K23115","LIWC"
"K23117.27","Affect",0.002432859,"K23117","LIWC"
"K23121.32","Affect",0,"K23121","LIWC"
"K23122.27","Affect",-0.001803495,"K23122","LIWC"
"K23125.36","Affect",-0.000184312,"K23125","LIWC"
"K23126.28","Affect",0.011247027,"K23126","LIWC"
"K23128.34","Affect",0,"K23128","LIWC"
"K23129.31","Affect",-0.001457189,"K23129","LIWC"
"K23130.31","Affect",0,"K23130","LIWC"
"K23131.24","Affect",-3.55e-05,"K23131","LIWC"
"K23133.38","Affect",0,"K23133","LIWC"
"K23134.39","Affect",0,"K23134","LIWC"
"K23136.35","Affect",8.17730535177465e-06,"K23136","LIWC"
"K23143.23","Affect",0.004495511,"K23143","LIWC"
"K23144.29","Affect",-6.84e-05,"K23144","LIWC"
"K23145.32","Affect",-0.001720369,"K23145","LIWC"
"K23147.39","Affect",-1.02e-05,"K23147","LIWC"
"K23148.33","Affect",0,"K23148","LIWC"
"K23150.26","Affect",0.000730514,"K23150","LIWC"
"K23153.33","Affect",0,"K23153","LIWC"
"K23156.20","Affect",-0.000170651,"K23156","LIWC"
"K23502.26","Affect",0.002325127,"K23502","LIWC"
"K23503.33","Affect",0,"K23503","LIWC"
"K23507.25","Affect",0.029266089,"K23507","LIWC"
"K23508.26","Affect",-0.002280771,"K23508","LIWC"
"K23509.34","Affect",0.000181486,"K23509","LIWC"
"K23510.35","Affect",-0.005302237,"K23510","LIWC"
"K23517.31","Affect",0.002046302,"K23517","LIWC"
"K23521.33","Affect",-0.011094775,"K23521","LIWC"
"K23526.28","Affect",0.000365202,"K23526","LIWC"
"K23529.33","Affect",-0.003932254,"K23529","LIWC"
"K23531.30","Affect",0,"K23531","LIWC"
"K23532.36","Affect",0,"K23532","LIWC"
"K23533.27","Affect",0.000132249,"K23533","LIWC"
"K23536.29","Affect",-5.25e-06,"K23536","LIWC"
"K23537.36","Affect",0.022719811,"K23537","LIWC"
"K23540.31","Affect",0.020433662,"K23540","LIWC"
"K23541.29","Affect",-0.001875486,"K23541","LIWC"
"K23548.35","Affect",-0.000542712,"K23548","LIWC"
"K23551.26","Affect",-0.000587526,"K23551","LIWC"
"K23552.34","Affect",-0.005129912,"K23552","LIWC"
"K23555.33","Affect",0,"K23555","LIWC"
"K23556.30","Affect",-0.000284683,"K23556","LIWC"
"K23557.36","Affect",0,"K23557","LIWC"
"K23559.26","Affect",0.000869138,"K23559","LIWC"
"K23563.30","Affect",0,"K23563","LIWC"
"K23565.34","Affect",0.0001795,"K23565","LIWC"
"KTFG534.34","Affect",0.000808571,"KTFG534","LIWC"
"KTGF118.34","Affect",-0.000182967,"KTGF118","LIWC"
"KTGF120.35","Affect",0,"KTGF120","LIWC"
"KTGF122.29","Affect",0,"KTGF122","LIWC"
"KTGF124.33","Affect",-0.000418674,"KTGF124","LIWC"
"KTGF125.35","Affect",0.000578402,"KTGF125","LIWC"
"KTGF127.26","Affect",0,"KTGF127","LIWC"
"KTGF130.28","Affect",-0.000474277,"KTGF130","LIWC"
"KTGF136.22","Affect",1.87187163457486e-05,"KTGF136","LIWC"
"KTGF138.28","Affect",0,"KTGF138","LIWC"
"KTGF142.37","Affect",0,"KTGF142","LIWC"
"KTGF143.35","Affect",0.001582632,"KTGF143","LIWC"
"KTGF146.27","Affect",3.29109793808025e-05,"KTGF146","LIWC"
"KTGF147.28","Affect",-0.008749287,"KTGF147","LIWC"
"KTGF148.34","Affect",-0.006679236,"KTGF148","LIWC"
"KTGF153.29","Affect",-0.000337515,"KTGF153","LIWC"
"KTGF154.28","Affect",-0.003208615,"KTGF154","LIWC"
"KTGF156.34","Affect",0.007200275,"KTGF156","LIWC"
"KTGF157.25","Affect",7.60553353995803e-05,"KTGF157","LIWC"
"KTGF158.33","Affect",0.000126523,"KTGF158","LIWC"
"KTGF527.40","Affect",0,"KTGF527","LIWC"
"KTGF528.34","Affect",-1.53e-05,"KTGF528","LIWC"
"KTGF533.30","Affect",-6.13e-06,"KTGF533","LIWC"
"KTGF540.32","Affect",0,"KTGF540","LIWC"
"KTGF544.36","Affect",1.05590860989071e-05,"KTGF544","LIWC"
"KTGF545.31","Affect",-0.009755655,"KTGF545","LIWC"
"KTGF549.39","Affect",0,"KTGF549","LIWC"
"KTGF550.26","Affect",0,"KTGF550","LIWC"
"KTGF553.27","Affect",4.32336402323135e-05,"KTGF553","LIWC"
"KTGF556.35","Affect",0,"KTGF556","LIWC"
"KTGF557.31","Affect",-0.000926988,"KTGF557","LIWC"
"KTGF561.33","Affect",0.001006698,"KTGF561","LIWC"
"KTGF562.25","Affect",0.000143159,"KTGF562","LIWC"
"KTGF565.35","Affect",-0.002622576,"KTGF565","LIWC"
"KTGF570.25","Affect",-0.000420835,"KTGF570","LIWC"
"KTGF572.25","Affect",0.000370405,"KTGF572","LIWC"
"K23101.24","Affiliation",-0.02137868,"K23101","LIWC"
"K23106.25","Affiliation",0.002350213,"K23106","LIWC"
"K23109.22","Affiliation",-0.008503833,"K23109","LIWC"
"K23114.24","Affiliation",0.00068667,"K23114","LIWC"
"K23115.24","Affiliation",-0.000252558,"K23115","LIWC"
"K23117.22","Affiliation",-0.006214028,"K23117","LIWC"
"K23120.21","Affiliation",0.003595707,"K23120","LIWC"
"K23121.25","Affiliation",0,"K23121","LIWC"
"K23122.23","Affiliation",-0.000103422,"K23122","LIWC"
"K23125.26","Affiliation",1.25149762150524e-05,"K23125","LIWC"
"K23126.24","Affiliation",0.018195831,"K23126","LIWC"
"K23128.27","Affiliation",0,"K23128","LIWC"
"K23129.25","Affiliation",-2.2e-05,"K23129","LIWC"
"K23130.24","Affiliation",0,"K23130","LIWC"
"K23133.28","Affiliation",-0.001526079,"K23133","LIWC"
"K23134.28","Affiliation",0,"K23134","LIWC"
"K23136.27","Affiliation",0,"K23136","LIWC"
"K23142.19","Affiliation",-0.000141411,"K23142","LIWC"
"K23144.25","Affiliation",0.004463979,"K23144","LIWC"
"K23145.26","Affiliation",0.000129128,"K23145","LIWC"
"K23147.29","Affiliation",0,"K23147","LIWC"
"K23148.25","Affiliation",-0.000732611,"K23148","LIWC"
"K23150.22","Affiliation",-8.63e-05,"K23150","LIWC"
"K23153.25","Affiliation",0,"K23153","LIWC"
"K23503.25","Affiliation",-4.37e-05,"K23503","LIWC"
"K23508.21","Affiliation",0.002784997,"K23508","LIWC"
"K23509.25","Affiliation",1.78083120007606e-07,"K23509","LIWC"
"K23510.26","Affiliation",-0.000686792,"K23510","LIWC"
"K23517.26","Affiliation",0.012357582,"K23517","LIWC"
"K23521.25","Affiliation",0,"K23521","LIWC"
"K23526.23","Affiliation",-9.9e-05,"K23526","LIWC"
"K23529.26","Affiliation",-7.13e-05,"K23529","LIWC"
"K23531.23","Affiliation",0,"K23531","LIWC"
"K23532.28","Affiliation",6.66263227676308e-07,"K23532","LIWC"
"K23533.24","Affiliation",0.011911642,"K23533","LIWC"
"K23536.23","Affiliation",0.000132696,"K23536","LIWC"
"K23537.26","Affiliation",-0.001950085,"K23537","LIWC"
"K23540.26","Affiliation",0.002443416,"K23540","LIWC"
"K23541.24","Affiliation",0.000352233,"K23541","LIWC"
"K23548.26","Affiliation",0.000497526,"K23548","LIWC"
"K23551.21","Affiliation",0,"K23551","LIWC"
"K23552.26","Affiliation",-0.001212335,"K23552","LIWC"
"K23555.26","Affiliation",0.001077356,"K23555","LIWC"
"K23556.25","Affiliation",0,"K23556","LIWC"
"K23557.26","Affiliation",6.93729403512549e-05,"K23557","LIWC"
"K23559.21","Affiliation",0.003213992,"K23559","LIWC"
"K23563.26","Affiliation",0,"K23563","LIWC"
"K23565.26","Affiliation",-3.62e-05,"K23565","LIWC"
"KTFG534.25","Affiliation",0.001030182,"KTFG534","LIWC"
"KTGF118.26","Affiliation",0,"KTGF118","LIWC"
"KTGF120.26","Affiliation",0.000788477,"KTGF120","LIWC"
"KTGF122.25","Affiliation",0.001733389,"KTGF122","LIWC"
"KTGF124.26","Affiliation",0.000606182,"KTGF124","LIWC"
"KTGF125.26","Affiliation",-1.08e-05,"KTGF125","LIWC"
"KTGF127.22","Affiliation",0.000264957,"KTGF127","LIWC"
"KTGF136.19","Affiliation",0,"KTGF136","LIWC"
"KTGF138.23","Affiliation",0,"KTGF138","LIWC"
"KTGF142.27","Affiliation",0,"KTGF142","LIWC"
"KTGF143.26","Affiliation",-2.17e-07,"KTGF143","LIWC"
"KTGF146.23","Affiliation",-0.000776839,"KTGF146","LIWC"
"KTGF147.24","Affiliation",0.00104718,"KTGF147","LIWC"
"KTGF148.26","Affiliation",0.000325962,"KTGF148","LIWC"
"KTGF153.24","Affiliation",-0.001887198,"KTGF153","LIWC"
"KTGF154.24","Affiliation",-0.000663178,"KTGF154","LIWC"
"KTGF156.26","Affiliation",-0.000334721,"KTGF156","LIWC"
"KTGF158.27","Affiliation",-1.04e-05,"KTGF158","LIWC"
"KTGF527.29","Affiliation",-0.002762801,"KTGF527","LIWC"
"KTGF528.26","Affiliation",-0.000378487,"KTGF528","LIWC"
"KTGF533.25","Affiliation",0,"KTGF533","LIWC"
