,Variable,Importance,Participant,NLP
K23121,Clout,0.000351233,K23121,LIWC
K23125,Clout,0.002103607,K23125,LIWC
K23128,Clout,0.064485318,K23128,LIWC
K23129,Clout,0.001301148,K23129,LIWC
K23133,Clout,0,K23133,LIWC
K23134,Clout,0.001146232,K23134,LIWC
K23139,Clout,0.000363156,K23139,LIWC
K23144,Clout,0.020064715,K23144,LIWC
K23145,Clout,0.007451046,K23145,LIWC
K23148,Clout,0.002180249,K23148,LIWC
K23150,Clout,0.009703446,K23150,LIWC
K23153,Clout,0,K23153,LIWC
K23156,Clout,0.007234435,K23156,LIWC
K23502,Clout,0.031432108,K23502,LIWC
K23503,Clout,0,K23503,LIWC
K23507,Clout,0.017652649,K23507,LIWC
K23508,Clout,0.059832654,K23508,LIWC
K23510,Clout,0.028720278,K23510,LIWC
K23517,Clout,0.148241547,K23517,LIWC
K23529,Clout,0.005874949,K23529,LIWC
K23531,Clout,0.011942656,K23531,LIWC
K23532,Clout,0.00785764,K23532,LIWC
K23533,Clout,0.018536868,K23533,LIWC
K23537,Clout,0.017130533,K23537,LIWC
K23540,Clout,0.020427651,K23540,LIWC
K23541,Clout,0.025729381,K23541,LIWC
K23548,Clout,5.19E-05,K23548,LIWC
K23551,Clout,0.034785339,K23551,LIWC
K23552,Clout,0.014749892,K23552,LIWC
K23555,Clout,3.42E-06,K23555,LIWC
K23556,Clout,0.000976846,K23556,LIWC
K23557,Clout,0.002027962,K23557,LIWC
K23559,Clout,0.005661354,K23559,LIWC
K23563,Clout,0.016297355,K23563,LIWC
K23565,Clout,0.000524898,K23565,LIWC
KTFG534,Clout,0.013495459,KTFG534,LIWC
KTGF118,Clout,0.000929992,KTGF118,LIWC
KTGF120,Clout,9.61E-06,KTGF120,LIWC
KTGF122,Clout,0.021991389,KTGF122,LIWC
KTGF124,Clout,0.040145159,KTGF124,LIWC
KTGF126,Clout,0.02323813,KTGF126,LIWC
KTGF129,Clout,0.00222244,KTGF129,LIWC
KTGF130,Clout,0.01933647,KTGF130,LIWC
KTGF136,Clout,0.081449602,KTGF136,LIWC
KTGF138,Clout,0,KTGF138,LIWC
KTGF142,Clout,0.003598912,KTGF142,LIWC
KTGF143,Clout,0.002517094,KTGF143,LIWC
KTGF147,Clout,0.014948822,KTGF147,LIWC
KTGF154,Clout,0.001470466,KTGF154,LIWC
KTGF156,Clout,0.002046726,KTGF156,LIWC
KTGF157,Clout,0.003468882,KTGF157,LIWC
KTGF158,Clout,0.018305878,KTGF158,LIWC
KTGF527,Clout,0.037857223,KTGF527,LIWC
KTGF528,Clout,0,KTGF528,LIWC
KTGF533,Clout,0.003194867,KTGF533,LIWC
KTGF540,Clout,0,KTGF540,LIWC
KTGF544,Clout,0.043844394,KTGF544,LIWC
KTGF549,Clout,0.022614458,KTGF549,LIWC
KTGF550,Clout,0.071405924,KTGF550,LIWC
KTGF556,Clout,0.002385703,KTGF556,LIWC
KTGF557,Clout,0.003647125,KTGF557,LIWC
KTGF561,Clout,0.002582926,KTGF561,LIWC
KTGF565,Clout,5.26E-05,KTGF565,LIWC
KTGF570,Clout,0.000302791,KTGF570,LIWC
KTGF572,Clout,0.07552823,KTGF572,LIWC
K23101,Cognition,0.023254417,K23101,LIWC
K23106,Cognition,0.005355999,K23106,LIWC
K23107,Cognition,0,K23107,LIWC
K23109,Cognition,0.000192253,K23109,LIWC
K23114,Cognition,0.008791037,K23114,LIWC
K23115,Cognition,0,K23115,LIWC
K23117,Cognition,0.000782804,K23117,LIWC
K23121,Cognition,0.000642703,K23121,LIWC
K23125,Cognition,0.004490361,K23125,LIWC
K23126,Cognition,0.000403418,K23126,LIWC
K23128,Cognition,0.032189935,K23128,LIWC
K23129,Cognition,0.001576274,K23129,LIWC
K23131,Cognition,0.001243757,K23131,LIWC
K23133,Cognition,0.000173844,K23133,LIWC
K23134,Cognition,0.015199227,K23134,LIWC
K23139,Cognition,0.003165314,K23139,LIWC
K23144,Cognition,0.003081536,K23144,LIWC
K23145,Cognition,0.000514593,K23145,LIWC
K23148,Cognition,0.001917498,K23148,LIWC
K23150,Cognition,0,K23150,LIWC
K23153,Cognition,0.030665912,K23153,LIWC
K23502,Cognition,0.027274484,K23502,LIWC
K23503,Cognition,0.017821198,K23503,LIWC
K23507,Cognition,0.01334575,K23507,LIWC
K23508,Cognition,0.006386371,K23508,LIWC
K23509,Cognition,0.07046509,K23509,LIWC
K23510,Cognition,0.01580468,K23510,LIWC
K23517,Cognition,0.054071616,K23517,LIWC
K23521,Cognition,0,K23521,LIWC
K23526,Cognition,0.000699661,K23526,LIWC
K23529,Cognition,0.005598304,K23529,LIWC
K23531,Cognition,8.33E-06,K23531,LIWC
K23532,Cognition,0,K23532,LIWC
K23533,Cognition,0.003113362,K23533,LIWC
K23537,Cognition,0.004292236,K23537,LIWC
K23540,Cognition,0.005669255,K23540,LIWC
K23541,Cognition,1.47E-05,K23541,LIWC
K23548,Cognition,0,K23548,LIWC
K23551,Cognition,0.005441258,K23551,LIWC
K23552,Cognition,0,K23552,LIWC
K23555,Cognition,0,K23555,LIWC
K23556,Cognition,0.010662553,K23556,LIWC
K23557,Cognition,0.003062138,K23557,LIWC
K23559,Cognition,0.013931972,K23559,LIWC
K23563,Cognition,6.81E-05,K23563,LIWC
K23565,Cognition,1.23E-05,K23565,LIWC
KTFG534,Cognition,0.001100872,KTFG534,LIWC
KTGF118,Cognition,0,KTGF118,LIWC
KTGF120,Cognition,2.71E-06,KTGF120,LIWC
KTGF122,Cognition,0.004509896,KTGF122,LIWC
KTGF124,Cognition,0.001167234,KTGF124,LIWC
KTGF126,Cognition,0.046142657,KTGF126,LIWC
KTGF129,Cognition,0.007129027,KTGF129,LIWC
KTGF130,Cognition,0.012599803,KTGF130,LIWC
KTGF136,Cognition,0.00423775,KTGF136,LIWC
KTGF138,Cognition,0,KTGF138,LIWC
KTGF142,Cognition,0.001702321,KTGF142,LIWC
KTGF143,Cognition,3.38E-05,KTGF143,LIWC
KTGF146,Cognition,0,KTGF146,LIWC
KTGF147,Cognition,0.003489713,KTGF147,LIWC
KTGF154,Cognition,0.001405386,KTGF154,LIWC
KTGF156,Cognition,0.000314917,KTGF156,LIWC
KTGF157,Cognition,0.010819125,KTGF157,LIWC
KTGF158,Cognition,0.000724622,KTGF158,LIWC
KTGF527,Cognition,1.37E-05,KTGF527,LIWC
KTGF528,Cognition,0.001144063,KTGF528,LIWC
KTGF533,Cognition,0.001553619,KTGF533,LIWC
KTGF540,Cognition,0,KTGF540,LIWC
KTGF544,Cognition,0.028216595,KTGF544,LIWC
KTGF545,Cognition,0.015302992,KTGF545,LIWC
KTGF549,Cognition,0.00059652,KTGF549,LIWC
KTGF550,Cognition,0.001078539,KTGF550,LIWC
KTGF553,Cognition,0.018889151,KTGF553,LIWC
KTGF556,Cognition,5.27E-06,KTGF556,LIWC
KTGF557,Cognition,0.110468284,KTGF557,LIWC
KTGF561,Cognition,0.008972088,KTGF561,LIWC
KTGF562,Cognition,0.001023672,KTGF562,LIWC
KTGF565,Cognition,0.001345248,KTGF565,LIWC
KTGF570,Cognition,1.32E-06,KTGF570,LIWC
KTGF572,Cognition,0,KTGF572,LIWC
K23101,Cognitive processes ,0.034767036,K23101,LIWC
K23106,Cognitive processes ,0.001417894,K23106,LIWC
K23107,Cognitive processes ,0.000985276,K23107,LIWC
K23115,Cognitive processes ,0.001171166,K23115,LIWC
K23117,Cognitive processes ,0.002059519,K23117,LIWC
K23121,Cognitive processes ,0.000665161,K23121,LIWC
K23125,Cognitive processes ,0,K23125,LIWC
K23126,Cognitive processes ,0.000618552,K23126,LIWC
K23128,Cognitive processes ,0.003683998,K23128,LIWC
K23129,Cognitive processes ,2.65E-05,K23129,LIWC
K23131,Cognitive processes ,0.008284962,K23131,LIWC
K23133,Cognitive processes ,0,K23133,LIWC
K23134,Cognitive processes ,2.29E-05,K23134,LIWC
K23144,Cognitive processes ,0.000110968,K23144,LIWC
K23145,Cognitive processes ,5.08E-05,K23145,LIWC
K23148,Cognitive processes ,3.26E-05,K23148,LIWC
K23150,Cognitive processes ,0.036060592,K23150,LIWC
K23153,Cognitive processes ,0.028145948,K23153,LIWC
K23502,Cognitive processes ,0.001204452,K23502,LIWC
K23503,Cognitive processes ,0.003556732,K23503,LIWC
K23507,Cognitive processes ,0.000247705,K23507,LIWC
K23508,Cognitive processes ,0.001619022,K23508,LIWC
K23509,Cognitive processes ,0.057789726,K23509,LIWC
K23510,Cognitive processes ,0.014093528,K23510,LIWC
K23517,Cognitive processes ,7.80E-06,K23517,LIWC
K23521,Cognitive processes ,0,K23521,LIWC
K23526,Cognitive processes ,0.00562205,K23526,LIWC
K23529,Cognitive processes ,0,K23529,LIWC
K23531,Cognitive processes ,2.12E-05,K23531,LIWC
K23532,Cognitive processes ,0,K23532,LIWC
K23533,Cognitive processes ,0.007905016,K23533,LIWC
K23537,Cognitive processes ,0.000124536,K23537,LIWC
K23540,Cognitive processes ,0.015313269,K23540,LIWC
K23541,Cognitive processes ,4.94E-05,K23541,LIWC
K23548,Cognitive processes ,0.001086773,K23548,LIWC
K23551,Cognitive processes ,0.021440185,K23551,LIWC
K23552,Cognitive processes ,0.002529009,K23552,LIWC
K23555,Cognitive processes ,0.000420566,K23555,LIWC
K23556,Cognitive processes ,0.009953778,K23556,LIWC
K23557,Cognitive processes ,0.006300988,K23557,LIWC
K23559,Cognitive processes ,0.003134636,K23559,LIWC
K23563,Cognitive processes ,0,K23563,LIWC
K23565,Cognitive processes ,0.003444679,K23565,LIWC
KTFG534,Cognitive processes ,0.007551247,KTFG534,LIWC
KTGF118,Cognitive processes ,4.52E-05,KTGF118,LIWC
KTGF120,Cognitive processes ,0,KTGF120,LIWC
KTGF122,Cognitive processes ,0.009724537,KTGF122,LIWC
KTGF124,Cognitive processes ,0.000611774,KTGF124,LIWC
KTGF130,Cognitive processes ,1.51E-07,KTGF130,LIWC
KTGF138,Cognitive processes ,0.001973217,KTGF138,LIWC
KTGF142,Cognitive processes ,0,KTGF142,LIWC
KTGF143,Cognitive processes ,0.001543175,KTGF143,LIWC
KTGF146,Cognitive processes ,0.002708849,KTGF146,LIWC
KTGF147,Cognitive processes ,0.004195598,KTGF147,LIWC
KTGF154,Cognitive processes ,0.004015459,KTGF154,LIWC
KTGF156,Cognitive processes ,1.35E-05,KTGF156,LIWC
KTGF157,Cognitive processes ,0.006280052,KTGF157,LIWC
KTGF158,Cognitive processes ,0,KTGF158,LIWC
KTGF527,Cognitive processes ,0.000130648,KTGF527,LIWC
KTGF528,Cognitive processes ,0.002205674,KTGF528,LIWC
KTGF533,Cognitive processes ,0.002431536,KTGF533,LIWC
KTGF540,Cognitive processes ,0.001621915,KTGF540,LIWC
KTGF544,Cognitive processes ,0.008593807,KTGF544,LIWC
KTGF545,Cognitive processes ,0.010276149,KTGF545,LIWC
KTGF549,Cognitive processes ,0,KTGF549,LIWC
KTGF550,Cognitive processes ,8.20E-05,KTGF550,LIWC
KTGF553,Cognitive processes ,0.003743944,KTGF553,LIWC
KTGF556,Cognitive processes ,0,KTGF556,LIWC
KTGF557,Cognitive processes ,0.01406112,KTGF557,LIWC
KTGF561,Cognitive processes ,0.009387297,KTGF561,LIWC
KTGF562,Cognitive processes ,0.022381877,KTGF562,LIWC
KTGF565,Cognitive processes ,0,KTGF565,LIWC
KTGF570,Cognitive processes ,0.008351402,KTGF570,LIWC
KTGF572,Cognitive processes ,0.003696147,KTGF572,LIWC
K23106,Communication,0,K23106,LIWC
K23125,Communication,1.53E-05,K23125,LIWC
K23133,Communication,0.004046774,K23133,LIWC
K23134,Communication,0,K23134,LIWC
K23144,Communication,0.000808484,K23144,LIWC
K23145,Communication,3.34E-05,K23145,LIWC
K23148,Communication,0.000166259,K23148,LIWC
K23502,Communication,0.015546642,K23502,LIWC
K23503,Communication,0.000442793,K23503,LIWC
K23510,Communication,0.000284985,K23510,LIWC
K23526,Communication,0.000506045,K23526,LIWC
K23529,Communication,6.97E-05,K23529,LIWC
K23531,Communication,0.005612055,K23531,LIWC
K23532,Communication,0.001648898,K23532,LIWC
K23533,Communication,0.002174926,K23533,LIWC
K23537,Communication,0.001803957,K23537,LIWC
K23541,Communication,0.007318022,K23541,LIWC
K23548,Communication,0.002544267,K23548,LIWC
K23551,Communication,0.003036136,K23551,LIWC
K23552,Communication,0.002767677,K23552,LIWC
K23557,Communication,0.007526913,K23557,LIWC
K23559,Communication,0.005430005,K23559,LIWC
KTGF118,Communication,0.00158782,KTGF118,LIWC
KTGF120,Communication,0.000137825,KTGF120,LIWC
KTGF124,Communication,0,KTGF124,LIWC
KTGF136,Communication,2.49E-07,KTGF136,LIWC
KTGF138,Communication,0,KTGF138,LIWC
KTGF142,Communication,0,KTGF142,LIWC
KTGF143,Communication,3.93E-06,KTGF143,LIWC
KTGF146,Communication,0.000410306,KTGF146,LIWC
KTGF147,Communication,0.003475884,KTGF147,LIWC
KTGF156,Communication,0.00057512,KTGF156,LIWC
KTGF527,Communication,0.000804427,KTGF527,LIWC
KTGF528,Communication,0.003801083,KTGF528,LIWC
KTGF533,Communication,0.005307114,KTGF533,LIWC
KTGF540,Communication,0.002064027,KTGF540,LIWC
KTGF544,Communication,0.000831093,KTGF544,LIWC
KTGF549,Communication,0,KTGF549,LIWC
KTGF550,Communication,0.001800172,KTGF550,LIWC
KTGF556,Communication,0,KTGF556,LIWC
KTGF562,Communication,0.001982804,KTGF562,LIWC
KTGF565,Communication,0.000702757,KTGF565,LIWC
KTGF572,Communication,0.024601909,KTGF572,LIWC
K23510,Communication,0.000447972,K23510,LIWC
K23532,Communication,0.000266501,K23532,LIWC
K23537,Communication,0.002016234,K23537,LIWC
KTGF143,Communication,9.68E-05,KTGF143,LIWC
KTGF572,Communication,0.01097981,KTGF572,LIWC
K23101,Compound,4.28E-05,K23101,VADER
K23106,Compound,5.13E-07,K23106,VADER
K23107,Compound,2.74E-06,K23107,VADER
K23109,Compound,6.15E-05,K23109,VADER
K23114,Compound,0,K23114,VADER
K23115,Compound,0.000157397,K23115,VADER
K23117,Compound,0.00091306,K23117,VADER
K23120,Compound,0.000177607,K23120,VADER
K23121,Compound,1.58E-05,K23121,VADER
K23125,Compound,0,K23125,VADER
K23126,Compound,0.000388884,K23126,VADER
K23128,Compound,0.001120875,K23128,VADER
K23129,Compound,1.38E-05,K23129,VADER
K23131,Compound,6.25E-05,K23131,VADER
K23133,Compound,0,K23133,VADER
K23134,Compound,1.45E-05,K23134,VADER
K23139,Compound,8.36E-06,K23139,VADER
K23144,Compound,0.000162532,K23144,VADER
K23145,Compound,2.74E-07,K23145,VADER
K23148,Compound,1.28E-05,K23148,VADER
K23150,Compound,3.97E-05,K23150,VADER
K23153,Compound,0.000178007,K23153,VADER
K23156,Compound,0.000100435,K23156,VADER
K23502,Compound,0.000301785,K23502,VADER
K23503,Compound,0,K23503,VADER
K23507,Compound,1.37E-05,K23507,VADER
K23508,Compound,0.000184752,K23508,VADER
K23509,Compound,0.000130596,K23509,VADER
K23510,Compound,0.00021168,K23510,VADER
K23517,Compound,6.65E-05,K23517,VADER
K23521,Compound,8.86E-05,K23521,VADER
K23526,Compound,2.89E-05,K23526,VADER
K23529,Compound,0,K23529,VADER
K23531,Compound,0,K23531,VADER
K23532,Compound,0,K23532,VADER
K23533,Compound,0.001639424,K23533,VADER
K23537,Compound,7.81E-05,K23537,VADER
K23540,Compound,0.000408124,K23540,VADER
K23541,Compound,4.38E-05,K23541,VADER
K23548,Compound,4.21E-06,K23548,VADER
K23551,Compound,0.000240857,K23551,VADER
K23552,Compound,5.79E-05,K23552,VADER
K23555,Compound,7.41E-05,K23555,VADER
K23556,Compound,0,K23556,VADER
K23557,Compound,4.30E-05,K23557,VADER
K23559,Compound,0.000422941,K23559,VADER
K23563,Compound,1.35E-05,K23563,VADER
K23565,Compound,0,K23565,VADER
KTFG534,Compound,0.000684288,KTFG534,VADER
KTGF118,Compound,0.000156778,KTGF118,VADER
KTGF120,Compound,0.000172972,KTGF120,VADER
KTGF122,Compound,0.003896645,KTGF122,VADER
KTGF124,Compound,0.00037914,KTGF124,VADER
KTGF129,Compound,3.96E-05,KTGF129,VADER
KTGF130,Compound,0.000183221,KTGF130,VADER
KTGF136,Compound,0.000206993,KTGF136,VADER
KTGF138,Compound,1.65E-06,KTGF138,VADER
KTGF142,Compound,0,KTGF142,VADER
KTGF143,Compound,3.64E-05,KTGF143,VADER
KTGF146,Compound,1.58E-05,KTGF146,VADER
KTGF147,Compound,9.65E-05,KTGF147,VADER
KTGF154,Compound,0.000189884,KTGF154,VADER
KTGF156,Compound,9.34E-07,KTGF156,VADER
KTGF157,Compound,1.82E-05,KTGF157,VADER
KTGF158,Compound,5.18E-07,KTGF158,VADER
KTGF527,Compound,2.27E-07,KTGF527,VADER
KTGF528,Compound,0.000478503,KTGF528,VADER
KTGF533,Compound,0.000177121,KTGF533,VADER
KTGF540,Compound,0,KTGF540,VADER
KTGF544,Compound,0.000976516,KTGF544,VADER
KTGF545,Compound,2.49E-05,KTGF545,VADER
KTGF549,Compound,8.48E-07,KTGF549,VADER
KTGF550,Compound,2.19E-06,KTGF550,VADER
KTGF553,Compound,4.09E-05,KTGF553,VADER
KTGF556,Compound,6.32E-05,KTGF556,VADER
KTGF557,Compound,0.001463432,KTGF557,VADER
KTGF561,Compound,0.000150389,KTGF561,VADER
KTGF562,Compound,0.000184116,KTGF562,VADER
KTGF565,Compound,0.00037232,KTGF565,VADER
KTGF570,Compound,0,KTGF570,VADER
KTGF572,Compound,0.000146214,KTGF572,VADER
K23115,Conjunctions,0.001969669,K23115,LIWC
K23121,Conjunctions,4.47E-07,K23121,LIWC
K23125,Conjunctions,0.000628314,K23125,LIWC
K23126,Conjunctions,0.000948889,K23126,LIWC
K23128,Conjunctions,0.001058192,K23128,LIWC
K23129,Conjunctions,0.002715792,K23129,LIWC
K23133,Conjunctions,0.002142984,K23133,LIWC
K23134,Conjunctions,0,K23134,LIWC
K23144,Conjunctions,4.17E-07,K23144,LIWC
K23145,Conjunctions,0.000290235,K23145,LIWC
K23148,Conjunctions,0.001536734,K23148,LIWC
K23153,Conjunctions,0.040455355,K23153,LIWC
K23503,Conjunctions,5.17E-05,K23503,LIWC
K23507,Conjunctions,0.000342122,K23507,LIWC
K23509,Conjunctions,0.001072523,K23509,LIWC
K23510,Conjunctions,0.000606009,K23510,LIWC
K23517,Conjunctions,0.007495023,K23517,LIWC
K23521,Conjunctions,0.011320844,K23521,LIWC
K23526,Conjunctions,0.003252916,K23526,LIWC
K23529,Conjunctions,0,K23529,LIWC
K23531,Conjunctions,0.005093403,K23531,LIWC
K23532,Conjunctions,0,K23532,LIWC
K23533,Conjunctions,0.001267608,K23533,LIWC
K23537,Conjunctions,0.006745448,K23537,LIWC
K23540,Conjunctions,0.001416284,K23540,LIWC
K23548,Conjunctions,0.001771941,K23548,LIWC
K23551,Conjunctions,0.000337894,K23551,LIWC
K23552,Conjunctions,0,K23552,LIWC
K23555,Conjunctions,0.000101699,K23555,LIWC
K23556,Conjunctions,0,K23556,LIWC
K23557,Conjunctions,0.000724685,K23557,LIWC
K23559,Conjunctions,0.002571903,K23559,LIWC
K23563,Conjunctions,0.002365384,K23563,LIWC
K23565,Conjunctions,0.000299267,K23565,LIWC
KTFG534,Conjunctions,0.00074653,KTFG534,LIWC
KTGF118,Conjunctions,0.00028717,KTGF118,LIWC
KTGF120,Conjunctions,0.001279479,KTGF120,LIWC
KTGF122,Conjunctions,0.007666446,KTGF122,LIWC
KTGF124,Conjunctions,0.001005475,KTGF124,LIWC
KTGF142,Conjunctions,0,KTGF142,LIWC
KTGF143,Conjunctions,0.000101704,KTGF143,LIWC
KTGF146,Conjunctions,0.000266628,KTGF146,LIWC
KTGF147,Conjunctions,0.001434322,KTGF147,LIWC
KTGF154,Conjunctions,0.000912278,KTGF154,LIWC
KTGF156,Conjunctions,0.001857626,KTGF156,LIWC
KTGF158,Conjunctions,0.002908913,KTGF158,LIWC
KTGF527,Conjunctions,0.000111633,KTGF527,LIWC
KTGF528,Conjunctions,0,KTGF528,LIWC
KTGF533,Conjunctions,4.63E-05,KTGF533,LIWC
KTGF540,Conjunctions,0.001944574,KTGF540,LIWC
KTGF544,Conjunctions,0.001695444,KTGF544,LIWC
KTGF545,Conjunctions,0.008843415,KTGF545,LIWC
KTGF549,Conjunctions,0.00062503,KTGF549,LIWC
KTGF553,Conjunctions,0.000107852,KTGF553,LIWC
KTGF556,Conjunctions,0.003185876,KTGF556,LIWC
KTGF557,Conjunctions,0.005956715,KTGF557,LIWC
KTGF561,Conjunctions,0.00149957,KTGF561,LIWC
KTGF565,Conjunctions,1.46E-05,KTGF565,LIWC
KTGF572,Conjunctions,0.007396331,KTGF572,LIWC
K23101,Determiners,0.00454964,K23101,LIWC
K23106,Determiners,0.000177241,K23106,LIWC
K23107,Determiners,0,K23107,LIWC
K23109,Determiners,0.001450026,K23109,LIWC
K23114,Determiners,0.008924992,K23114,LIWC
K23115,Determiners,0.00027155,K23115,LIWC
K23117,Determiners,0.041886148,K23117,LIWC
K23120,Determiners,0.006368672,K23120,LIWC
K23121,Determiners,0.000259625,K23121,LIWC
K23125,Determiners,0.000130037,K23125,LIWC
K23126,Determiners,0.003147208,K23126,LIWC
K23128,Determiners,0.001247353,K23128,LIWC
K23129,Determiners,0.00539804,K23129,LIWC
K23131,Determiners,0.008621754,K23131,LIWC
K23133,Determiners,2.69E-06,K23133,LIWC
K23134,Determiners,0,K23134,LIWC
K23139,Determiners,0.001153751,K23139,LIWC
K23144,Determiners,0.001843885,K23144,LIWC
K23145,Determiners,0.000603667,K23145,LIWC
K23148,Determiners,0.000861821,K23148,LIWC
K23150,Determiners,0.001216692,K23150,LIWC
K23153,Determiners,0.012980313,K23153,LIWC
K23156,Determiners,0.000407179,K23156,LIWC
K23502,Determiners,0.047077632,K23502,LIWC
K23503,Determiners,0.000699583,K23503,LIWC
K23507,Determiners,0.001104579,K23507,LIWC
K23508,Determiners,0.006764886,K23508,LIWC
K23509,Determiners,0.00043381,K23509,LIWC
K23510,Determiners,0.000129676,K23510,LIWC
K23517,Determiners,0.00687849,K23517,LIWC
K23521,Determiners,0.00328521,K23521,LIWC
K23526,Determiners,0.004370012,K23526,LIWC
K23529,Determiners,0,K23529,LIWC
K23531,Determiners,0.005666139,K23531,LIWC
K23532,Determiners,0.001111632,K23532,LIWC
K23533,Determiners,0.021548251,K23533,LIWC
K23537,Determiners,0.000796145,K23537,LIWC
K23540,Determiners,0,K23540,LIWC
K23541,Determiners,0.011204013,K23541,LIWC
K23548,Determiners,0,K23548,LIWC
K23551,Determiners,0.03056411,K23551,LIWC
K23552,Determiners,0,K23552,LIWC
K23555,Determiners,0.004758478,K23555,LIWC
K23556,Determiners,0.015593857,K23556,LIWC
K23557,Determiners,0,K23557,LIWC
K23559,Determiners,0.003140527,K23559,LIWC
K23563,Determiners,0,K23563,LIWC
K23565,Determiners,0.012863952,K23565,LIWC
KTFG534,Determiners,0.000572943,KTFG534,LIWC
KTGF118,Determiners,8.88E-05,KTGF118,LIWC
KTGF120,Determiners,3.69E-05,KTGF120,LIWC
KTGF122,Determiners,0.010842185,KTGF122,LIWC
KTGF124,Determiners,0.004415347,KTGF124,LIWC
KTGF126,Determiners,0.005265509,KTGF126,LIWC
KTGF129,Determiners,0.023369016,KTGF129,LIWC
KTGF130,Determiners,0.002015685,KTGF130,LIWC
KTGF136,Determiners,0.022081823,KTGF136,LIWC
KTGF138,Determiners,0,KTGF138,LIWC
KTGF142,Determiners,0.00778107,KTGF142,LIWC
KTGF143,Determiners,0.000414263,KTGF143,LIWC
KTGF146,Determiners,0.005266669,KTGF146,LIWC
KTGF147,Determiners,0.000634407,KTGF147,LIWC
KTGF154,Determiners,0.013920263,KTGF154,LIWC
KTGF156,Determiners,0.003274733,KTGF156,LIWC
KTGF157,Determiners,0.002027451,KTGF157,LIWC
KTGF158,Determiners,0.000220768,KTGF158,LIWC
KTGF527,Determiners,0.000568989,KTGF527,LIWC
KTGF528,Determiners,0.000260933,KTGF528,LIWC
KTGF533,Determiners,0.001688389,KTGF533,LIWC
KTGF540,Determiners,0,KTGF540,LIWC
KTGF544,Determiners,0.001070005,KTGF544,LIWC
KTGF545,Determiners,0.004200194,KTGF545,LIWC
KTGF549,Determiners,0.002082,KTGF549,LIWC
KTGF550,Determiners,0.002149577,KTGF550,LIWC
KTGF553,Determiners,0.000259608,KTGF553,LIWC
KTGF556,Determiners,0.001720117,KTGF556,LIWC
KTGF557,Determiners,0.009195454,KTGF557,LIWC
KTGF561,Determiners,0.004100329,KTGF561,LIWC
KTGF562,Determiners,0.005209271,KTGF562,LIWC
KTGF565,Determiners,0.000573617,KTGF565,LIWC
KTGF570,Determiners,0,KTGF570,LIWC
KTGF572,Determiners,0.000456031,KTGF572,LIWC
K23101,Differentiation,0.00214624,K23101,LIWC
K23106,Differentiation,3.90E-06,K23106,LIWC
K23121,Differentiation,2.65E-09,K23121,LIWC
K23125,Differentiation,0.000195136,K23125,LIWC
K23128,Differentiation,0,K23128,LIWC
K23133,Differentiation,1.74E-06,K23133,LIWC
K23134,Differentiation,0,K23134,LIWC
K23145,Differentiation,0.00398874,K23145,LIWC
K23148,Differentiation,0.001053576,K23148,LIWC
K23153,Differentiation,0.001959913,K23153,LIWC
K23503,Differentiation,0.002171931,K23503,LIWC
K23509,Differentiation,0.004758492,K23509,LIWC
K23510,Differentiation,0.005280101,K23510,LIWC
K23529,Differentiation,0,K23529,LIWC
K23532,Differentiation,0.000843476,K23532,LIWC
K23537,Differentiation,0.002599001,K23537,LIWC
K23548,Differentiation,0.000139302,K23548,LIWC
K23552,Differentiation,0.00508618,K23552,LIWC
K23557,Differentiation,0.001703966,K23557,LIWC
K23565,Differentiation,0.001541383,K23565,LIWC
KTFG534,Differentiation,0.001654876,KTFG534,LIWC
KTGF118,Differentiation,0.001200647,KTGF118,LIWC
KTGF120,Differentiation,0.000247143,KTGF120,LIWC
KTGF124,Differentiation,0.01244061,KTGF124,LIWC
KTGF142,Differentiation,0,KTGF142,LIWC
KTGF143,Differentiation,8.33E-05,KTGF143,LIWC
KTGF147,Differentiation,0.000484926,KTGF147,LIWC
KTGF156,Differentiation,0.000732032,KTGF156,LIWC
KTGF527,Differentiation,0.007786717,KTGF527,LIWC
KTGF528,Differentiation,0.000468793,KTGF528,LIWC
KTGF544,Differentiation,0.00011232,KTGF544,LIWC
KTGF545,Differentiation,0.00092787,KTGF545,LIWC
KTGF549,Differentiation,0,KTGF549,LIWC
KTGF556,Differentiation,0,KTGF556,LIWC
KTGF561,Differentiation,0.000197581,KTGF561,LIWC
KTGF565,Differentiation,0.001253159,KTGF565,LIWC
K23125,Discrepancy,0.00064772,K23125,LIWC
K23129,Discrepancy,0.000216725,K23129,LIWC
K23133,Discrepancy,1.46E-06,K23133,LIWC
K23134,Discrepancy,0.001849241,K23134,LIWC
K23148,Discrepancy,0.000556119,K23148,LIWC
K23503,Discrepancy,0.00111887,K23503,LIWC
K23509,Discrepancy,0.002406941,K23509,LIWC
K23521,Discrepancy,0.001463179,K23521,LIWC
K23531,Discrepancy,8.45E-05,K23531,LIWC
K23532,Discrepancy,0,K23532,LIWC
K23537,Discrepancy,0.000581381,K23537,LIWC
K23548,Discrepancy,3.90E-05,K23548,LIWC
K23552,Discrepancy,0.000252609,K23552,LIWC
K23557,Discrepancy,0.001037742,K23557,LIWC
K23565,Discrepancy,0,K23565,LIWC
KTGF118,Discrepancy,0.002002796,KTGF118,LIWC
KTGF120,Discrepancy,4.47E-06,KTGF120,LIWC
KTGF142,Discrepancy,0.000495794,KTGF142,LIWC
KTGF143,Discrepancy,0,KTGF143,LIWC
