,Variable,Importance,Participant,nlp
K23128,Home,0.005093768,K23128,LIWC
KTGF540,Home,0.005139787,KTGF540,LIWC
KTGF533,Home,0.005149762,KTGF533,LIWC
K23126,Home,0.011981421,K23126,LIWC
KTGF129,Home,0.014221216,KTGF129,LIWC
K23122,Happy GPT,0,K23122,GPT
K23130,Happy GPT,0,K23130,GPT
K23134,Happy GPT,0,K23134,GPT
K23143,Happy GPT,0,K23143,GPT
K23153,Happy GPT,0,K23153,GPT
K23532,Happy GPT,0,K23532,GPT
K23540,Happy GPT,0,K23540,GPT
K23551,Happy GPT,0,K23551,GPT
K23552,Happy GPT,0,K23552,GPT
K23557,Happy GPT,0,K23557,GPT
KTGF120,Happy GPT,0,KTGF120,GPT
KTGF127,Happy GPT,0,KTGF127,GPT
KTGF138,Happy GPT,0,KTGF138,GPT
KTGF143,Happy GPT,0,KTGF143,GPT
KTGF146,Happy GPT,0,KTGF146,GPT
KTGF158,Happy GPT,0,KTGF158,GPT
KTGF527,Happy GPT,0,KTGF527,GPT
KTGF528,Happy GPT,0,KTGF528,GPT
KTGF549,Happy GPT,0,KTGF549,GPT
KTGF565,Happy GPT,0,KTGF565,GPT
K23104,Happy GPT,1.43E-19,K23104,GPT
K23121,Happy GPT,9.10E-19,K23121,GPT
KTGF129,Happy GPT,1.39E-09,KTGF129,GPT
KTGF142,Happy GPT,2.56E-06,KTGF142,GPT
KTGF148,Happy GPT,5.31E-06,KTGF148,GPT
KTGF136,Happy GPT,7.49E-06,KTGF136,GPT
K23147,Happy GPT,1.34E-05,K23147,GPT
KTGF118,Happy GPT,1.40E-05,KTGF118,GPT
K23529,Happy GPT,1.45E-05,K23529,GPT
K23129,Happy GPT,2.57E-05,K23129,GPT
K23144,Happy GPT,3.60E-05,K23144,GPT
KTGF533,Happy GPT,3.81E-05,KTGF533,GPT
K23133,Happy GPT,3.89E-05,K23133,GPT
KTGF545,Happy GPT,4.11E-05,KTGF545,GPT
K23106,Happy GPT,4.22E-05,K23106,GPT
K23142,Happy GPT,4.41E-05,K23142,GPT
K23503,Happy GPT,4.52E-05,K23503,GPT
KTGF556,Happy GPT,4.80E-05,KTGF556,GPT
K23107,Happy GPT,5.14E-05,K23107,GPT
K23150,Happy GPT,5.35E-05,K23150,GPT
K23533,Happy GPT,5.39E-05,K23533,GPT
KTGF130,Happy GPT,5.77E-05,KTGF130,GPT
KTGF570,Happy GPT,6.86E-05,KTGF570,GPT
K23125,Happy GPT,6.94E-05,K23125,GPT
K23126,Happy GPT,7.13E-05,K23126,GPT
KTGF154,Happy GPT,7.25E-05,KTGF154,GPT
K23120,Happy GPT,7.34E-05,K23120,GPT
K23508,Happy GPT,8.23E-05,K23508,GPT
K23156,Happy GPT,8.93E-05,K23156,GPT
KTGF544,Happy GPT,9.29E-05,KTGF544,GPT
KTGF562,Happy GPT,0.000138419,KTGF562,GPT
KTGF561,Happy GPT,0.000162744,KTGF561,GPT
KTGF153,Happy GPT,0.000171672,KTGF153,GPT
K23148,Happy GPT,0.000174223,K23148,GPT
K23101,Happy GPT,0.000198478,K23101,GPT
K23531,Happy GPT,0.000198651,K23531,GPT
K23136,Happy GPT,0.000200014,K23136,GPT
KTGF156,Happy GPT,0.000220599,KTGF156,GPT
K23131,Happy GPT,0.000231964,K23131,GPT
K23563,Happy GPT,0.000259592,K23563,GPT
KTGF553,Happy GPT,0.000278539,KTGF553,GPT
K23139,Happy GPT,0.000281721,K23139,GPT
KTGF125,Happy GPT,0.000324411,KTGF125,GPT
KTGF557,Happy GPT,0.000333533,KTGF557,GPT
K23502,Happy GPT,0.000369828,K23502,GPT
K23548,Happy GPT,0.000393274,K23548,GPT
KTGF124,Happy GPT,0.000415175,KTGF124,GPT
KTGF540,Happy GPT,0.000419057,KTGF540,GPT
KTGF157,Happy GPT,0.000435552,KTGF157,GPT
K23109,Happy GPT,0.000445615,K23109,GPT
KTGF147,Happy GPT,0.000448001,KTGF147,GPT
K23556,Happy GPT,0.000470139,K23556,GPT
KTGF126,Happy GPT,0.000499772,KTGF126,GPT
K23509,Happy GPT,0.000519954,K23509,GPT
K23526,Happy GPT,0.000534309,K23526,GPT
KTFG534,Happy GPT,0.000599288,KTFG534,GPT
K23517,Happy GPT,0.000668369,K23517,GPT
K23117,Happy GPT,0.000728788,K23117,GPT
K23507,Happy GPT,0.000742825,K23507,GPT
K23115,Happy GPT,0.000779976,K23115,GPT
K23536,Happy GPT,0.000845181,K23536,GPT
K23128,Happy GPT,0.000850743,K23128,GPT
K23559,Happy GPT,0.000887153,K23559,GPT
K23145,Happy GPT,0.000951191,K23145,GPT
KTGF550,Happy GPT,0.000960273,KTGF550,GPT
K23565,Happy GPT,0.001045776,K23565,GPT
KTGF122,Happy GPT,0.00120951,KTGF122,GPT
K23537,Happy GPT,0.001378827,K23537,GPT
K23555,Happy GPT,0.001558195,K23555,GPT
K23114,Happy GPT,0.002132174,K23114,GPT
K23541,Happy GPT,0.002323068,K23541,GPT
K23521,Happy GPT,0.002581043,K23521,GPT
K23510,Happy GPT,0.002608222,K23510,GPT
K23114,Function,0,K23114,LIWC
K23122,Function,0,K23122,LIWC
K23128,Function,0,K23128,LIWC
K23130,Function,0,K23130,LIWC
K23133,Function,0,K23133,LIWC
K23136,Function,0,K23136,LIWC
K23147,Function,0,K23147,LIWC
K23503,Function,0,K23503,LIWC
K23508,Function,0,K23508,LIWC
K23529,Function,0,K23529,LIWC
K23532,Function,0,K23532,LIWC
K23536,Function,0,K23536,LIWC
K23540,Function,0,K23540,LIWC
K23552,Function,0,K23552,LIWC
K23557,Function,0,K23557,LIWC
KTGF124,Function,0,KTGF124,LIWC
KTGF127,Function,0,KTGF127,LIWC
KTGF136,Function,0,KTGF136,LIWC
KTGF138,Function,0,KTGF138,LIWC
KTGF146,Function,0,KTGF146,LIWC
KTGF528,Function,0,KTGF528,LIWC
KTGF549,Function,0,KTGF549,LIWC
K23121,Function,2.76E-06,K23121,LIWC
KTGF158,Function,7.42E-06,KTGF158,LIWC
KTGF118,Function,1.31E-05,KTGF118,LIWC
K23548,Function,1.96E-05,K23548,LIWC
KTGF572,Function,2.13E-05,KTGF572,LIWC
KTGF527,Function,2.15E-05,KTGF527,LIWC
K23129,Function,3.29E-05,K23129,LIWC
K23107,Function,3.56E-05,K23107,LIWC
K23115,Function,4.18E-05,K23115,LIWC
K23156,Function,4.70E-05,K23156,LIWC
K23145,Function,4.80E-05,K23145,LIWC
K23106,Function,7.86E-05,K23106,LIWC
K23555,Function,0.000129994,K23555,LIWC
K23126,Function,0.000188047,K23126,LIWC
KTGF143,Function,0.000209673,KTGF143,LIWC
K23134,Function,0.000210442,K23134,LIWC
K23150,Function,0.00021117,K23150,LIWC
K23541,Function,0.000275028,K23541,LIWC
KTGF561,Function,0.000388794,KTGF561,LIWC
KTGF556,Function,0.000509336,KTGF556,LIWC
KTGF120,Function,0.000563394,KTGF120,LIWC
K23153,Function,0.000713696,K23153,LIWC
KTGF540,Function,0.000714709,KTGF540,LIWC
K23117,Function,0.000816065,K23117,LIWC
K23109,Function,0.000933718,K23109,LIWC
K23556,Function,0.000941165,K23556,LIWC
K23148,Function,0.001105925,K23148,LIWC
K23125,Function,0.001327039,K23125,LIWC
KTGF142,Function,0.00134825,KTGF142,LIWC
KTGF154,Function,0.001720474,KTGF154,LIWC
K23510,Function,0.002021935,K23510,LIWC
KTGF125,Function,0.002128175,KTGF125,LIWC
KTGF156,Function,0.002147314,KTGF156,LIWC
K23139,Function,0.002168058,K23139,LIWC
K23551,Function,0.002173634,K23551,LIWC
KTGF553,Function,0.002889851,KTGF553,LIWC
KTGF122,Function,0.002901473,KTGF122,LIWC
KTGF557,Function,0.003321728,KTGF557,LIWC
K23509,Function,0.003384846,K23509,LIWC
K23143,Function,0.005265548,K23143,LIWC
KTGF544,Function,0.005336172,KTGF544,LIWC
K23565,Function,0.005674431,K23565,LIWC
K23104,Function,0.006086619,K23104,LIWC
K23120,Function,0.006169575,K23120,LIWC
KTGF148,Function,0.006193478,KTGF148,LIWC
KTGF565,Function,0.006195159,KTGF565,LIWC
K23563,Function,0.006711709,K23563,LIWC
K23144,Function,0.007274322,K23144,LIWC
K23101,Function,0.007810098,K23101,LIWC
K23507,Function,0.00794508,K23507,LIWC
KTGF545,Function,0.008601973,KTGF545,LIWC
KTGF157,Function,0.008713605,KTGF157,LIWC
K23131,Function,0.00927476,K23131,LIWC
KTFG534,Function,0.009430734,KTFG534,LIWC
KTGF533,Function,0.009749953,KTGF533,LIWC
KTGF550,Function,0.010287074,KTGF550,LIWC
K23537,Function,0.01033191,K23537,LIWC
K23142,Function,0.012169797,K23142,LIWC
KTGF153,Function,0.019216821,KTGF153,LIWC
KTGF562,Function,0.025373533,KTGF562,LIWC
KTGF147,Function,0.030719797,KTGF147,LIWC
K23533,Function,0.035306359,K23533,LIWC
KTGF130,Function,0.03879425,KTGF130,LIWC
K23521,Function,0.038920011,K23521,LIWC
K23531,Function,0.042739705,K23531,LIWC
K23559,Function,0.045516762,K23559,LIWC
KTGF129,Function,0.045989376,KTGF129,LIWC
KTGF570,Function,0.06977443,KTGF570,LIWC
K23517,Function,0.079471853,K23517,LIWC
KTGF126,Function,0.088765685,KTGF126,LIWC
K23526,Function,0.100537041,K23526,LIWC
K23502,Function,0.165744232,K23502,LIWC
K23130,Friend,0,K23130,LIWC
K23147,Friend,0,K23147,LIWC
K23153,Friend,0,K23153,LIWC
K23529,Friend,0,K23529,LIWC
K23532,Friend,0,K23532,LIWC
K23548,Friend,0,K23548,LIWC
KTGF138,Friend,0,KTGF138,LIWC
KTGF533,Friend,0,KTGF533,LIWC
KTGF549,Friend,0,KTGF549,LIWC
K23536,Friend,1.97E-07,K23536,LIWC
K23565,Friend,3.38E-06,K23565,LIWC
KTGF142,Friend,3.47E-06,KTGF142,LIWC
K23106,Friend,1.34E-05,K23106,LIWC
KTGF153,Friend,2.01E-05,KTGF153,LIWC
KTGF565,Friend,2.56E-05,KTGF565,LIWC
KTGF120,Friend,3.50E-05,KTGF120,LIWC
K23150,Friend,4.70E-05,K23150,LIWC
KTGF143,Friend,5.08E-05,KTGF143,LIWC
K23555,Friend,7.00E-05,K23555,LIWC
KTGF528,Friend,0.000175416,KTGF528,LIWC
K23125,Friend,0.000246251,K23125,LIWC
KTGF146,Friend,0.000356083,KTGF146,LIWC
K23133,Friend,0.000413407,K23133,LIWC
K23551,Friend,0.000462032,K23551,LIWC
KTGF156,Friend,0.000487478,KTGF156,LIWC
KTGF124,Friend,0.000630135,KTGF124,LIWC
K23541,Friend,0.00065438,K23541,LIWC
K23101,Friend,0.000824934,K23101,LIWC
KTGF562,Friend,0.000932818,KTGF562,LIWC
K23148,Friend,0.001022785,K23148,LIWC
K23128,Friend,0.001042723,K23128,LIWC
K23121,Friend,0.001071067,K23121,LIWC
KTGF118,Friend,0.001258173,KTGF118,LIWC
K23533,Friend,0.001527862,K23533,LIWC
K23531,Friend,0.002196614,K23531,LIWC
K23559,Friend,0.002411393,K23559,LIWC
KTGF550,Friend,0.002856466,KTGF550,LIWC
KTGF561,Friend,0.003067136,KTGF561,LIWC
KTGF557,Friend,0.004985391,KTGF557,LIWC
K23117,Friend,0.009071512,K23117,LIWC
K23526,Friend,0.013765365,K23526,LIWC
K23128,Food,0,K23128,LIWC
K23136,Food,0,K23136,LIWC
K23147,Food,0,K23147,LIWC
K23529,Food,0,K23529,LIWC
K23531,Food,0,K23531,LIWC
K23532,Food,0,K23532,LIWC
KTGF138,Food,0,KTGF138,LIWC
KTGF142,Food,0,KTGF142,LIWC
KTGF528,Food,0,KTGF528,LIWC
K23536,Food,1.49E-07,K23536,LIWC
KTGF143,Food,1.29E-06,KTGF143,LIWC
KTGF533,Food,9.04E-06,KTGF533,LIWC
K23107,Food,1.32E-05,K23107,LIWC
K23133,Food,1.89E-05,K23133,LIWC
K23115,Food,2.40E-05,K23115,LIWC
K23552,Food,3.31E-05,K23552,LIWC
KTGF118,Food,6.15E-05,KTGF118,LIWC
K23134,Food,6.35E-05,K23134,LIWC
K23125,Food,8.49E-05,K23125,LIWC
KTGF562,Food,9.41E-05,KTGF562,LIWC
KTGF148,Food,0.000128142,KTGF148,LIWC
K23555,Food,0.000140901,K23555,LIWC
KTGF565,Food,0.000221395,KTGF565,LIWC
KTGF549,Food,0.000264591,KTGF549,LIWC
K23122,Food,0.000266307,K23122,LIWC
KTGF572,Food,0.000267102,KTGF572,LIWC
K23104,Food,0.000343497,K23104,LIWC
KTGF561,Food,0.000377478,KTGF561,LIWC
K23537,Food,0.000442891,K23537,LIWC
KTGF158,Food,0.000644862,KTGF158,LIWC
KTGF120,Food,0.000761503,KTGF120,LIWC
KTGF544,Food,0.000776662,KTGF544,LIWC
K23153,Food,0.00116345,K23153,LIWC
K23503,Food,0.001187349,K23503,LIWC
KTGF147,Food,0.001250635,KTGF147,LIWC
K23145,Food,0.001427585,K23145,LIWC
KTGF553,Food,0.001432831,KTGF553,LIWC
K23148,Food,0.00149613,K23148,LIWC
K23150,Food,0.001625034,K23150,LIWC
KTGF556,Food,0.001834088,KTGF556,LIWC
K23508,Food,0.001876483,K23508,LIWC
K23144,Food,0.002284471,K23144,LIWC
K23101,Food,0.002400648,K23101,LIWC
K23109,Food,0.002426793,K23109,LIWC
K23559,Food,0.002681759,K23559,LIWC
K23106,Food,0.002764979,K23106,LIWC
KTGF146,Food,0.003022546,KTGF146,LIWC
K23131,Food,0.003174132,K23131,LIWC
KTGF154,Food,0.003490685,KTGF154,LIWC
KTGF126,Food,0.003613295,KTGF126,LIWC
K23120,Food,0.003619813,K23120,LIWC
K23556,Food,0.003781307,K23556,LIWC
K23509,Food,0.003787598,K23509,LIWC
K23533,Food,0.00612342,K23533,LIWC
KTGF122,Food,0.007099841,KTGF122,LIWC
K23507,Food,0.007935814,K23507,LIWC
K23502,Food,0.009795809,K23502,LIWC
K23126,Food,0.010621084,K23126,LIWC
KTGF570,Food,0.013177209,KTGF570,LIWC
KTGF550,Food,0.015133458,KTGF550,LIWC
K23139,Food,0.01542644,K23139,LIWC
KTGF545,Food,0.021234142,KTGF545,LIWC
K23517,Food,0.021360656,K23517,LIWC
K23117,Food,0.034663135,K23117,LIWC
K23147,FocusPresent,0,K23147,LIWC
K23148,FocusPresent,0,K23148,LIWC
KTGF124,FocusPresent,0,KTGF124,LIWC
KTGF142,FocusPresent,0,KTGF142,LIWC
KTGF549,FocusPresent,0,KTGF549,LIWC
K23136,FocusPresent,1.82E-05,K23136,LIWC
KTGF125,FocusPresent,5.55E-05,KTGF125,LIWC
KTGF120,FocusPresent,9.88E-05,KTGF120,LIWC
K23510,FocusPresent,0.000110217,K23510,LIWC
KTGF118,FocusPresent,0.000114407,KTGF118,LIWC
K23536,FocusPresent,0.000161067,K23536,LIWC
KTGF122,FocusPresent,0.000166507,KTGF122,LIWC
KTGF146,FocusPresent,0.000193146,KTGF146,LIWC
K23565,FocusPresent,0.000204816,K23565,LIWC
KTGF157,FocusPresent,0.000217272,KTGF157,LIWC
KTGF156,FocusPresent,0.000238771,KTGF156,LIWC
KTGF130,FocusPresent,0.000246431,KTGF130,LIWC
KTGF148,FocusPresent,0.000291177,KTGF148,LIWC
K23125,FocusPresent,0.000306952,K23125,LIWC
KTGF528,FocusPresent,0.000312852,KTGF528,LIWC
K23532,FocusPresent,0.00036052,K23532,LIWC
K23503,FocusPresent,0.000369955,K23503,LIWC
K23555,FocusPresent,0.00038611,K23555,LIWC
KTGF158,FocusPresent,0.0004304,KTGF158,LIWC
K23128,FocusPresent,0.000459698,K23128,LIWC
KTGF143,FocusPresent,0.00061474,KTGF143,LIWC
K23540,FocusPresent,0.000917515,K23540,LIWC
K23120,FocusPresent,0.000949369,K23120,LIWC
K23133,FocusPresent,0.000990155,K23133,LIWC
K23101,FocusPresent,0.001019256,K23101,LIWC
KTGF556,FocusPresent,0.001058469,KTGF556,LIWC
KTGF553,FocusPresent,0.001117445,KTGF553,LIWC
K23552,FocusPresent,0.001273248,K23552,LIWC
K23145,FocusPresent,0.001392759,K23145,LIWC
K23134,FocusPresent,0.001407334,K23134,LIWC
KTGF533,FocusPresent,0.001500754,KTGF533,LIWC
K23106,FocusPresent,0.002293383,K23106,LIWC
KTFG534,FocusPresent,0.002307692,KTFG534,LIWC
KTGF557,FocusPresent,0.003121888,KTGF557,LIWC
K23548,FocusPresent,0.003336749,K23548,LIWC
K23126,FocusPresent,0.003677846,K23126,LIWC
K23521,FocusPresent,0.004110495,K23521,LIWC
K23557,FocusPresent,0.004293764,K23557,LIWC
K23526,FocusPresent,0.004295669,K23526,LIWC
K23509,FocusPresent,0.004383052,K23509,LIWC
KTGF527,FocusPresent,0.004896277,KTGF527,LIWC
K23537,FocusPresent,0.005049854,K23537,LIWC
K23517,FocusPresent,0.006041855,K23517,LIWC
KTGF545,FocusPresent,0.006380036,KTGF545,LIWC
KTGF544,FocusPresent,0.007194906,KTGF544,LIWC
K23117,FocusPresent,0.019073394,K23117,LIWC
K23563,FocusPresent,0.071643659,K23563,LIWC
K23130,FocusPast,0,K23130,LIWC
K23134,FocusPast,0,K23134,LIWC
K23147,FocusPast,0,K23147,LIWC
K23148,FocusPast,0,K23148,LIWC
K23532,FocusPast,0,K23532,LIWC
K23540,FocusPast,0,K23540,LIWC
KTGF118,FocusPast,0,KTGF118,LIWC
KTGF138,FocusPast,0,KTGF138,LIWC
KTGF142,FocusPast,0,KTGF142,LIWC
KTGF143,FocusPast,0,KTGF143,LIWC
KTGF528,FocusPast,0,KTGF528,LIWC
KTGF540,FocusPast,0,KTGF540,LIWC
KTGF565,FocusPast,0,KTGF565,LIWC
K23145,FocusPast,1.07E-06,K23145,LIWC
K23128,FocusPast,7.66E-06,K23128,LIWC
K23529,FocusPast,2.72E-05,K23529,LIWC
K23144,FocusPast,7.55E-05,K23144,LIWC
KTGF561,FocusPast,9.25E-05,KTGF561,LIWC
KTGF572,FocusPast,9.94E-05,KTGF572,LIWC
KTGF556,FocusPast,0.000134933,KTGF556,LIWC
K23126,FocusPast,0.000140282,K23126,LIWC
K23521,FocusPast,0.000144769,K23521,LIWC
K23150,FocusPast,0.000146113,K23150,LIWC
KTGF557,FocusPast,0.000161173,KTGF557,LIWC
K23121,FocusPast,0.000256125,K23121,LIWC
K23556,FocusPast,0.00029061,K23556,LIWC
K23139,FocusPast,0.000298558,K23139,LIWC
KTGF153,FocusPast,0.000319455,KTGF153,LIWC
KTGF158,FocusPast,0.000378969,KTGF158,LIWC
K23101,FocusPast,0.00039417,K23101,LIWC
KTGF156,FocusPast,0.000397934,KTGF156,LIWC
K23557,FocusPast,0.00052053,K23557,LIWC
K23541,FocusPast,0.000540813,K23541,LIWC
KTGF549,FocusPast,0.000569748,KTGF549,LIWC
K23502,FocusPast,0.00057313,K23502,LIWC
K23508,FocusPast,0.000594338,K23508,LIWC
K23122,FocusPast,0.0006423,K23122,LIWC
KTGF527,FocusPast,0.000662996,KTGF527,LIWC
K23133,FocusPast,0.000757246,K23133,LIWC
K23125,FocusPast,0.000771134,K23125,LIWC
K23143,FocusPast,0.00077838,K23143,LIWC
K23109,FocusPast,0.000833119,K23109,LIWC
KTGF562,FocusPast,0.001109969,KTGF562,LIWC
KTGF544,FocusPast,0.001130204,KTGF544,LIWC
K23565,FocusPast,0.001245155,K23565,LIWC
KTGF148,FocusPast,0.001285534,KTGF148,LIWC
K23153,FocusPast,0.001337476,K23153,LIWC
K23548,FocusPast,0.001449275,K23548,LIWC
K23107,FocusPast,0.001804874,K23107,LIWC
K23552,FocusPast,0.00184683,K23552,LIWC
KTGF120,FocusPast,0.001991725,KTGF120,LIWC
KTGF125,FocusPast,0.002056853,KTGF125,LIWC
K23129,FocusPast,0.002110472,K23129,LIWC
K23503,FocusPast,0.002201518,K23503,LIWC
K23106,FocusPast,0.002421924,K23106,LIWC
K23156,FocusPast,0.002489973,K23156,LIWC
K23537,FocusPast,0.002687742,K23537,LIWC
K23563,FocusPast,0.002700428,K23563,LIWC
K23131,FocusPast,0.002713217,K23131,LIWC
K23555,FocusPast,0.002851087,K23555,LIWC
K23507,FocusPast,0.002922284,K23507,LIWC
K23509,FocusPast,0.003050824,K23509,LIWC
K23510,FocusPast,0.003249474,K23510,LIWC
KTGF570,FocusPast,0.003330297,KTGF570,LIWC
K23526,FocusPast,0.003428635,K23526,LIWC
KTGF122,FocusPast,0.003535791,KTGF122,LIWC
KTGF146,FocusPast,0.005003098,KTGF146,LIWC
K23136,FocusPast,0.005064723,K23136,LIWC
KTGF147,FocusPast,0.006042964,KTGF147,LIWC
KTGF533,FocusPast,0.006679905,KTGF533,LIWC
KTGF553,FocusPast,0.006903784,KTGF553,LIWC
KTGF545,FocusPast,0.00772123,KTGF545,LIWC
K23115,FocusPast,0.007842046,K23115,LIWC
K23517,FocusPast,0.009378633,K23517,LIWC
KTFG534,FocusPast,0.014776109,KTFG534,LIWC
KTGF124,FocusPast,0.022725627,KTGF124,LIWC
K23551,FocusPast,0.055187717,K23551,LIWC
K23128,FocusFuture,0,K23128,LIWC
K23134,FocusFuture,0,K23134,LIWC
K23147,FocusFuture,0,K23147,LIWC
K23532,FocusFuture,0,K23532,LIWC
KTGF120,FocusFuture,0,KTGF120,LIWC
KTGF533,FocusFuture,0,KTGF533,LIWC
KTGF549,FocusFuture,0,KTGF549,LIWC
KTGF158,FocusFuture,7.09E-06,KTGF158,LIWC
K23115,FocusFuture,9.92E-06,K23115,LIWC
KTGF118,FocusFuture,0.000111651,KTGF118,LIWC
K23533,FocusFuture,0.000133847,K23533,LIWC
K23148,FocusFuture,0.000168164,K23148,LIWC
KTGF565,FocusFuture,0.000174656,KTGF565,LIWC
K23541,FocusFuture,0.000194426,K23541,LIWC
KTGF129,FocusFuture,0.000200754,KTGF129,LIWC
KTGF570,FocusFuture,0.000242098,KTGF570,LIWC
KTGF527,FocusFuture,0.000247826,KTGF527,LIWC
KTGF142,FocusFuture,0.000304146,KTGF142,LIWC
K23121,FocusFuture,0.000452119,K23121,LIWC
K23101,FocusFuture,0.000599341,K23101,LIWC
K23540,FocusFuture,0.000605727,K23540,LIWC
KTGF143,FocusFuture,0.000629303,KTGF143,LIWC
K23510,FocusFuture,0.000875806,K23510,LIWC
KTGF156,FocusFuture,0.000911497,KTGF156,LIWC
K23104,FocusFuture,0.000968418,K23104,LIWC
K23536,FocusFuture,0.00099438,K23536,LIWC
KTGF136,FocusFuture,0.001028349,KTGF136,LIWC
K23521,FocusFuture,0.001044396,K23521,LIWC
KTGF556,FocusFuture,0.001103853,KTGF556,LIWC
KTGF528,FocusFuture,0.001121229,KTGF528,LIWC
K23548,FocusFuture,0.001311015,K23548,LIWC
K23557,FocusFuture,0.001314489,K23557,LIWC
K23565,FocusFuture,0.001378588,K23565,LIWC
K23130,FocusFuture,0.001433782,K23130,LIWC
KTGF147,FocusFuture,0.001531706,KTGF147,LIWC
K23156,FocusFuture,0.001749341,K23156,LIWC
K23502,FocusFuture,0.001753188,K23502,LIWC
KTGF153,FocusFuture,0.002066308,KTGF153,LIWC
K23508,FocusFuture,0.002175033,K23508,LIWC
KTGF127,FocusFuture,0.002339836,KTGF127,LIWC
KTGF138,FocusFuture,0.002380212,KTGF138,LIWC
KTGF561,FocusFuture,0.002587754,KTGF561,LIWC
KTFG534,FocusFuture,0.002714136,KTFG534,LIWC
K23529,FocusFuture,0.00289006,K23529,LIWC
K23125,FocusFuture,0.002949293,K23125,LIWC
KTGF544,FocusFuture,0.003198353,KTGF544,LIWC
K23531,FocusFuture,0.003438388,K23531,LIWC
K23136,FocusFuture,0.003840267,K23136,LIWC
K23537,FocusFuture,0.005149153,K23537,LIWC
K23509,FocusFuture,0.007686968,K23509,LIWC
KTGF557,FocusFuture,0.01181209,KTGF557,LIWC
K23551,FocusFuture,0.012035879,K23551,LIWC
KTGF545,FocusFuture,0.012458259,KTGF545,LIWC
KTGF126,FocusFuture,0.016249806,KTGF126,LIWC
K23503,FocusFuture,0.018726735,K23503,LIWC
KTGF130,FocusFuture,0.030438792,KTGF130,LIWC
K23136,Female,0,K23136,LIWC
K23147,Female,0,K23147,LIWC
K23540,Female,0,K23540,LIWC
KTGF549,Female,0,KTGF549,LIWC
KTGF565,Female,0,KTGF565,LIWC
KTGF143,Female,1.20E-05,KTGF143,LIWC
K23134,Female,1.51E-05,K23134,LIWC
K23503,Female,3.33E-05,K23503,LIWC
K23529,Female,6.11E-05,K23529,LIWC
KTGF118,Female,0.000193799,KTGF118,LIWC
KTGF156,Female,0.000271963,KTGF156,LIWC
K23150,Female,0.000474412,K23150,LIWC
KTGF544,Female,0.000492425,KTGF544,LIWC
K23133,Female,0.000689913,K23133,LIWC
K23537,Female,0.00111654,K23537,LIWC
KTGF148,Female,0.001187453,KTGF148,LIWC
K23144,Female,0.001236659,K23144,LIWC
K23552,Female,0.001572885,K23552,LIWC
KTGF122,Female,0.001704508,KTGF122,LIWC
K23148,Female,0.002417725,K23148,LIWC
KTGF556,Female,0.002739918,KTGF556,LIWC
KTGF527,Female,0.003504587,KTGF527,LIWC
KTGF147,Female,0.006115377,KTGF147,LIWC
K23526,Female,0.009932778,K23526,LIWC
K23128,Feeling,0,K23128,LIWC
K23153,Feeling,0,K23153,LIWC
K23529,Feeling,0,K23529,LIWC
K23531,Feeling,0,K23531,LIWC
KTGF138,Feeling,0,KTGF138,LIWC
KTGF556,Feeling,1.41E-05,KTGF556,LIWC
K23556,Feeling,3.83E-05,K23556,LIWC
KTGF544,Feeling,7.52E-05,KTGF544,LIWC
K23503,Feeling,8.37E-05,K23503,LIWC
KTGF143,Feeling,0.000153283,KTGF143,LIWC
K23526,Feeling,0.000261792,K23526,LIWC
K23134,Feeling,0.000343041,K23134,LIWC
K23131,Feeling,0.000399504,K23131,LIWC
KTGF148,Feeling,0.000437164,KTGF148,LIWC
KTGF120,Feeling,0.000485303,KTGF120,LIWC
KTGF528,Feeling,0.000644889,KTGF528,LIWC
K23532,Feeling,0.000847606,K23532,LIWC
K23109,Feeling,0.001214904,K23109,LIWC
K23540,Feeling,0.003653906,K23540,LIWC
KTGF553,Feeling,0.004454353,KTGF553,LIWC
K23521,Feeling,0.005541812,K23521,LIWC
K23559,Feeling,0.019810782,K23559,LIWC
K23134,Family,0,K23134,LIWC
KTGF528,Family,0,KTGF528,LIWC
KTGF549,Family,0,KTGF549,LIWC
K23147,Family,5.10E-06,K23147,LIWC
KTGF136,Family,5.70E-06,KTGF136,LIWC
KTGF143,Family,1.69E-05,KTGF143,LIWC
KTGF527,Family,3.32E-05,KTGF527,LIWC
K23503,Family,5.45E-05,K23503,LIWC
K23529,Family,5.63E-05,K23529,LIWC
K23540,Family,7.21E-05,K23540,LIWC
K23508,Family,7.82E-05,K23508,LIWC
K23537,Family,0.000232597,K23537,LIWC
K23136,Family,0.00025646,K23136,LIWC
K23150,Family,0.000290371,K23150,LIWC
K23565,Family,0.000316495,K23565,LIWC
KTGF158,Family,0.000325308,KTGF158,LIWC
K23548,Family,0.000366737,K23548,LIWC
KTGF156,Family,0.000652924,KTGF156,LIWC
K23133,Family,0.000768062,K23133,LIWC
KTGF572,Family,0.000774783,KTGF572,LIWC
K23125,Family,0.000971436,K23125,LIWC
KTGF147,Family,0.000990372,KTGF147,LIWC
KTGF544,Family,0.000997856,KTGF544,LIWC
K23521,Family,0.001073922,K23521,LIWC
K23128,Family,0.001285487,K23128,LIWC
KTGF565,Family,0.001375481,KTGF565,LIWC
K23526,Family,0.001518442,K23526,LIWC
KTGF561,Family,0.001551204,KTGF561,LIWC
KTGF556,Family,0.001742405,KTGF556,LIWC
KTGF118,Family,0.001792175,KTGF118,LIWC
K23541,Family,0.002253145,K23541,LIWC
KTGF148,Family,0.005340398,KTGF148,LIWC
