"","NA_Ratings","Predicted_Estimates","Participant","Time"
"K23104.19",0,0.004,"K23104",19
"K23104.20",0,0.0076,"K23104",20
"K23104.21",0,0.0035,"K23104",21
"K23104.22",0,0.011,"K23104",22
"K23104.23",0,-3.52495810318487e-18,"K23104",23
"K23104.24",0,0.0155666666666667,"K23104",24
"K23104.25",0,0.009,"K23104",25
"K23104.26",0,0.2572,"K23104",26
"K23104.27",0,-3.34454686168328e-18,"K23104",27
"K23104.28",0,0.138733333333333,"K23104",28
"K23104.29",0,-2.04003480774873e-18,"K23104",29
"K23104.30",0,0.0121,"K23104",30
"K23104.31",0,0.0265,"K23104",31
"K23104.32",0,0.00733333333333333,"K23104",32
"K23104.33",0,0.006,"K23104",33
"K23104.34",0,0.0105,"K23104",34
"K23104.35",0,0.00733333333333333,"K23104",35
"K23104.36",0,0.002,"K23104",36
"K23104.37",0,-1.14491749414469e-18,"K23104",37
"K23104.38",0,-1.02695629777827e-18,"K23104",38
"K23104.39",0,-7.56339435525888e-19,"K23104",39
"K23104.40",1,0.134,"K23104",40
"K23104.41",1,-8.39606162372775e-19,"K23104",41
"K23104.42",0,0.0213333333333333,"K23104",42
"K23104.43",0,-1.0547118733939e-18,"K23104",43
"K23104.44",0,0.00866666666666667,"K23104",44
"K23104.45",0,-1.09634523681734e-18,"K23104",45
"K23104.46",0,0.000399999999999998,"K23104",46
"K23104.47",0,0.011,"K23104",47
"K23104.48",0,0.052,"K23104",48
"K23104.49",0,-3.08086889333481e-18,"K23104",49
"K23104.50",0,0.004,"K23104",50
"K23104.51",0,0.176366666666667,"K23104",51
"K23104.52",0,0.0024,"K23104",52
"K23104.53",0,0.004,"K23104",53
"K23104.54",0,0.002,"K23104",54
"K23104.55",0,0.0636272727272727,"K23104",55
"K23104.56",0,0.230133333333333,"K23104",56
"K23104.57",0,0.0156444444444444,"K23104",57
"K23104.58",0,0.0119666666666667,"K23104",58
"K23104.59",0,0.0194891402714932,"K23104",59
"K23104.60",0,0.0173333333333333,"K23104",60
"K23104.61",0,0.0191686274509804,"K23104",61
"K23104.62",0,0.0263916666666667,"K23104",62
"K23104.63",0,0.0633527777777778,"K23104",63
"K23104.64",1,0.109990476190476,"K23104",64
"K23104.65",0,0.1002,"K23104",65
"K23104.66",0,0.0172666666666667,"K23104",66
"K23104.67",0,0.00550952380952381,"K23104",67
"K23104.68",0,0.0268761904761905,"K23104",68
"K23104.69",0,0.0277,"K23104",69
"K23104.70",0,0.0273023809523809,"K23104",70
"K23104.71",0,0.0385333333333333,"K23104",71
"K23104.72",0,0.00667619047619048,"K23104",72
"K23104.73",0,0.0455714285714286,"K23104",73
"K23104.74",0,0.059976026272578,"K23104",74
"K23104.75",0,0.0149045977011494,"K23104",75
"K23104.76",1,0.0838333333333333,"K23104",76
"K23104.77",0,0.0211093596059113,"K23104",77
"K23104.78",0,0.0248379310344828,"K23104",78
"K23104.79",0,0.007276026272578,"K23104",79
"K23104.80",0,0.00640935960591133,"K23104",80
"K23104.81",0,0.00494269293924466,"K23104",81
"K23104.82",0,0.0149333333333333,"K23104",82
"K23104.83",0,0.004,"K23104",83
"K23104.84",0,0.226533333333333,"K23104",84
"K23104.85",0,0.192366666666667,"K23104",85
"K23104.86",0,-3.71924713249427e-18,"K23104",86
"K23104.87",0,-3.7470027081099e-18,"K23104",87
"K23104.88",0,0.000899999999999997,"K23104",88
"K23104.89",0,0.0145333333333333,"K23104",89
"K23104.90",0,0.01,"K23104",90
"K23106.1",0,0.0250666666666667,"K23106",1
"K23106.2",0,0.0356,"K23106",2
"K23106.3",0,0.0562333333333333,"K23106",3
"K23106.4",0,0.0627333333333333,"K23106",4
"K23106.5",0,0.0722666666666666,"K23106",5
"K23106.6",0,0.0821666666666667,"K23106",6
"K23106.7",0,0.0496333333333333,"K23106",7
"K23106.8",0,0.0191666666666667,"K23106",8
"K23106.9",0,0.0445333333333333,"K23106",9
"K23106.10",0,0.0486333333333333,"K23106",10
"K23106.11",0,0.008,"K23106",11
"K23106.12",0,0.072,"K23106",12
"K23106.13",0,0.002,"K23106",13
"K23106.14",0,0.008,"K23106",14
"K23106.15",1,0.002,"K23106",15
"K23106.16",0,0.004,"K23106",16
"K23106.17",0,0.0879,"K23106",17
"K23106.18",0,0.113466666666667,"K23106",18
"K23106.19",0,0.0697333333333333,"K23106",19
"K23106.20",0,0.0291,"K23106",20
"K23106.21",0,0.0492714285714286,"K23106",21
"K23106.22",0,0.0623333333333333,"K23106",22
"K23106.23",0,0.296166666666667,"K23106",23
"K23106.24",0,0.123333333333333,"K23106",24
"K23106.25",0,0.237166666666667,"K23106",25
"K23106.26",0,0.0564333333333333,"K23106",26
"K23106.27",0,0.0244,"K23106",27
"K23106.28",0,0.048,"K23106",28
"K23106.29",0,0.0315333333333333,"K23106",29
"K23106.30",0,0.0707333333333333,"K23106",30
"K23106.31",0,0.1512,"K23106",31
"K23106.32",0,0.0912,"K23106",32
"K23106.33",1,0.0196666666666667,"K23106",33
"K23106.34",0,0.0363666666666667,"K23106",34
"K23106.35",0,0.0348666666666667,"K23106",35
"K23106.36",0,0.0214333333333333,"K23106",36
"K23106.37",1,0.0262,"K23106",37
"K23106.38",0,0.0608,"K23106",38
"K23106.39",0,0.0493,"K23106",39
"K23106.40",0,0.0775333333333333,"K23106",40
"K23106.41",0,0.0426333333333333,"K23106",41
"K23106.42",0,0.0542333333333333,"K23106",42
"K23106.43",0,0.0271666666666667,"K23106",43
"K23106.44",0,0.1815,"K23106",44
"K23106.45",0,0,"K23106",45
"K23106.46",0,0.311,"K23106",46
"K23106.47",0,0.00336666666666667,"K23106",47
"K23106.48",0,0.004,"K23106",48
"K23106.49",0,0.223333333333333,"K23106",49
"K23106.50",0,0.0278,"K23106",50
"K23106.51",0,0.208866666666667,"K23106",51
"K23106.52",0,0.170466666666667,"K23106",52
"K23107.1",0,0.136933333333333,"K23107",1
"K23107.2",0,0.175866666666667,"K23107",2
"K23107.3",0,0.147233333333333,"K23107",3
"K23107.4",0,0.2331,"K23107",4
"K23107.5",0,0.279047619047619,"K23107",5
"K23107.6",0,0.207866666666667,"K23107",6
"K23107.7",0,0.0910333333333333,"K23107",7
"K23107.8",1,0.1285,"K23107",8
"K23107.9",0,0.188983333333333,"K23107",9
"K23107.10",0,0.212033333333333,"K23107",10
"K23107.11",0,0.166983333333333,"K23107",11
"K23107.12",0,0.155504761904762,"K23107",12
"K23107.13",0,0.264533333333333,"K23107",13
"K23107.14",1,0.138588888888889,"K23107",14
"K23107.15",0,0.13382380952381,"K23107",15
"K23107.16",0,0.209171428571429,"K23107",16
"K23107.17",0,0.266133333333333,"K23107",17
"K23107.18",0,0.15787380952381,"K23107",18
"K23107.19",0,0.170444444444444,"K23107",19
"K23107.20",0,0.215082051282051,"K23107",20
"K23107.21",0,0.228533333333333,"K23107",21
"K23107.22",0,0.0896,"K23107",22
"K23107.23",1,0.143115384615385,"K23107",23
"K23107.24",0,0.124914285714286,"K23107",24
"K23107.25",0,0.101793939393939,"K23107",25
"K23107.26",0,0.181732634032634,"K23107",26
"K23107.27",0,0.141367676767677,"K23107",27
"K23107.28",0,0.224532634032634,"K23107",28
"K23107.29",0,0.231607936507937,"K23107",29
"K23107.30",0,0.244739105339105,"K23107",30
"K23107.31",0,0.125388235294118,"K23107",31
"K23107.32",0,0.164589839572192,"K23107",32
"K23107.33",0,0.1336,"K23107",33
"K23107.34",0,0.11656862745098,"K23107",34
"K23107.35",0,0.172733333333333,"K23107",35
"K23107.36",0,0.13764537815126,"K23107",36
"K23107.37",0,0.281666666666667,"K23107",37
"K23107.38",0,0.214566666666667,"K23107",38
"K23107.39",1,0.246166666666667,"K23107",39
"K23107.40",0,0.126466666666667,"K23107",40
"K23107.41",0,0.0596833333333333,"K23107",41
"K23107.42",1,0.168533333333333,"K23107",42
"K23107.43",0,0.200066666666667,"K23107",43
"K23107.44",0,0.0694666666666667,"K23107",44
"K23107.45",0,0.16882380952381,"K23107",45
"K23107.46",1,0.258566666666667,"K23107",46
"K23107.47",0,0.344985714285714,"K23107",47
"K23107.48",0,0.101466666666667,"K23107",48
"K23107.49",0,0.101319047619048,"K23107",49
"K23107.50",1,0.2951,"K23107",50
"K23107.51",1,0.147833333333333,"K23107",51
"K23107.52",0,0.0645333333333333,"K23107",52
"K23107.53",1,0.0658,"K23107",53
"K23107.54",0,0.0972824175824176,"K23107",54
"K23107.55",0,0.168433333333333,"K23107",55
"K23107.56",0,0.148233333333333,"K23107",56
"K23107.57",0,0.1791,"K23107",57
"K23107.58",0,0.246653846153846,"K23107",58
"K23109.1",0,0.271433333333333,"K23109",1
"K23109.2",0,0.0845666666666667,"K23109",2
"K23109.3",0,0.1672,"K23109",3
"K23109.4",1,0.18285,"K23109",4
"K23109.5",0,0.149933333333333,"K23109",5
"K23109.6",0,0.117133333333333,"K23109",6
"K23109.7",1,0.318566666666667,"K23109",7
"K23109.8",0,0.144333333333333,"K23109",8
"K23109.9",3,0.247166666666667,"K23109",9
"K23109.10",0,0.279466666666667,"K23109",10
"K23109.11",0,0.282521428571428,"K23109",11
"K23109.12",1,0.127171929824561,"K23109",12
"K23109.13",0,0.205268398268398,"K23109",13
"K23109.14",0,0.25245,"K23109",14
"K23109.15",1,0.17635,"K23109",15
"K23109.16",0,0.393671929824561,"K23109",16
"K23109.17",0,0.168983333333333,"K23109",17
"K23109.18",0,0.375047619047619,"K23109",18
"K23109.19",0,0.333185714285714,"K23109",19
"K23109.20",0,0.1849,"K23109",20
"K23109.21",0,0.212766666666667,"K23109",21
"K23109.22",0,0.243566666666667,"K23109",22
"K23109.23",1,0.445055555555556,"K23109",23
"K23109.24",0,0.384274603174603,"K23109",24
"K23109.25",0,0.1666,"K23109",25
"K23109.26",0,0.0893282051282051,"K23109",26
"K23109.27",0,0.212047619047619,"K23109",27
"K23109.28",0,0.3297,"K23109",28
"K23109.29",0,0.201,"K23109",29
"K23109.30",0,0.326419576719577,"K23109",30
"K23109.31",0,0.3855,"K23109",31
"K23109.32",0,0.103966666666667,"K23109",32
"K23109.33",0,0.261424242424242,"K23109",33
"K23109.34",0,0.182937037037037,"K23109",34
"K23109.35",0,0.287024242424242,"K23109",35
"K23109.36",0,0.322090909090909,"K23109",36
"K23109.37",0,0.170666666666667,"K23109",37
"K23109.38",0,0.314338095238095,"K23109",38
"K23109.39",0,0.373383333333333,"K23109",39
"K23109.40",0,0.336659523809524,"K23109",40
"K23109.41",0,0.238166666666667,"K23109",41
"K23109.42",0,0.236066666666667,"K23109",42
"K23109.43",0,0.199433333333333,"K23109",43
"K23109.44",1,0.4354,"K23109",44
"K23109.45",0,0.239727655677656,"K23109",45
"K23109.46",0,0.397383333333333,"K23109",46
"K23109.47",1,0.211916666666667,"K23109",47
"K23109.48",0,0.277166666666667,"K23109",48
"K23109.49",0,0.233033333333333,"K23109",49
"K23109.50",0,0.136405627705628,"K23109",50
"K23109.51",0,0.186783333333333,"K23109",51
"K23109.52",0,0.1823,"K23109",52
"K23109.53",0,0.371866666666667,"K23109",53
"K23109.54",0,0.140785714285714,"K23109",54
"K23109.55",0,0.436533333333333,"K23109",55
"K23109.56",0,0.175133333333333,"K23109",56
"K23109.57",0,0.167116666666667,"K23109",57
"K23109.58",2,0.225809523809524,"K23109",58
"K23109.59",0,0.391566666666667,"K23109",59
"K23109.60",0,0.16315,"K23109",60
"K23109.61",0,0.242833333333333,"K23109",61
"K23109.62",0,0.284533333333333,"K23109",62
"K23109.63",0,0.0823333333333334,"K23109",63
"K23109.64",2,0.259144444444444,"K23109",64
"K23109.65",0,0.154544444444444,"K23109",65
"K23109.66",0,0.328349206349206,"K23109",66
"K23109.67",0,0.142615873015873,"K23109",67
"K23109.68",0,0.319814285714286,"K23109",68
"K23109.69",0,0.0981333333333334,"K23109",69
"K23109.70",0,0.0885380952380952,"K23109",70
"K23109.71",1,0.169066666666667,"K23109",71
"K23109.72",0,0.210366666666667,"K23109",72
"K23109.73",0,0.329633333333333,"K23109",73
"K23109.74",0,0.176733333333333,"K23109",74
"K23109.75",0,0.391366666666667,"K23109",75
"K23109.76",0,0.315233333333333,"K23109",76
"K23109.77",1,0.277166666666667,"K23109",77
"K23109.78",0,0.0893,"K23109",78
"K23109.79",0,0.185566666666667,"K23109",79
"K23109.80",0,0.354633333333333,"K23109",80
"K23109.81",1,0.304866666666667,"K23109",81
"K23109.82",0,0.318566666666667,"K23109",82
"K23109.83",0,0.154033333333333,"K23109",83
"K23109.84",0,0.107109523809524,"K23109",84
"K23109.85",0,0.145933333333333,"K23109",85
"K23109.86",0,0.10157619047619,"K23109",86
"K23109.87",1,0.282766666666667,"K23109",87
"K23109.88",1,0.207605263157895,"K23109",88
"K23109.89",0,0.103566666666667,"K23109",89
"K23109.90",0,0.186871929824561,"K23109",90
"K23114.1",1,1.06013888888889,"K23114",1
"K23114.2",0,1.50439682539682,"K23114",2
"K23114.3",4,2.74353424908425,"K23114",3
"K23114.4",2,1.0373,"K23114",4
"K23114.5",2,3.34353333333333,"K23114",5
"K23114.6",1,1.62503333333333,"K23114",6
"K23114.7",3,1.8821,"K23114",7
"K23114.8",1,0.681666666666667,"K23114",8
"K23114.9",3,2.28590357420357,"K23114",9
"K23114.10",1,1.67615634920635,"K23114",10
"K23114.11",1,1.28552521367521,"K23114",11
"K23114.12",2,2.43979239094239,"K23114",12
"K23114.13",3,1.46413333333333,"K23114",13
"K23114.14",0,1.23816666666667,"K23114",14
"K23114.15",2,2.8034336052836,"K23114",15
"K23114.16",2,1.38283571428571,"K23114",16
"K23114.17",1,1.36855103230103,"K23114",17
"K23114.18",3,2.83973051393052,"K23114",18
"K23114.19",2,1.99928648573649,"K23114",19
"K23114.20",0,1.24562380952381,"K23114",20
"K23114.21",4,2.75757678432679,"K23114",21
"K23114.22",2,2.32510275835276,"K23114",22
"K23114.23",2,1.90120793650794,"K23114",23
"K23114.24",2,0.969966666666666,"K23114",24
"K23114.25",2,0.681766666666667,"K23114",25
"K23114.26",4,2.45073333333333,"K23114",26
"K23114.27",1,0.7542,"K23114",27
"K23114.28",2,1.9493242898914,"K23114",28
"K23114.29",2,3.2843882004906,"K23114",29
"K23114.30",0,1.18180952380952,"K23114",30
"K23114.31",2,1.27606666666667,"K23114",31
"K23114.32",2,1.45753756243756,"K23114",32
"K23114.33",2,1.55231515151515,"K23114",33
"K23114.34",3,3.0669822066822,"K23114",34
"K23114.35",0,1.34321111111111,"K23114",35
"K23114.36",1,1.65596544011544,"K23114",36
"K23114.37",0,1.51765238095238,"K23114",37
"K23115.1",1,1.241,"K23115",1
"K23115.2",0,1.32935238095238,"K23115",2
"K23115.3",0,1.31144761904762,"K23115",3
"K23115.4",3,1.3489,"K23115",4
"K23115.5",0,1.27840808080808,"K23115",5
"K23115.6",2,1.44201904761905,"K23115",6
"K23115.7",1,1.17213982683983,"K23115",7
"K23115.8",1,0.911980952380952,"K23115",8
"K23115.9",1,1.67071746031746,"K23115",9
"K23115.10",2,1.29362222222222,"K23115",10
"K23115.11",1,1.12001428571429,"K23115",11
"K23115.12",1,1.49964126984127,"K23115",12
"K23115.13",1,1.30547777777778,"K23115",13
"K23115.14",0,1.2913,"K23115",14
"K23115.15",1,1.14376666666667,"K23115",15
"K23115.16",2,1.26452222222222,"K23115",16
"K23115.17",3,1.26349047619048,"K23115",17
"K23115.18",0,1.24716507936508,"K23115",18
"K23115.19",2,1.4478,"K23115",19
"K23115.20",1,1.41942063492063,"K23115",20
"K23115.21",1,1.13547936507936,"K23115",21
"K23115.22",2,1.43721428571429,"K23115",22
"K23115.23",1,1.28230317460317,"K23115",23
"K23115.24",1,1.20508095238095,"K23115",24
"K23115.25",1,1.6655380952381,"K23115",25
"K23115.26",2,1.52540317460317,"K23115",26
"K23115.27",0,1.47454285714286,"K23115",27
"K23115.28",1,1.13650604395604,"K23115",28
"K23115.29",1,1.05279682539683,"K23115",29
"K23115.30",2,1.09163461538462,"K23115",30
"K23115.31",1,1.03445048840049,"K23115",31
"K23115.32",1,1.42296239316239,"K23115",32
"K23115.33",3,1.29155873015873,"K23115",33
"K23115.34",1,1.30987509157509,"K23115",34
"K23115.35",1,1.38494761904762,"K23115",35
"K23115.36",1,1.3302,"K23115",36
"K23115.37",1,1.12106556776557,"K23115",37
"K23115.38",2,1.54426666666667,"K23115",38
"K23115.39",1,1.18073333333333,"K23115",39
"K23115.40",1,1.01906666666667,"K23115",40
"K23115.41",1,1.05523333333333,"K23115",41
"K23115.42",1,1.18723333333333,"K23115",42
"K23115.43",1,1.33426666666667,"K23115",43
"K23115.44",2,1.02033333333333,"K23115",44
"K23115.45",3,1.22106666666667,"K23115",45
"K23115.46",2,1.04466666666667,"K23115",46
"K23115.47",0,1.24156666666667,"K23115",47
"K23115.48",1,1.35453333333333,"K23115",48
"K23115.49",1,1.35333333333333,"K23115",49
"K23115.50",4,1.14053333333333,"K23115",50
"K23115.51",2,1.06453333333333,"K23115",51
"K23115.52",1,1.19333333333333,"K23115",52
"K23115.53",1,1.53206666666667,"K23115",53
"K23115.54",3,1.16040909090909,"K23115",54
"K23115.55",2,1.28676666666667,"K23115",55
"K23115.56",1,1.3356,"K23115",56
"K23115.57",0,1.24963663003663,"K23115",57
"K23115.58",1,1.44204285714286,"K23115",58
"K23115.59",1,1.3747380952381,"K23115",59
"K23115.60",0,1.30640909090909,"K23115",60
"K23115.61",3,1.49597619047619,"K23115",61
"K23115.62",1,1.20148095238095,"K23115",62
"K23115.63",0,1.26074666666667,"K23115",63
"K23115.64",1,1.03445619047619,"K23115",64
"K23115.65",1,1.18489904761905,"K23115",65
"K23115.66",1,1.07495274725275,"K23115",66
"K23115.67",2,1.45553333333333,"K23115",67
"K23117.1",4,1.36755714285714,"K23117",1
"K23117.2",0,1.14970138888889,"K23117",2
"K23117.3",0,0.870180465367965,"K23117",3
"K23117.4",0,0.766339393939394,"K23117",4
"K23117.5",0,1.19287303391053,"K23117",5
"K23117.6",2,0.648533333333333,"K23117",6
"K23117.7",0,0.983122222222222,"K23117",7
"K23117.8",1,0.978557305194806,"K23117",8
"K23117.9",2,1.03246666666667,"K23117",9
"K23117.10",0,1.14104841269841,"K23117",10
"K23117.11",2,0.930630227743271,"K23117",11
"K23117.12",0,0.831060317460317,"K23117",12
"K23117.13",1,1.15325759240759,"K23117",13
"K23117.14",1,0.963055555555556,"K23117",14
"K23117.15",3,0.993646897546897,"K23117",15
"K23117.16",2,0.954940994754038,"K23117",16
"K23117.17",1,1.34717411477411,"K23117",17
"K23117.18",1,1.19906507936508,"K23117",18
"K23117.19",0,0.658633333333333,"K23117",19
"K23117.20",4,0.892,"K23117",20
"K23117.21",2,1.39053333333333,"K23117",21
"K23117.22",0,0.643066666666667,"K23117",22
"K23117.23",1,1.0106,"K23117",23
"K23117.24",2,0.7266,"K23117",24
"K23117.25",1,0.9771,"K23117",25
"K23117.26",0,1.49486666666667,"K23117",26
"K23117.27",0,1.0553,"K23117",27
"K23117.28",2,1.79147656691135,"K23117",28
"K23117.29",0,1.2057126984127,"K23117",29
"K23117.30",0,1.30906666666667,"K23117",30
"K23117.31",0,1.00174123931624,"K23117",31
"K23117.32",1,0.91036088814567,"K23117",32
"K23117.33",2,0.579766666666667,"K23117",33
"K23117.34",0,1.43576666666667,"K23117",34
"K23117.35",1,0.785014285714286,"K23117",35
"K23117.36",1,1.18550952380952,"K23117",36
"K23117.37",4,1.4757253968254,"K23117",37
"K23117.38",2,0.855521220609456,"K23117",38
"K23117.39",0,1.126425,"K23117",39
"K23117.40",2,0.947362301587302,"K23117",40
"K23117.41",1,0.94805,"K23117",41
"K23117.42",0,0.840099999999999,"K23117",42
"K23117.43",0,0.891226557816108,"K23117",43
"K23117.44",0,1.32861445054945,"K23117",44
"K23117.45",0,1.14474205049337,"K23117",45
"K23117.46",1,1.26943333333333,"K23117",46
"K23117.47",0,1.08129456099456,"K23117",47
"K23117.48",0,0.881594444444445,"K23117",48
"K23117.49",1,0.925086147186147,"K23117",49
"K23117.50",2,0.847362153750389,"K23117",50
"K23117.51",3,0.95056699919734,"K23117",51
"K23117.52",2,0.889029590017825,"K23117",52
"K23117.53",1,1.02629532163743,"K23117",53
"K23117.54",0,1.20183767082591,"K23117",54
"K23117.55",3,1.0325,"K23117",55
"K23117.56",0,0.543833333333333,"K23117",56
"K23117.57",0,0.7855,"K23117",57
"K23117.58",1,1.29856666666667,"K23117",58
"K23117.59",0,1.15456666666667,"K23117",59
"K23117.60",2,1.0569,"K23117",60
"K23117.61",0,1.25636666666667,"K23117",61
"K23117.62",0,1.13986666666667,"K23117",62
"K23117.63",2,0.984333333333333,"K23117",63
"K23117.64",3,1.83823333333333,"K23117",64
"K23117.65",0,0.535066666666667,"K23117",65
"K23117.66",0,0.9679,"K23117",66
"K23117.67",0,0.951566666666667,"K23117",67
"K23117.68",1,0.7648,"K23117",68
"K23117.69",2,1.35863333333333,"K23117",69
"K23117.70",0,1.2995,"K23117",70
"K23117.71",2,1.0379,"K23117",71
"K23117.72",1,0.897,"K23117",72
"K23117.73",3,1.35644673913043,"K23117",73
"K23117.74",2,0.669807326007325,"K23117",74
"K23117.75",0,0.925450793650794,"K23117",75
"K23117.76",0,0.945375577200577,"K23117",76
"K23117.77",0,1.03814242424242,"K23117",77
"K23117.78",1,0.968943722943723,"K23117",78
"K23117.79",0,1.18053707240472,"K23117",79
"K23117.80",2,1.52275833333333,"K23117",80
"K23117.81",0,1.19193722943723,"K23117",81
"K23117.82",0,1.09643333333333,"K23117",82
"K23117.83",4,0.660266666666667,"K23117",83
"K23117.84",0,1.10566666666667,"K23117",84
"K23117.85",2,0.783433333333333,"K23117",85
"K23117.86",2,0.821633333333333,"K23117",86
"K23117.87",0,0.9827,"K23117",87
"K23117.88",1,0.965533333333333,"K23117",88
"K23117.89",1,1.1265,"K23117",89
"K23117.90",1,0.781533333333333,"K23117",90
"K23120.1",0,0.1263,"K23120",1
"K23120.2",0,0.143651515151515,"K23120",2
"K23120.3",0,0.2464,"K23120",3
"K23120.4",0,0.199066666666667,"K23120",4
"K23120.5",0,0.0995333333333334,"K23120",5
"K23120.6",1,0.0889851232101232,"K23120",6
"K23120.7",1,0.369824567099567,"K23120",7
"K23120.8",0,0.216516508491508,"K23120",8
"K23120.9",0,0.172782051282051,"K23120",9
"K23120.10",1,0.220811111111111,"K23120",10
"K23120.11",0,0.221708080808081,"K23120",11
"K23120.12",0,0.186742857142857,"K23120",12
"K23120.13",0,0.243586813186813,"K23120",13
"K23120.14",0,0.168606149406149,"K23120",14
"K23120.15",1,0.572204145854146,"K23120",15
"K23120.16",1,0.302946930846931,"K23120",16
"K23120.17",0,0.108312030075188,"K23120",17
"K23120.18",0,0.206120976684135,"K23120",18
"K23120.19",0,0.104915151515152,"K23120",19
"K23120.20",1,0.174752525252525,"K23120",20
"K23120.21",1,0.179488888888889,"K23120",21
"K23120.22",0,0.275712121212121,"K23120",22
"K23120.23",1,0.430810442773601,"K23120",23
"K23120.24",0,0.36194696969697,"K23120",24
"K23120.25",1,0.205809523809524,"K23120",25
"K23120.26",0,0.0946666666666667,"K23120",26
"K23120.27",0,0.0925591093117409,"K23120",27
"K23120.28",0,0.171716666666667,"K23120",28
